Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,104.436639,[252  91] ; [ 6 64],[214.27118644 128.72881356] ; [43.72881356 26.27118644],1
d4,1,0.0,48.839358,[307  36] ; [39 31],[287.3559322  55.6440678] ; [58.6440678 11.3559322],1
d3,1,0.0,33.48093,[284  58] ; [36 34],[265.63106796  76.36893204] ; [54.36893204 15.63106796],1
d2,1,6e-06,20.456229,[180 163] ; [16 54],[162.77966102 180.22033898] ; [33.22033898 36.77966102],1
a4,1,1e-05,19.530126,[172 170] ; [15 55],[155.22815534 186.77184466] ; [31.77184466 38.22815534],1
n4,1,3e-05,17.444716,[282  60] ; [42 28],[268.95145631  73.04854369] ; [55.04854369 14.95145631],1
u1,1,5.2e-05,16.363813,[ 91 252] ; [ 3 67],[ 78.06779661 264.93220339] ; [15.93220339 54.06779661],1
a5,1,0.000102,15.098422,[275  68] ; [41 29],[262.44067797  80.55932203] ; [53.55932203 16.44067797],1
p9,1,0.000249,13.418933,[310  31] ; [52 17],[301.07804878  39.92195122] ; [60.92195122  8.07804878],1
a2,1,0.000432,12.386728,[117 226] ; [ 9 61],[104.6440678 238.3559322] ; [21.3559322 48.6440678],1
a3,1,0.000522,12.035353,[267  74] ; [41 29],[255.54257908  85.45742092] ; [52.45742092 17.54257908],1
p10,1,0.000877,11.069906,[304  37] ; [52 18],[295.36739659  45.63260341] ; [60.63260341  9.36739659],1
r3,1,0.002141,9.424556,[333   6] ; [64  6],[329.05378973   9.94621027] ; [67.94621027  2.05378973],0
v1,1,0.006423,7.427683,[200 134] ; [29 40],[189.79156328 144.20843672] ; [39.20843672 29.79156328],0
a6,1,0.012021,6.307795,[276  66] ; [47 23],[268.12135922  73.87864078] ; [54.87864078 15.12135922],0
r4,1,0.012999,6.169215,[323  20] ; [60 10],[318.08474576  24.91525424] ; [64.91525424  5.08474576],0
n5,1,0.025299,5.003326,[266  74] ; [46 24],[258.73170732  81.26829268] ; [53.26829268 16.73170732],0
b1,1,0.04086,4.181826,[122 221] ; [34 36],[129.55932203 213.44067797] ; [26.44067797 43.55932203],0
r2,1,0.044105,4.05253,[325  11] ; [64  6],[321.93103448  14.06896552] ; [67.06896552  2.93103448],0
r1,1,0.059221,3.55908,[291  47] ; [54 16],[285.80882353  52.19117647] ; [59.19117647 10.80882353],0
a8,1,0.086687,2.934851,[ 59 243] ; [ 7 59],[ 54.16304348 247.83695652] ; [11.83695652 54.16304348],0
p2,1,0.088387,2.903507,[315  27] ; [60 10],[311.28640777  30.71359223] ; [63.71359223  6.28640777],0
p4,1,0.091325,2.850864,[250  93] ; [44 26],[244.16949153  98.83050847] ; [49.83050847 20.16949153],0
v4,1,0.131369,2.276247,[330   8] ; [66  4],[328.05882353   9.94117647] ; [67.94117647  2.05882353],0
s6,1,0.163356,1.942882,[241  93] ; [44 25],[236.20347395  97.79652605] ; [48.79652605 20.20347395],0
n1,1,0.216178,1.529566,[16 42] ; [7 9],[18.02702703 39.97297297] ; [ 4.97297297 11.02702703],0
p1,1,0.294867,1.097263,[ 30 310] ; [ 9 61],[ 32.34146341 307.65853659] ; [ 6.65853659 63.34146341],0
p3,1,0.29605,1.091904,[214 129] ; [39 31],[210.11864407 132.88135593] ; [42.88135593 27.11864407],0
a1,1,0.312656,1.019424,[ 20 323] ; [ 2 68],[ 18.27118644 324.72881356] ; [ 3.72881356 66.27118644],0
s8,1,0.313337,1.016558,[161 180] ; [28 41],[157.19268293 183.80731707] ; [31.80731707 37.19268293],0
