Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,64.790714,[37 69] ; [227  64],[70.48866499 35.51133501] ; [193.51133501  97.48866499],1
d3,1,0.0,37.150139,[52 54] ; [234  58],[76.17085427 29.82914573] ; [209.82914573  82.17085427],1
b5,1,1.3e-05,18.938823,[44 62] ; [192 100],[62.85427136 43.14572864] ; [173.14572864 118.85427136],1
a2,1,2.5e-05,17.776393,[ 7 99] ; [ 76 216],[22.10552764 83.89447236] ; [ 60.89447236 231.10552764],1
r1,1,0.003103,8.745833,[77 29] ; [248  42],[86.99494949 19.00505051] ; [238.00505051  51.99494949],0
d5,1,0.005242,7.79392,[74 31] ; [243  49],[83.84130982 21.15869018] ; [233.15869018  58.84130982],0
u1,1,0.005425,7.73216,[ 7 99] ; [ 52 240],[15.71356784 90.28643216] ; [ 43.28643216 248.71356784],0
d1,1,0.006977,7.278817,[52 54] ; [187 105],[63.65326633 42.34673367] ; [175.34673367 116.65326633],0
r4,1,0.007495,7.150389,[90 16] ; [273  19],[96.67839196  9.32160804] ; [266.32160804  25.67839196],0
r2,1,0.008324,6.96249,[91 11] ; [279  11],[96.2755102  5.7244898] ; [273.7244898  16.2755102],0
b1,1,0.009718,6.685931,[51 55] ; [ 99 193],[39.94974874 66.05025126] ; [110.05025126 181.94974874],0
n2,1,0.048574,3.89001,[15  8] ; [37  6],[18.12121212  4.87878788] ; [33.87878788  9.12121212],0
s5,1,0.059399,3.554096,[40 63] ; [ 82 203],[32.38659794 70.61340206] ; [ 89.61340206 195.38659794],0
s8,1,0.060256,3.530325,[56 50] ; [122 167],[47.76708861 58.23291139] ; [130.23291139 158.76708861],0
p2,1,0.061247,3.503298,[91 15] ; [268  23],[95.85390428 10.14609572] ; [263.14609572  27.85390428],0
a5,1,0.064278,3.423425,[72 34] ; [225  67],[79.10050251 26.89949749] ; [217.89949749  74.10050251],0
d4,1,0.064685,3.413,[80 25] ; [246  46],[86.22166247 18.77833753] ; [239.77833753  52.22166247],0
s4,1,0.071446,3.249482,[25 81] ; [ 45 241],[18.92857143 87.07142857] ; [ 51.07142857 234.92857143],0
u3,1,0.104363,2.637576,[17 23] ; [51 37],[21.25 18.75] ; [46.75 41.25],0
r3,1,0.119819,2.419683,[98  8] ; [280  11],[100.92695214   5.07304786] ; [277.07304786  13.92695214],0
p11,1,0.126148,2.339277,[84 22] ; [250  42],[88.95477387 17.04522613] ; [245.04522613  46.95477387],0
n3,1,0.138682,2.192521,[13  9] ; [33 10],[15.56923077  6.43076923] ; [30.43076923 12.56923077],0
a3,1,0.15014,2.070827,[66 40] ; [202  87],[71.91898734 34.08101266] ; [196.08101266  92.91898734],0
