Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.809236,[16 25] ; [72 15],[28.1875 12.8125] ; [59.8125 27.1875],1
n6,1,0.000631,11.680926,[20 21] ; [67 18],[28.30952381 12.69047619] ; [58.69047619 26.30952381],1
u1,1,0.002887,8.87776,[ 2 39] ; [24 63],[ 8.328125 32.671875] ; [17.671875 69.328125],0
r1,1,0.005304,7.772872,[21 20] ; [66 21],[27.8671875 13.1328125] ; [59.1328125 27.8671875],0
r2,1,0.007748,7.090862,[32  9] ; [79  5],[36.408  4.592] ; [74.592  9.408],0
a8,1,0.029825,4.719352,[ 1 39] ; [13 69],[ 4.59016393 35.40983607] ; [ 9.40983607 72.59016393],0
p11,1,0.038337,4.289993,[16 25] ; [51 36],[21.4609375 19.5390625] ; [45.5390625 41.4609375],0
a7,1,0.050371,3.829078,[22 19] ; [62 25],[26.90625 14.09375] ; [57.09375 29.90625],0
d3,1,0.066005,3.379689,[20 21] ; [56 29],[24.73015873 16.26984127] ; [51.26984127 33.73015873],0
s8,1,0.094872,2.789708,[11 29] ; [37 49],[15.23809524 24.76190476] ; [32.76190476 53.23809524],0
a6,1,0.098241,2.733865,[25 16] ; [64 21],[28.96031746 12.03968254] ; [60.03968254 24.96031746],0
p4,1,0.107984,2.583473,[18 23] ; [25 60],[13.99206349 27.00793651] ; [29.00793651 55.99206349],0
s7,1,0.117705,2.4476,[12 24] ; [41 43],[15.9 20.1] ; [37.1 46.9],0
u3,1,0.150584,2.066327,[3 6] ; [13  8],[4.8 4.2] ; [11.2  9.8],0
d1,1,0.197781,1.658687,[22 19] ; [57 30],[25.3046875 15.6953125] ; [53.6953125 33.3046875],0
p8,1,0.198641,1.652337,[13 27] ; [19 68],[10.07874016 29.92125984] ; [21.92125984 65.07874016],0
v3,1,0.21406,1.543752,[11 27] ; [33 48],[14.05042017 23.94957983] ; [29.94957983 51.05042017],0
p3,1,0.233403,1.420001,[11 29] ; [33 53],[13.96825397 26.03174603] ; [30.03174603 55.96825397],0
p9,1,0.241313,1.37291,[22 18] ; [56 29],[24.96 15.04] ; [53.04 31.96],0
p5,1,0.253089,1.306172,[ 2 37] ; [10 76],[ 3.744 35.256] ; [ 8.256 77.744],0
n3,1,0.303762,1.057604,[11 10] ; [20 10],[12.76470588  8.23529412] ; [18.23529412 11.76470588],0
r4,1,0.365614,0.818517,[28 13] ; [66 21],[30.109375 10.890625] ; [63.890625 23.109375],0
a1,1,0.367626,0.811673,[ 3 38] ; [11 76],[ 4.484375 36.515625] ; [ 9.515625 77.484375],0
n1,1,0.394433,0.725233,[ 8 13] ; [16 16],[ 9.50943396 11.49056604] ; [14.49056604 17.50943396],0
p12,1,0.395745,0.721218,[ 2 39] ; [ 8 79],[ 3.203125 37.796875] ; [ 6.796875 80.203125],0
p10,1,0.467038,0.528976,[22 19] ; [52 34],[23.88976378 17.11023622] ; [50.11023622 35.88976378],0
d4,1,0.469413,0.523357,[31 10] ; [69 16],[32.53968254  8.46031746] ; [67.46031746 17.53968254],0
n2,1,0.474777,0.510836,[14  8] ; [24  9],[15.2  6.8] ; [22.8 10.2],0
d2,1,0.482559,0.493074,[23 18] ; [52 31],[24.7983871 16.2016129] ; [50.2016129 32.7983871],0
v1,1,0.482559,0.493074,[18 23] ; [31 52],[16.2016129 24.7983871] ; [32.7983871 50.2016129],0
r3,1,0.499943,0.455057,[35  6] ; [70 17],[33.6328125  7.3671875] ; [71.3671875 15.6328125],0
a2,1,0.518826,0.416225,[10 31] ; [26 61],[11.53125 29.46875] ; [24.46875 62.53125],0
s5,1,0.523418,0.407153,[14 25] ; [25 58],[12.46721311 26.53278689] ; [26.53278689 56.46721311],0
u2,1,0.555086,0.348284,[3 6] ; [ 9 11],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
u4,1,0.556415,0.34595,[ 1 40] ; [ 4 83],[ 1.6015625 39.3984375] ; [ 3.3984375 83.6015625],0
s4,1,0.564304,0.332307,[ 9 32] ; [15 70],[ 7.80952381 33.19047619] ; [16.19047619 68.80952381],0
v4,1,0.632242,0.229033,[33  8] ; [73 14],[33.953125  7.046875] ; [72.046875 14.953125],0
v2,1,0.637308,0.222281,[20 17] ; [42 43],[18.80327869 18.19672131] ; [43.19672131 41.80327869],0
a4,1,0.639782,0.219027,[23 18] ; [52 34],[24.21259843 16.78740157] ; [50.78740157 35.21259843],0
p6,1,0.674545,0.176332,[ 7 33] ; [18 69],[ 7.87401575 32.12598425] ; [17.12598425 69.87401575],0
d5,1,0.715784,0.132568,[33  8] ; [66 19],[32.21428571  8.78571429] ; [66.78571429 18.21428571],0
b2,1,0.74176,0.108586,[ 9 14] ; [28 37],[ 9.67045455 13.32954545] ; [27.32954545 37.67045455],0
b3,1,0.74176,0.108586,[ 9 14] ; [28 37],[ 9.67045455 13.32954545] ; [27.32954545 37.67045455],0
b1,1,0.755934,0.096612,[20 21] ; [45 42],[20.8203125 20.1796875] ; [44.1796875 42.8203125],0
p1,1,0.768768,0.086429,[ 4 37] ; [10 77],[ 4.484375 36.515625] ; [ 9.515625 77.484375],0
p7,1,0.792511,0.069196,[13 28] ; [25 60],[12.36507937 28.63492063] ; [25.63492063 59.36507937],0
a3,1,0.86992,0.026817,[32  9] ; [66 20],[31.63779528  9.36220472] ; [66.36220472 19.63779528],0
b5,1,0.872455,0.025773,[22 19] ; [48 39],[22.421875 18.578125] ; [47.578125 39.421875],0
s2,1,0.925513,0.008741,[18 23] ; [37 49],[17.75590551 23.24409449] ; [37.24409449 48.75590551],0
s1,1,0.93081,0.007539,[ 3 38] ; [ 6 81],[ 2.8828125 38.1171875] ; [ 6.1171875 80.8828125],0
s6,1,0.931793,0.007326,[22 18] ; [48 38],[22.22222222 17.77777778] ; [47.77777778 38.22222222],0
b4,1,0.980959,0.00057,[23 18] ; [49 38],[23.0625 17.9375] ; [48.9375 38.0625],0
s3,1,0.985657,0.000323,[19 22] ; [40 46],[19.04724409 21.95275591] ; [39.95275591 46.04724409],0
