Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,58.499216,[457  53] ; [75 47],[429.30379747  80.69620253] ; [102.69620253  19.30379747],1
p9,1,0.0,42.97517,[463  46] ; [82 38],[441.0254372  67.9745628] ; [103.9745628  16.0254372],1
p2,1,0.0,33.062324,[456  56] ; [85 39],[435.52201258  76.47798742] ; [105.47798742  18.52201258],1
p8,1,0.0,26.289826,[293 213] ; [40 84],[267.45714286 238.54285714] ; [65.54285714 58.45714286],1
r3,1,2.8e-05,17.515771,[500  12] ; [111  13],[491.87421384  20.12578616] ; [119.12578616   4.87421384],1
p7,1,6.4e-05,15.969659,[343 158] ; [60 62],[324.08186196 176.91813804] ; [78.91813804 43.08186196],1
b1,1,0.00012,14.786508,[165 350] ; [63 62],[183.46875 331.53125] ; [44.53125 80.46875],1
n5,1,0.002153,9.414415,[427  86] ; [89 36],[414.90282132  98.09717868] ; [101.09717868  23.90282132],0
n4,1,0.002479,9.155733,[437  78] ; [91 33],[425.5399061  89.4600939] ; [102.4600939  21.5399061],0
v1,1,0.005109,7.840376,[291 208] ; [55 69],[277.13322632 221.86677368] ; [68.86677368 55.13322632],0
s4,1,0.006829,7.317473,[ 75 430] ; [31 93],[ 85.10333863 419.89666137] ; [ 20.89666137 103.10333863],0
p4,1,0.008639,6.896003,[337 177] ; [65 58],[324.37676609 189.62323391] ; [77.62323391 45.37676609],0
u2,1,0.013835,6.059088,[69 51] ; [11 22],[62.74509804 57.25490196] ; [17.25490196 15.74509804],0
p3,1,0.017158,5.680174,[285 229] ; [54 70],[273.11285266 240.88714734] ; [65.88714734 58.11285266],0
a6,1,0.022392,5.215042,[359 155] ; [74 51],[348.29733959 165.70266041] ; [84.70266041 40.29733959],0
p12,1,0.031098,4.647551,[ 46 466] ; [  4 121],[ 40.18838305 471.81161695] ; [  9.81161695 115.18838305],0
v2,1,0.031832,4.607548,[301 195] ; [61 61],[290.53721683 205.46278317] ; [71.46278317 50.53721683],0
b5,1,0.033686,4.510571,[301 214] ; [86 39],[311.4140625 203.5859375] ; [75.5859375 49.4140625],0
s1,1,0.033902,4.499659,[ 11 500] ; [  7 116],[ 14.50788644 496.49211356] ; [  3.49211356 119.50788644],0
r4,1,0.03999,4.218317,[475  40] ; [108  17],[469.1328125  45.8671875] ; [113.8671875  11.1328125],0
n1,1,0.040638,4.191064,[33 67] ; [22 21],[38.46153846 61.53846154] ; [16.53846154 26.46153846],0
p6,1,0.091208,2.852922,[203 305] ; [39 84],[194.82725832 313.17274168] ; [47.17274168 75.82725832],0
p5,1,0.122473,2.385411,[ 67 444] ; [ 10 114],[ 61.96377953 449.03622047] ; [ 15.03622047 108.96377953],0
v3,1,0.13365,2.24959,[216 280] ; [44 78],[208.67313916 287.32686084] ; [51.32686084 70.67313916],0
a8,1,0.136029,2.222313,[ 73 392] ; [11 98],[ 68.04878049 396.95121951] ; [15.95121951 93.04878049],0
a5,1,0.142633,2.149324,[410 105] ; [92 33],[403.953125 111.046875] ; [98.046875 26.953125],0
s3,1,0.286405,1.136443,[288 218] ; [64 60],[282.71746032 223.28253968] ; [69.28253968 54.71746032],0
d3,1,0.295275,1.095414,[390 125] ; [89 36],[385.4453125 129.5546875] ; [93.5546875 31.4453125],0
d2,1,0.315593,1.007125,[280 232] ; [74 50],[284.98113208 227.01886792] ; [69.01886792 54.98113208],0
b3,1,0.337129,0.921319,[132 200] ; [21 42],[128.59746835 203.40253165] ; [24.40253165 38.59746835],0
b2,1,0.337129,0.921319,[132 200] ; [21 42],[128.59746835 203.40253165] ; [24.40253165 38.59746835],0
d1,1,0.419239,0.652447,[373 142] ; [86 39],[369.3515625 145.6484375] ; [89.6484375 35.3515625],0
u3,1,0.430998,0.620134,[71 49] ; [17 16],[69.01960784 50.98039216] ; [18.98039216 14.01960784],0
r1,1,0.442106,0.590809,[420  93] ; [97 26],[417.01415094  95.98584906] ; [99.98584906 23.01415094],0
v4,1,0.466575,0.530076,[490  21] ; [118   7],[488.50314465  22.49685535] ; [119.49685535   5.50314465],0
s8,1,0.53159,0.391351,[245 267] ; [55 68],[241.88976378 270.11023622] ; [58.11023622 64.88976378],0
d4,1,0.537629,0.379951,[462  52] ; [110  15],[460.10641628  53.89358372] ; [111.89358372  13.10641628],0
a3,1,0.563806,0.333156,[394 120] ; [92 32],[391.54231975 122.45768025] ; [94.45768025 29.54231975],0
s6,1,0.566556,0.32848,[352 152] ; [87 33],[354.57692308 149.42307692] ; [84.42307692 35.57692308],0
n3,1,0.59169,0.287712,[74 25] ; [31 13],[72.69230769 26.30769231] ; [32.30769231 11.69230769],0
u1,1,0.654367,0.200438,[114 401] ; [30 95],[115.875 399.125] ; [28.125 96.875],0
