Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.4e-05,16.316336,[43 18] ; [19 38],[32.05084746 28.94915254] ; [29.94915254 27.05084746],1
n4,1,0.00038,12.627699,[60  2] ; [43 15],[53.21666667  8.78333333] ; [49.78333333  8.21666667],1
v1,1,0.007134,7.238947,[44 16] ; [28 29],[36.92307692 23.07692308] ; [35.07692308 21.92307692],0
a5,1,0.021112,5.317521,[53  9] ; [40 19],[47.65289256 14.34710744] ; [45.34710744 13.65289256],0
s7,1,0.021526,5.283694,[54  6] ; [42 15],[49.23076923 10.76923077] ; [46.76923077 10.23076923],0
p5,1,0.027177,4.879513,[13 49] ; [ 4 54],[ 8.78333333 53.21666667] ; [ 8.21666667 49.78333333],0
d5,1,0.034262,4.481596,[53  8] ; [42 17],[48.29166667 12.70833333] ; [46.70833333 12.29166667],0
n5,1,0.056147,3.647687,[56  6] ; [45 13],[52.18333333  9.81666667] ; [48.81666667  9.18333333],0
u3,1,0.074317,3.185,[4 6] ; [12  4],[6.15384615 3.84615385] ; [9.84615385 6.15384615],0
a3,1,0.141258,2.164197,[52 10] ; [43 16],[48.67768595 13.32231405] ; [46.32231405 12.67768595],0
r1,1,0.141258,2.164197,[52 10] ; [43 16],[48.67768595 13.32231405] ; [46.32231405 12.67768595],0
p3,1,0.181008,1.789328,[42 20] ; [33 26],[38.42975207 23.57024793] ; [36.57024793 22.42975207],0
p11,1,0.184977,1.757176,[54  8] ; [46 13],[51.23966942 10.76033058] ; [48.76033058 10.23966942],0
s4,1,0.189537,1.721211,[10 52] ; [15 43],[12.91666667 49.08333333] ; [12.08333333 45.91666667],0
a2,1,0.191044,1.709545,[ 4 58] ; [ 8 51],[ 6.14876033 55.85123967] ; [ 5.85123967 53.14876033],0
n2,1,0.228041,1.453039,[10  2] ; [12  7],[8.51612903 3.48387097] ; [13.48387097  5.51612903],0
p7,1,0.232248,1.427039,[47 14] ; [39 19],[44.08403361 16.91596639] ; [41.91596639 16.08403361],0
b2,1,0.249896,1.323886,[27 20] ; [19 23],[24.29213483 22.70786517] ; [21.70786517 20.29213483],0
b3,1,0.249896,1.323886,[27 20] ; [19 23],[24.29213483 22.70786517] ; [21.70786517 20.29213483],0
a6,1,0.259567,1.271064,[25 37] ; [18 41],[22.03305785 39.96694215] ; [20.96694215 38.03305785],0
p2,1,0.280597,1.164196,[51 11] ; [43 15],[48.56666667 13.43333333] ; [45.43333333 12.56666667],0
d4,1,0.315235,1.008614,[51 10] ; [45 14],[48.8 12.2] ; [47.2 11.8],0
n6,1,0.33373,0.934372,[56  6] ; [49  9],[54.25  7.75] ; [50.75  7.25],0
r4,1,0.352128,0.865775,[56  6] ; [50  9],[54.31404959  7.68595041] ; [51.68595041  7.31404959],0
p10,1,0.368939,0.807236,[54  7] ; [48 10],[52.28571429  8.71428571] ; [49.71428571  8.28571429],0
d3,1,0.400317,0.707373,[31 31] ; [25 34],[28.69421488 33.30578512] ; [27.30578512 31.69421488],0
d2,1,0.400317,0.707373,[31 31] ; [34 25],[33.30578512 28.69421488] ; [31.69421488 27.30578512],0
b5,1,0.429111,0.625227,[25 37] ; [28 31],[27.15702479 34.84297521] ; [25.84297521 33.15702479],0
s2,1,0.432418,0.616321,[48 14] ; [42 17],[46.11570248 15.88429752] ; [43.88429752 15.11570248],0
p12,1,0.443427,0.587398,[ 5 56] ; [ 7 49],[ 6.25641026 54.74358974] ; [ 5.74358974 50.25641026],0
p1,1,0.464961,0.533927,[ 5 57] ; [ 7 51],[ 6.2 55.8] ; [ 5.8 52.2],0
s5,1,0.483162,0.491719,[29 31] ; [23 32],[27.13043478 32.86956522] ; [24.86956522 30.13043478],0
b1,1,0.50662,0.441042,[32 30] ; [34 25],[33.81818182 28.18181818] ; [32.18181818 26.81818182],0
p6,1,0.513093,0.427754,[31 30] ; [26 32],[29.21848739 31.78151261] ; [27.78151261 30.21848739],0
n3,1,0.592097,0.287081,[8 3] ; [12  7],[7.33333333 3.66666667] ; [12.66666667  6.33333333],0
b4,1,0.64096,0.217489,[31 31] ; [27 32],[29.71900826 32.28099174] ; [28.28099174 30.71900826],0
s6,1,0.680326,0.169759,[52  9] ; [47 10],[51.1779661  9.8220339] ; [47.8220339  9.1779661],0
u4,1,0.688971,0.160201,[ 3 59] ; [ 2 57],[ 2.56198347 59.43801653] ; [ 2.43801653 56.56198347],0
a8,1,0.706307,0.141994,[ 8 52] ; [ 9 48],[ 8.71794872 51.28205128] ; [ 8.28205128 48.71794872],0
r2,1,0.788604,0.07189,[56  5] ; [54  4],[56.38655462  4.61344538] ; [53.61344538  4.38655462],0
s3,1,0.791358,0.069985,[46 16] ; [45 14],[46.62809917 15.37190083] ; [44.37190083 14.62809917],0
a4,1,0.80652,0.059985,[27 35] ; [27 32],[27.66942149 34.33057851] ; [26.33057851 32.66942149],0
n1,1,0.879072,0.023148,[7 5] ; [11  7],[7.2 4.8] ; [10.8  7.2],0
u2,1,0.898564,0.01625,[6 4] ; [10  6],[6.15384615 3.84615385] ; [9.84615385 6.15384615],0
