Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000557,11.91561,[44  4] ; [50 28],[35.80952381 12.19047619] ; [58.19047619 19.80952381],1
d4,1,0.001582,9.980092,[43  5] ; [50 28],[35.42857143 12.57142857] ; [57.57142857 20.42857143],0
r1,1,0.012926,6.179175,[37 11] ; [43 35],[30.47619048 17.52380952] ; [49.52380952 28.47619048],0
v3,1,0.016677,5.730026,[22 25] ; [19 55],[15.92561983 31.07438017] ; [25.07438017 48.92561983],0
s6,1,0.017536,5.641958,[28 19] ; [29 48],[21.60483871 25.39516129] ; [35.39516129 41.60483871],0
d5,1,0.019547,5.451923,[38 10] ; [46 32],[32. 16.] ; [52. 26.],0
p12,1,0.023988,5.095478,[ 6 41] ; [ 2 76],[ 3.008 43.992] ; [ 4.992 73.008],0
n5,1,0.037317,4.335882,[23 25] ; [52 26],[28.57142857 19.42857143] ; [46.42857143 31.57142857],0
a7,1,0.04247,4.11638,[34 14] ; [41 37],[28.57142857 19.42857143] ; [46.42857143 31.57142857],0
s2,1,0.046131,3.976805,[20 28] ; [19 58],[14.976 33.024] ; [24.024 52.976],0
p10,1,0.052097,3.772636,[27 20] ; [30 46],[21.7804878 25.2195122] ; [35.2195122 40.7804878],0
p4,1,0.053719,3.721425,[16 32] ; [14 63],[11.52 36.48] ; [18.48 58.52],0
n1,1,0.074716,3.176256,[ 5 14] ; [18 17],[ 8.09259259 10.90740741] ; [14.90740741 20.09259259],0
v4,1,0.077381,3.119067,[40  8] ; [54 24],[35.80952381 12.19047619] ; [58.19047619 19.80952381],0
v1,1,0.079811,3.068747,[19 28] ; [19 56],[14.63934426 32.36065574] ; [23.36065574 51.63934426],0
a5,1,0.090065,2.873203,[36 12] ; [47 31],[31.61904762 16.38095238] ; [51.38095238 26.61904762],0
s3,1,0.101914,2.675339,[21 27] ; [22 53],[16.7804878 31.2195122] ; [26.2195122 48.7804878],0
d3,1,0.109642,2.559375,[31 17] ; [39 39],[26.66666667 21.33333333] ; [43.33333333 34.66666667],0
d1,1,0.128074,2.315691,[27 21] ; [33 45],[22.85714286 25.14285714] ; [37.14285714 40.85714286],0
p6,1,0.133057,2.256469,[ 6 41] ; [ 4 73],[ 3.79032258 43.20967742] ; [ 6.20967742 70.79032258],0
s1,1,0.154569,2.026573,[ 2 46] ; [ 9 69],[ 4.19047619 43.80952381] ; [ 6.80952381 71.19047619],0
u2,1,0.164973,1.928039,[9 5] ; [13 18],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
p1,1,0.173183,1.855168,[ 3 45] ; [11 67],[ 5.33333333 42.66666667] ; [ 8.66666667 69.33333333],0
p9,1,0.17437,1.84497,[27 19] ; [34 40],[23.38333333 22.61666667] ; [37.61666667 36.38333333],0
n4,1,0.185321,1.754426,[27 21] ; [53 25],[30.47619048 17.52380952] ; [49.52380952 28.47619048],0
r4,1,0.190826,1.711226,[35 13] ; [48 30],[31.61904762 16.38095238] ; [51.38095238 26.61904762],0
b1,1,0.201252,1.633263,[19 29] ; [40 38],[22.47619048 25.52380952] ; [36.52380952 41.47619048],0
u3,1,0.234782,1.411655,[9 5] ; [14 17],[7.15555556 6.84444444] ; [15.84444444 15.15555556],0
s4,1,0.244185,1.356271,[12 35] ; [13 64],[ 9.47580645 37.52419355] ; [15.52419355 61.47580645],0
p5,1,0.255812,1.291283,[ 1 47] ; [ 5 71],[ 2.32258065 45.67741935] ; [ 3.67741935 72.32258065],0
p8,1,0.293959,1.101399,[ 8 40] ; [ 8 70],[ 6.0952381 41.9047619] ; [ 9.9047619 68.0952381],0
n6,1,0.305134,1.051622,[35 13] ; [50 28],[32.38095238 15.61904762] ; [52.61904762 25.38095238],0
a3,1,0.305523,1.049932,[34 14] ; [47 29],[31.35483871 16.64516129] ; [49.64516129 26.35483871],0
s8,1,0.353309,0.861538,[16 32] ; [20 58],[13.71428571 34.28571429] ; [22.28571429 55.71428571],0
p3,1,0.359191,0.840719,[13 34] ; [16 62],[10.904 36.096] ; [18.096 59.904],0
s5,1,0.374453,0.788835,[12 34] ; [14 59],[10.05042017 35.94957983] ; [15.94957983 57.05042017],0
s7,1,0.377107,0.780113,[17 29] ; [21 51],[14.81355932 31.18644068] ; [23.18644068 48.81355932],0
d2,1,0.411556,0.674301,[27 21] ; [37 39],[24.77419355 23.22580645] ; [39.22580645 36.77419355],0
p11,1,0.431219,0.619537,[25 23] ; [35 43],[22.85714286 25.14285714] ; [37.14285714 40.85714286],0
a8,1,0.50833,0.437503,[ 2 41] ; [ 6 71],[ 2.86666667 40.13333333] ; [ 5.13333333 71.86666667],0
b5,1,0.52749,0.399225,[28 20] ; [41 37],[26.28571429 21.71428571] ; [42.71428571 35.28571429],0
r2,1,0.53691,0.381296,[41  6] ; [64 13],[39.7983871  7.2016129] ; [65.2016129 11.7983871],0
u4,1,0.618299,0.248266,[ 2 46] ; [ 2 76],[ 1.52380952 46.47619048] ; [ 2.47619048 75.52380952],0
u1,1,0.622544,0.242308,[ 9 39] ; [12 66],[ 8. 40.] ; [13. 65.],0
a4,1,0.624148,0.240081,[23 25] ; [33 43],[21.67741935 26.32258065] ; [34.32258065 41.67741935],0
a6,1,0.657332,0.196781,[27 21] ; [47 31],[28.19047619 19.80952381] ; [45.80952381 32.19047619],0
b4,1,0.657332,0.196781,[27 21] ; [47 31],[28.19047619 19.80952381] ; [45.80952381 32.19047619],0
n2,1,0.816903,0.053606,[11  8] ; [22 14],[11.4  7.6] ; [21.6 14.4],0
a1,1,0.871424,0.026195,[ 6 42] ; [ 9 69],[ 5.71428571 42.28571429] ; [ 9.28571429 68.71428571],0
a2,1,0.883063,0.021635,[11 37] ; [17 61],[10.66666667 37.33333333] ; [17.33333333 60.66666667],0
n3,1,0.889286,0.019379,[10  8] ; [19 14],[10.23529412  7.76470588] ; [18.76470588 14.23529412],0
b3,1,0.962848,0.00217,[12 16] ; [23 30],[12.09876543 15.90123457] ; [22.90123457 30.09876543],0
b2,1,0.962848,0.00217,[12 16] ; [23 30],[12.09876543 15.90123457] ; [22.90123457 30.09876543],0
