Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.680039,[27 14] ; [ 1 32],[15.51351351 25.48648649] ; [12.48648649 20.51351351],1
s6,1,1e-06,23.410217,[33  8] ; [ 8 25],[22.71621622 18.28378378] ; [18.28378378 14.71621622],1
s7,1,1e-05,19.512711,[28 12] ; [ 6 27],[18.63013699 21.36986301] ; [15.36986301 17.63013699],1
p7,1,0.011356,6.408812,[24 16] ; [10 23],[18.63013699 21.36986301] ; [15.36986301 17.63013699],0
s8,1,0.01813,5.583534,[21 20] ; [ 8 25],[16.06756757 24.93243243] ; [12.93243243 20.06756757],0
s5,1,0.01922,5.481382,[13 26] ; [ 3 28],[ 8.91428571 30.08571429] ; [ 7.08571429 23.91428571],0
d4,1,0.032237,4.585846,[35  5] ; [22 11],[31.23287671  8.76712329] ; [25.76712329  7.23287671],0
s4,1,0.034592,4.465226,[ 8 33] ; [ 1 31],[ 5.05479452 35.94520548] ; [ 3.94520548 28.05479452],0
d5,1,0.036846,4.357514,[33  7] ; [20 13],[29.04109589 10.95890411] ; [23.95890411  9.04109589],0
n5,1,0.061528,3.495706,[28 12] ; [16 17],[24.10958904 15.89041096] ; [19.89041096 13.10958904],0
u1,1,0.092477,2.830719,[ 8 33] ; [ 2 31],[ 5.54054054 35.45945946] ; [ 4.45945946 28.54054054],0
n4,1,0.110855,2.541993,[29 11] ; [18 15],[25.75342466 14.24657534] ; [21.24657534 11.75342466],0
p4,1,0.122644,2.383227,[21 20] ; [11 22],[17.72972973 23.27027027] ; [14.27027027 18.72972973],0
v2,1,0.204325,1.611189,[21 19] ; [12 20],[18.33333333 21.66666667] ; [14.66666667 17.33333333],0
a5,1,0.225492,1.469075,[28 13] ; [18 15],[25.48648649 15.51351351] ; [20.51351351 12.48648649],0
r1,1,0.251096,1.317196,[30 11] ; [20 13],[27.7027027 13.2972973] ; [22.2972973 10.7027027],0
p11,1,0.257255,1.283469,[22 19] ; [22 11],[24.37837838 16.62162162] ; [19.62162162 13.37837838],0
d3,1,0.269909,1.21721,[28 12] ; [19 14],[25.75342466 14.24657534] ; [21.24657534 11.75342466],0
p2,1,0.282174,1.156589,[33  8] ; [23 10],[31.02702703  9.97297297] ; [24.97297297  8.02702703],0
p8,1,0.288045,1.128735,[16 25] ; [ 9 24],[13.85135135 27.14864865] ; [11.14864865 21.85135135],0
p3,1,0.288045,1.128735,[16 25] ; [ 9 24],[13.85135135 27.14864865] ; [11.14864865 21.85135135],0
b4,1,0.302408,1.063544,[26 15] ; [17 16],[23.82432432 17.17567568] ; [19.17567568 13.82432432],0
n2,1,0.402784,0.7,[9 5] ; [11  3],[10.  4.] ; [10.  4.],0
p6,1,0.44516,0.582945,[15 26] ; [ 9 23],[13.47945205 27.52054795] ; [10.52054795 21.47945205],0
a1,1,0.482723,0.492706,[ 3 38] ; [ 4 29],[ 3.87837838 37.12162162] ; [ 3.12162162 29.87837838],0
r3,1,0.482723,0.492706,[38  3] ; [29  4],[37.12162162  3.87837838] ; [29.87837838  3.12162162],0
d1,1,0.48293,0.492239,[22 19] ; [15 18],[20.5 20.5] ; [16.5 16.5],0
b3,1,0.490457,0.475524,[ 8 18] ; [10 15],[ 9.17647059 16.82352941] ; [ 8.82352941 16.17647059],0
b2,1,0.490457,0.475524,[ 8 18] ; [10 15],[ 9.17647059 16.82352941] ; [ 8.82352941 16.17647059],0
p1,1,0.562654,0.33513,[ 4 37] ; [ 2 31],[ 3.32432432 37.67567568] ; [ 2.67567568 30.32432432],0
r4,1,0.623193,0.241405,[33  8] ; [25  8],[32.13513514  8.86486486] ; [25.86486486  7.13513514],0
a3,1,0.628084,0.234668,[27 13] ; [24  9],[27.94520548 12.05479452] ; [23.05479452  9.94520548],0
n3,1,0.662521,0.190476,[10  4] ; [11  3],[10.5  3.5] ; [10.5  3.5],0
d2,1,0.698829,0.149692,[20 20] ; [15 18],[19.17808219 20.82191781] ; [15.82191781 17.17808219],0
b1,1,0.730487,0.118665,[17 24] ; [15 18],[17.72972973 23.27027027] ; [14.27027027 18.72972973],0
v4,1,0.744661,0.106072,[37  4] ; [29  4],[36.56756757  4.43243243] ; [29.43243243  3.56756757],0
a7,1,0.804425,0.061318,[26 15] ; [20 13],[25.48648649 15.51351351] ; [20.51351351 12.48648649],0
u2,1,0.805803,0.06044,[5 8] ; [3 6],[4.72727273 8.27272727] ; [3.27272727 5.72727273],0
a2,1,0.81584,0.054242,[ 9 32] ; [ 8 25],[ 9.41891892 31.58108108] ; [ 7.58108108 25.41891892],0
u4,1,0.830511,0.045816,[ 3 38] ; [ 2 31],[ 2.77027027 38.22972973] ; [ 2.22972973 30.77027027],0
n1,1,0.841596,0.039941,[7 7] ; [7 6],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
v3,1,0.848351,0.036566,[10 27] ; [ 8 24],[ 9.65217391 27.34782609] ; [ 8.34782609 23.65217391],0
