Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,35.294648,[153  18] ; [26 24],[138.50226244  32.49773756] ; [40.49773756  9.50226244],1
p10,1,0.0,29.396243,[144  26] ; [25 27],[129.41441441  40.58558559] ; [39.58558559 12.41441441],1
p7,1,7e-06,20.321078,[120  51] ; [18 33],[106.2972973  64.7027027] ; [31.7027027 19.2972973],1
s1,1,6.6e-05,15.921824,[  2 169] ; [ 7 44],[  6.93243243 164.06756757] ; [ 2.06756757 48.93243243],1
p8,1,8.2e-05,15.504281,[95 74] ; [13 39],[82.58823529 86.41176471] ; [25.41176471 26.58823529],1
p4,1,0.000508,12.084976,[101  70] ; [16 35],[90.12162162 80.87837838] ; [26.87837838 24.12162162],1
v4,1,0.000883,11.058828,[162  10] ; [41 11],[155.875  16.125] ; [47.125  4.875],1
p11,1,0.001667,9.884654,[144  28] ; [33 19],[135.91071429  36.08928571] ; [41.08928571 10.91071429],0
n4,1,0.001927,9.617983,[146  26] ; [34 18],[138.21428571  33.78571429] ; [41.78571429 10.21428571],0
r3,1,0.003164,8.710254,[160  12] ; [41 11],[154.33928571  17.66071429] ; [46.66071429  5.33928571],0
s3,1,0.005053,7.860197,[98 72] ; [18 33],[89.23076923 80.76923077] ; [26.76923077 24.23076923],0
p3,1,0.005102,7.842905,[91 81] ; [16 36],[82.16071429 89.83928571] ; [24.83928571 27.16071429],0
d5,1,0.009322,6.760123,[133  38] ; [31 21],[125.75784753  45.24215247] ; [38.24215247 13.75784753],0
r4,1,0.011273,6.421724,[146  26] ; [36 16],[139.75  32.25] ; [42.25  9.75],0
r2,1,0.022055,5.241427,[156  14] ; [41 10],[151.53846154  18.46153846] ; [45.46153846  5.53846154],0
p6,1,0.023314,5.144974,[ 66 104] ; [11 40],[ 59.23076923 110.76923077] ; [17.76923077 33.23076923],0
s7,1,0.028117,4.820887,[93 74] ; [19 31],[86.19354839 80.80645161] ; [25.80645161 24.19354839],0
a3,1,0.034579,4.465869,[125  46] ; [30 22],[118.85650224  52.14349776] ; [36.14349776 15.85650224],0
v1,1,0.035571,4.417549,[87 80] ; [18 33],[80.43577982 86.56422018] ; [24.56422018 26.43577982],0
d4,1,0.038221,4.295159,[133  38] ; [33 19],[127.29147982  43.70852018] ; [38.70852018 13.29147982],0
v2,1,0.045591,3.996651,[86 83] ; [17 32],[79.84862385 89.15137615] ; [23.15137615 25.84862385],0
d3,1,0.047898,3.913569,[83 89] ; [17 35],[76.78571429 95.21428571] ; [23.21428571 28.78571429],0
a5,1,0.060555,3.522114,[123  49] ; [30 22],[117.48214286  54.51785714] ; [35.51785714 16.48214286],0
d1,1,0.064308,3.422647,[88 84] ; [19 33],[82.16071429 89.83928571] ; [24.83928571 27.16071429],0
r1,1,0.072707,3.220834,[125  47] ; [31 21],[119.78571429  52.21428571] ; [36.21428571 15.78571429],0
n5,1,0.078083,3.104355,[147  25] ; [39 13],[142.82142857  29.17857143] ; [43.17857143  8.82142857],0
b1,1,0.09397,2.805009,[ 70 102] ; [28 24],[75.25 96.75] ; [22.75 29.25],0
u3,1,0.103557,2.649894,[14 33] ; [11 11],[17.02898551 29.97101449] ; [ 7.97101449 14.02898551],0
v3,1,0.116326,2.466104,[72 98] ; [15 35],[ 67.22727273 102.77272727] ; [19.77272727 30.22727273],0
s6,1,0.163569,1.94092,[109  57] ; [28 23],[104.80184332  61.19815668] ; [32.19815668 18.80184332],0
s8,1,0.175607,1.834412,[86 86] ; [20 31],[81.75784753 90.24215247] ; [24.24215247 26.75784753],0
p5,1,0.212108,1.556979,[ 25 147] ; [ 4 47],[ 22.367713 149.632287] ; [ 6.632287 44.367713],0
s2,1,0.213364,1.548456,[84 87] ; [20 31],[80.10810811 90.89189189] ; [23.89189189 27.10810811],0
b2,1,0.231525,1.431465,[50 62] ; [12 24],[46.91891892 65.08108108] ; [15.08108108 20.91891892],0
b3,1,0.231525,1.431465,[50 62] ; [12 24],[46.91891892 65.08108108] ; [15.08108108 20.91891892],0
s5,1,0.234161,1.415405,[66 99] ; [15 34],[ 62.45327103 102.54672897] ; [18.54672897 30.45327103],0
b5,1,0.250309,1.321576,[77 95] ; [28 24],[80.625 91.375] ; [24.375 27.625],0
a1,1,0.25522,1.294501,[ 10 162] ; [ 1 51],[  8.44642857 163.55357143] ; [ 2.55357143 49.44642857],0
