Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.894035,[85 15] ; [ 4 26],[68.46153846 31.53846154] ; [20.53846154  9.46153846],1
a5,1,0.157019,2.002705,[58 42] ; [13 17],[54.61538462 45.38461538] ; [16.38461538 13.61538462],0
d3,1,0.162644,1.949469,[54 45] ; [12 18],[50.65116279 48.34883721] ; [15.34883721 14.65116279],0
s3,1,0.16671,1.912282,[45 54] ; [ 9 20],[41.765625 57.234375] ; [12.234375 16.765625],0
s1,1,0.171144,1.87289,[ 8 91] ; [ 5 25],[ 9.97674419 89.02325581] ; [ 3.02325581 26.97674419],0
d1,1,0.184435,1.761518,[40 60] ; [ 8 22],[36.92307692 63.07692308] ; [11.07692308 18.92307692],0
p1,1,0.197839,1.658259,[ 6 92] ; [ 4 26],[ 7.65625 90.34375] ; [ 2.34375 27.65625],0
p8,1,0.272571,1.203762,[27 72] ; [ 5 24],[24.75 74.25] ; [ 7.25 21.75],0
v1,1,0.281201,1.161275,[26 73] ; [ 5 25],[23.79069767 75.20930233] ; [ 7.20930233 22.79069767],0
a2,1,0.296375,1.090433,[18 82] ; [ 3 27],[16.15384615 83.84615385] ; [ 4.84615385 25.15384615],0
s2,1,0.315942,1.00567,[29 70] ; [ 6 24],[26.86046512 72.13953488] ; [ 8.13953488 21.86046512],0
p12,1,0.3669,0.814137,[ 1 98] ; [ 1 29],[ 1.53488372 97.46511628] ; [ 0.46511628 29.53488372],0
s5,1,0.373101,0.79331,[16 80] ; [ 3 27],[14.47619048 81.52380952] ; [ 4.52380952 25.47619048],0
p5,1,0.396914,0.717655,[ 8 92] ; [ 1 28],[ 6.97674419 93.02325581] ; [ 2.02325581 26.97674419],0
b4,1,0.498741,0.457615,[57 43] ; [15 15],[55.38461538 44.61538462] ; [16.61538462 13.38461538],0
b1,1,0.521642,0.410645,[50 50] ; [17 13],[51.53846154 48.46153846] ; [15.46153846 14.53846154],0
n5,1,0.670896,0.180556,[59 41] ; [19 11],[60. 40.] ; [18. 12.],0
n1,1,0.784034,0.075112,[17 24] ; [ 6 10],[16.54385965 24.45614035] ; [6.45614035 9.54385965],0
a4,1,0.810927,0.057231,[40 59] ; [11 18],[39.4453125 59.5546875] ; [11.5546875 17.4453125],0
v3,1,0.814263,0.055192,[18 79] ; [ 5 25],[17.56692913 79.43307087] ; [ 5.43307087 24.56692913],0
s4,1,0.831876,0.04507,[18 80] ; [ 5 25],[17.609375 80.390625] ; [ 5.390625 24.609375],0
a8,1,0.840547,0.040479,[11 83] ; [ 3 26],[10.69918699 83.30081301] ; [ 3.30081301 25.69918699],0
a3,1,0.850784,0.035388,[56 42] ; [16 13],[55.55905512 42.44094488] ; [16.44094488 12.55905512],0
b2,1,0.872086,0.025924,[21 46] ; [ 6 12],[21.28235294 45.71764706] ; [ 5.71764706 12.28235294],0
b3,1,0.872086,0.025924,[21 46] ; [ 6 12],[21.28235294 45.71764706] ; [ 5.71764706 12.28235294],0
d2,1,0.876397,0.024192,[46 53] ; [13 16],[45.6328125 53.3671875] ; [13.3671875 15.6328125],0
a6,1,0.907061,0.01363,[54 45] ; [16 14],[53.72093023 45.27906977] ; [16.27906977 13.72093023],0
n4,1,0.973531,0.001101,[63 37] ; [19 11],[63.07692308 36.92307692] ; [18.92307692 11.07692308],0
