Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.562924,[43 28] ; [ 1 26],[31.87755102 39.12244898] ; [12.12244898 14.87755102],1
p9,1,9e-06,19.777277,[58 13] ; [ 8 16],[49.32631579 21.67368421] ; [16.67368421  7.32631579],1
v4,1,0.000122,14.767009,[60 10] ; [13 14],[52.68041237 17.31958763] ; [20.31958763  6.68041237],1
s8,1,0.00112,10.617947,[26 45] ; [ 1 26],[19.56122449 51.43877551] ; [ 7.43877551 19.56122449],0
s6,1,0.001203,10.485962,[38 31] ; [ 5 22],[30.90625 38.09375] ; [12.09375 14.90625],0
p11,1,0.002441,9.183941,[50 21] ; [10 17],[43.46938776 27.53061224] ; [16.53061224 10.46938776],0
n6,1,0.004903,7.914918,[55 16] ; [13 14],[49.26530612 21.73469388] ; [18.73469388  8.26530612],0
v2,1,0.009503,6.725783,[30 38] ; [ 4 22],[24.59574468 43.40425532] ; [ 9.40425532 16.59574468],0
d4,1,0.013129,6.151626,[46 25] ; [10 17],[40.57142857 30.42857143] ; [15.42857143 11.57142857],0
p10,1,0.013406,6.114793,[44 26] ; [ 9 17],[38.64583333 31.35416667] ; [14.35416667 11.64583333],0
n2,1,0.013748,6.070204,[24  6] ; [6 8],[20.45454545  9.54545455] ; [9.54545455 4.45454545],0
p4,1,0.014334,5.996554,[37 32] ; [ 7 20],[31.625 37.375] ; [12.375 14.625],0
p2,1,0.022263,5.225121,[48 21] ; [12 15],[43.125 25.875] ; [16.875 10.125],0
s3,1,0.024258,5.076107,[35 35] ; [ 6 19],[30.21052632 39.78947368] ; [10.78947368 14.21052632],0
s7,1,0.026276,4.937747,[28 41] ; [ 4 21],[23.4893617 45.5106383] ; [ 8.5106383 16.4893617],0
p8,1,0.026918,4.896093,[29 39] ; [ 5 22],[24.33684211 43.66315789] ; [ 9.66315789 17.33684211],0
a4,1,0.036496,4.373792,[30 41] ; [ 5 21],[25.6185567 45.3814433] ; [ 9.3814433 16.6185567],0
b2,1,0.0388,4.269593,[10 36] ; [ 9 10],[13.44615385 32.55384615] ; [ 5.55384615 13.44615385],0
b3,1,0.0388,4.269593,[10 36] ; [ 9 10],[13.44615385 32.55384615] ; [ 5.55384615 13.44615385],0
a3,1,0.0421,4.131174,[42 28] ; [10 17],[37.5257732 32.4742268] ; [14.4742268 12.5257732],0
p3,1,0.045349,4.005605,[28 42] ; [ 5 22],[23.81443299 46.18556701] ; [ 9.18556701 17.81443299],0
d1,1,0.050272,3.832352,[28 43] ; [ 5 22],[23.90816327 47.09183673] ; [ 9.09183673 17.90816327],0
n3,1,0.050304,3.831293,[22  8] ; [6 8],[19.09090909 10.90909091] ; [8.90909091 5.09090909],0
s2,1,0.05046,3.826098,[31 40] ; [ 6 21],[26.80612245 44.19387755] ; [10.19387755 16.80612245],0
d5,1,0.077962,3.106882,[43 28] ; [11 16],[39.12244898 31.87755102] ; [14.87755102 12.12244898],0
v3,1,0.085148,2.963786,[19 50] ; [ 3 24],[15.8125 53.1875] ; [ 6.1875 20.8125],0
b5,1,0.087702,2.916058,[40 31] ; [10 17],[36.2244898 34.7755102] ; [13.7755102 13.2244898],0
p6,1,0.119259,2.427032,[21 46] ; [ 4 22],[18.01075269 48.98924731] ; [ 6.98924731 19.01075269],0
p7,1,0.127799,2.319038,[38 32] ; [10 17],[34.63917526 35.36082474] ; [13.36082474 13.63917526],0
