Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,22.076651,[ 6 24] ; [44 17],[16.48351648 13.51648352] ; [33.51648352 27.48351648],1
p8,1,6e-06,20.532032,[ 6 23] ; [43 17],[15.96629213 13.03370787] ; [33.03370787 26.96629213],1
p2,1,2.2e-05,18.015633,[16 14] ; [56  5],[23.73626374  6.26373626] ; [48.26373626 12.73626374],1
p4,1,0.000335,12.865412,[15 15] ; [52  9],[22.08791209  7.91208791] ; [44.91208791 16.08791209],1
p3,1,0.001144,10.578267,[11 19] ; [44 17],[18.13186813 11.86813187] ; [36.86813187 24.13186813],0
p10,1,0.002153,9.414205,[21  8] ; [58  3],[25.45555556  3.54444444] ; [53.54444444  7.45555556],0
p9,1,0.006096,7.521851,[21  8] ; [57  4],[25.13333333  3.86666667] ; [52.86666667  8.13333333],0
s5,1,0.00628,7.468214,[ 9 17] ; [38 19],[14.72289157 11.27710843] ; [32.27710843 24.72289157],0
p11,1,0.009236,6.776587,[15 15] ; [47 14],[20.43956044  9.56043956] ; [41.56043956 19.43956044],0
s6,1,0.021392,5.294605,[23  6] ; [57  3],[26.06741573  2.93258427] ; [53.93258427  6.06741573],0
r3,1,0.025986,4.956971,[25  5] ; [58  2],[27.66666667  2.33333333] ; [55.33333333  4.66666667],0
r1,1,0.052048,3.774215,[21  9] ; [53  8],[24.3956044  5.6043956] ; [49.6043956 11.3956044],0
s1,1,0.069234,3.301078,[ 4 26] ; [ 2 59],[ 1.97802198 28.02197802] ; [ 4.02197802 56.97802198],0
p5,1,0.072399,3.227776,[ 1 29] ; [10 51],[ 3.62637363 26.37362637] ; [ 7.37362637 53.62637363],0
s7,1,0.080816,3.04842,[14 13] ; [42 17],[17.58139535  9.41860465] ; [38.41860465 20.58139535],0
a5,1,0.083682,2.991894,[23  7] ; [55  6],[25.71428571  4.28571429] ; [52.28571429  8.71428571],0
p1,1,0.101512,2.681624,[ 1 29] ; [ 9 52],[ 3.2967033 26.7032967] ; [ 6.7032967 54.2967033],0
n5,1,0.107076,2.596854,[16 14] ; [43 18],[19.45054945 10.54945055] ; [39.54945055 21.45054945],0
s8,1,0.112595,2.517418,[15 15] ; [41 20],[18.46153846 11.53846154] ; [37.53846154 23.46153846],0
v1,1,0.117755,2.446928,[11 19] ; [33 28],[14.50549451 15.49450549] ; [29.49450549 31.50549451],0
r4,1,0.128867,2.306096,[25  5] ; [57  4],[27.03296703  2.96703297] ; [54.96703297  6.03296703],0
v3,1,0.139839,2.179732,[ 7 23] ; [23 36],[10.11235955 19.88764045] ; [19.88764045 39.11235955],0
n3,1,0.152057,2.051491,[8 5] ; [12  2],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
v4,1,0.18593,1.749573,[27  3] ; [59  2],[28.35164835  1.64835165] ; [57.64835165  3.35164835],0
v2,1,0.260866,1.264155,[13 17] ; [33 26],[15.50561798 14.49438202] ; [30.49438202 28.50561798],0
n4,1,0.305549,1.049816,[19 11] ; [45 16],[21.0989011  8.9010989] ; [42.9010989 18.0989011],0
n2,1,0.344503,0.893601,[7 6] ; [10  4],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
n6,1,0.392126,0.73234,[24  6] ; [53  8],[25.38461538  4.61538462] ; [51.61538462  9.38461538],0
u3,1,0.394344,0.725505,[5 1] ; [7 4],[4.23529412 1.76470588] ; [7.76470588 3.23529412],0
u2,1,0.402388,0.701178,[4 2] ; [5 6],[3.17647059 2.82352941] ; [5.82352941 5.17647059],0
a8,1,0.445834,0.581221,[ 2 26] ; [ 2 56],[ 1.30232558 26.69767442] ; [ 2.69767442 55.30232558],0
s3,1,0.466988,0.529094,[21  9] ; [47 14],[22.41758242  7.58241758] ; [45.58241758 15.41758242],0
a6,1,0.490871,0.474617,[19 11] ; [43 18],[20.43956044  9.56043956] ; [41.56043956 19.43956044],0
b2,1,0.507246,0.439745,[ 4 12] ; [12 23],[ 5.01960784 10.98039216] ; [10.98039216 24.01960784],0
b3,1,0.507246,0.439745,[ 4 12] ; [12 23],[ 5.01960784 10.98039216] ; [10.98039216 24.01960784],0
a2,1,0.552075,0.353613,[ 8 22] ; [20 41],[ 9.23076923 20.76923077] ; [18.76923077 42.23076923],0
b1,1,0.577391,0.310472,[10 20] ; [24 37],[11.20879121 18.79120879] ; [22.79120879 38.20879121],0
n1,1,0.585957,0.296703,[5 8] ; [ 4 10],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
b4,1,0.586592,0.295698,[19 11] ; [35 26],[17.8021978 12.1978022] ; [36.1978022 24.8021978],0
a7,1,0.660022,0.193497,[22  8] ; [42 19],[21.0989011  8.9010989] ; [42.9010989 18.0989011],0
s2,1,0.697131,0.151473,[22  8] ; [47 14],[22.74725275  7.25274725] ; [46.25274725 14.74725275],0
d2,1,0.704841,0.143484,[21  9] ; [45 16],[21.75824176  8.24175824] ; [44.24175824 16.75824176],0
a4,1,0.714848,0.133482,[16 14] ; [35 26],[16.81318681 13.18681319] ; [34.18681319 26.81318681],0
d3,1,0.796799,0.066302,[28  2] ; [56  5],[27.69230769  2.30769231] ; [56.30769231  4.69230769],0
a3,1,0.820939,0.051229,[24  6] ; [50 11],[24.3956044  5.6043956] ; [49.6043956 11.3956044],0
