Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.1e-05,16.073414,[257 124] ; [71  8],[271.66956522 109.33043478] ; [56.33043478 22.66956522],1
u1,1,0.7998,0.064316,[ 78 312] ; [17 63],[ 78.82978723 311.17021277] ; [16.17021277 63.82978723],0
p10,1,0.822161,0.05052,[335  52] ; [70 10],[335.62098501  51.37901499] ; [69.37901499 10.62098501],0
b5,1,0.831849,0.045084,[229 161] ; [48 32],[229.85106383 160.14893617] ; [47.14893617 32.85106383],0
a5,1,0.84927,0.036119,[306  84] ; [62 18],[305.36170213  84.63829787] ; [62.63829787 17.36170213],0
n2,1,0.867272,0.027931,[54 16] ; [15  4],[54.26966292 15.73033708] ; [14.73033708  4.26966292],0
p2,1,0.876397,0.024192,[351  36] ; [73  7],[351.36616702  35.63383298] ; [72.63383298  7.36616702],0
a4,1,0.907302,0.013559,[182 207] ; [38 42],[182.47334755 206.52665245] ; [37.52665245 42.47334755],0
p9,1,0.923345,0.009259,[342  45] ; [71  9],[342.25053533  44.74946467] ; [70.74946467  9.25053533],0
n1,1,0.923711,0.00917,[21 48] ; [ 6 13],[21.17045455 47.82954545] ; [ 5.82954545 13.17045455],0
v4,1,0.954183,0.003301,[371  15] ; [77  3],[371.09012876  14.90987124] ; [76.90987124  3.09012876],0
