Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.1e-05,16.073414,[257 124] ; [71  8],[271.66956522 109.33043478] ; [56.33043478 22.66956522],1
s5,1,0.000186,13.969452,[136 246] ; [44 31],[150.4595186 231.5404814] ; [29.5404814 45.4595186],1
s3,1,0.000597,11.784649,[212 170] ; [61 19],[225.72727273 156.27272727] ; [47.27272727 32.72727273],1
s2,1,0.000881,11.06231,[197 190] ; [57 23],[210.4882227 176.5117773] ; [43.5117773 36.4882227],1
a8,1,0.002369,9.239368,[ 70 280] ; [ 4 71],[ 60.94117647 289.05882353] ; [13.05882353 61.94117647],0
p6,1,0.002661,9.026717,[173 209] ; [51 29],[185.21212121 196.78787879] ; [38.78787879 41.21212121],0
n4,1,0.004163,8.211263,[318  71] ; [54 26],[308.54584222  80.45415778] ; [63.45415778 16.54584222],0
s7,1,0.008946,6.833568,[193 180] ; [53 25],[203.45454545 169.54545455] ; [42.54545455 35.45454545],0
p4,1,0.06305,3.455286,[265 123] ; [63 17],[271.93162393 116.06837607] ; [56.06837607 23.93162393],0
s8,1,0.068041,3.329665,[184 203] ; [47 33],[191.42826552 195.57173448] ; [39.57173448 40.42826552],0
p3,1,0.075944,3.149634,[231 158] ; [56 24],[238.04477612 150.95522388] ; [48.95522388 31.04477612],0
b3,1,0.092772,2.825607,[106 145] ; [13 32],[100.90878378 150.09121622] ; [18.09121622 26.90878378],0
b2,1,0.092772,2.825607,[106 145] ; [13 32],[100.90878378 150.09121622] ; [18.09121622 26.90878378],0
a7,1,0.099282,2.717035,[288 101] ; [52 28],[282.00426439 106.99573561] ; [57.99573561 22.00426439],0
d3,1,0.138642,2.19297,[297  93] ; [67 13],[302.04255319  87.95744681] ; [61.95744681 18.04255319],0
p1,1,0.161116,1.96372,[ 26 361] ; [ 9 71],[ 29.00428266 357.99571734] ; [ 5.99571734 74.00428266],0
v2,1,0.174586,1.84312,[240 139] ; [43 35],[234.69803063 144.30196937] ; [48.30196937 29.69803063],0
r4,1,0.184975,1.757189,[363  27] ; [71  9],[360.12765957  29.87234043] ; [73.87234043  6.12765957],0
n6,1,0.211223,1.563025,[337  48] ; [65 14],[333.55603448  51.44396552] ; [68.44396552 10.55603448],0
v1,1,0.212357,1.555287,[232 150] ; [42 37],[227.04555315 154.95444685] ; [46.95444685 32.04555315],0
u2,1,0.225537,1.468788,[48 32] ; [ 9 11],[45.6 34.4] ; [11.4  8.6],0
p11,1,0.243519,1.360105,[328  62] ; [63 17],[324.44680851  65.55319149] ; [66.55319149 13.44680851],0
v3,1,0.247937,1.334889,[169 208] ; [29 48],[164.4185022 212.5814978] ; [33.5814978 43.4185022],0
n5,1,0.250231,1.322013,[299  88] ; [57 23],[295.01498929  91.98501071] ; [60.98501071 19.01498929],0
d1,1,0.264992,1.242491,[268 122] ; [60 20],[272.17021277 117.82978723] ; [55.82978723 24.17021277],0
a1,1,0.29024,1.11851,[ 27 363] ; [ 3 77],[ 24.89361702 365.10638298] ; [ 5.10638298 74.89361702],0
r2,1,0.306903,1.043957,[364  18] ; [74  6],[362.15584416  19.84415584] ; [75.84415584  4.15584416],0
n3,1,0.308957,1.03513,[51 19] ; [16  3],[52.69662921 17.30337079] ; [14.30337079  4.69662921],0
a3,1,0.420893,0.64782,[306  81] ; [60 20],[303.30192719  83.69807281] ; [62.69807281 17.30192719],0
r1,1,0.465686,0.532195,[328  60] ; [65 15],[325.82051282  62.17948718] ; [67.17948718 12.82051282],0
d2,1,0.467276,0.52841,[202 188] ; [45 35],[204.95744681 185.04255319] ; [42.04255319 37.95744681],0
u3,1,0.469749,0.522567,[46 36] ; [13  7],[47.43137255 34.56862745] ; [11.56862745  8.43137255],0
b1,1,0.500222,0.454465,[150 240] ; [34 46],[152.68085106 237.31914894] ; [31.31914894 48.68085106],0
d5,1,0.522202,0.409542,[341  49] ; [72  8],[342.70212766  47.29787234] ; [70.29787234  9.70212766],0
u4,1,0.550386,0.356626,[  9 381] ; [ 1 79],[  8.29787234 381.70212766] ; [ 1.70212766 78.29787234],0
p5,1,0.571505,0.320171,[ 58 330] ; [10 70],[ 56.37606838 331.62393162] ; [11.62393162 68.37606838],0
a6,1,0.610382,0.259618,[269 120] ; [53 27],[267.07462687 121.92537313] ; [54.92537313 25.07462687],0
r3,1,0.647503,0.209062,[377  11] ; [76  3],[376.36830835  11.63169165] ; [76.63169165  2.36830835],0
p8,1,0.695071,0.153651,[260 126] ; [55 24],[261.48387097 124.51612903] ; [53.51612903 25.48387097],0
a2,1,0.722877,0.125753,[105 285] ; [20 60],[103.72340426 286.27659574] ; [21.27659574 58.72340426],0
p12,1,0.762427,0.091382,[ 33 354] ; [ 6 74],[ 32.31905782 354.68094218] ; [ 6.68094218 73.31905782],0
s1,1,0.774226,0.082284,[ 12 375] ; [ 2 78],[ 11.60171306 375.39828694] ; [ 2.39828694 77.60171306],0
b4,1,0.779389,0.078464,[226 164] ; [45 35],[224.87234043 165.12765957] ; [46.12765957 33.87234043],0
