Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,136.623693,[238  21] ; [26 60],[198.19130435  60.80869565] ; [65.80869565 20.19130435],1
s6,1,0.0,39.479321,[235  20] ; [56 31],[216.97368421  38.02631579] ; [74.02631579 12.97368421],1
s5,1,0.0,29.223129,[134 113] ; [18 69],[112.40718563 134.59281437] ; [39.59281437 47.40718563],1
s4,1,0.002475,9.158646,[ 59 200] ; [ 7 80],[ 49.40462428 209.59537572] ; [16.59537572 70.40462428],0
s8,1,0.002741,8.9725,[197  62] ; [51 35],[186.17971014  72.82028986] ; [61.82028986 24.17971014],0
d1,1,0.004463,8.085253,[179  82] ; [45 42],[168.  93.] ; [56. 31.],0
r4,1,0.032185,4.588608,[242  19] ; [74 13],[237.  24.] ; [79.  8.],0
r2,1,0.041768,4.144578,[252   6] ; [80  6],[249.   9.] ; [83.  3.],0
s1,1,0.04785,3.91524,[ 17 240] ; [ 1 86],[ 13.44767442 243.55232558] ; [ 4.55232558 82.44767442],0
u4,1,0.07618,3.144578,[ 15 246] ; [ 1 86],[ 12. 249.] ; [ 4. 83.],0
r1,1,0.104744,2.631778,[225  35] ; [69 18],[220.28818444  39.71181556] ; [73.71181556 13.28818444],0
r3,1,0.116196,2.467864,[250  10] ; [80  7],[247.26224784  12.73775216] ; [82.73775216  4.26224784],0
d2,1,0.11753,2.449936,[150 109] ; [42 45],[143.72254335 115.27745665] ; [48.27745665 38.72254335],0
n4,1,0.125282,2.350016,[241  19] ; [76 11],[237.52161383  22.47838617] ; [79.47838617  7.52161383],0
a4,1,0.127797,2.319066,[137 124] ; [37 49],[130.87608069 130.12391931] ; [43.12391931 42.87608069],0
a6,1,0.17087,1.875295,[163  95] ; [62 25],[168.26086957  89.73913043] ; [56.73913043 30.26086957],0
p6,1,0.173793,1.849914,[128 129] ; [36 51],[122.52325581 134.47674419] ; [41.47674419 45.52325581],0
p9,1,0.194623,1.682268,[238  21] ; [75 11],[234.97681159  24.02318841] ; [78.02318841  7.97681159],0
a1,1,0.203455,1.617401,[ 19 242] ; [ 3 84],[ 16.5 244.5] ; [ 5.5 81.5],0
n3,1,0.223583,1.481226,[35 16] ; [13 11],[32.64 18.36] ; [15.36  8.64],0
b5,1,0.232966,1.42266,[157 104] ; [46 41],[152.25 108.75] ; [50.75 36.25],0
p2,1,0.244402,1.355021,[228  32] ; [72 15],[224.78386167  35.21613833] ; [75.21613833 11.78386167],0
v2,1,0.247035,1.339993,[158  96] ; [48 39],[153.44281525 100.55718475] ; [52.55718475 34.44281525],0
d4,1,0.248433,1.332095,[221  37] ; [70 17],[217.6173913  40.3826087] ; [73.3826087 13.6173913],0
v4,1,0.269081,1.221424,[254   6] ; [83  4],[252.50720461   7.49279539] ; [84.49279539  2.50720461],0
v1,1,0.270237,1.215545,[157  96] ; [47 38],[152.69822485 100.30177515] ; [51.30177515 33.69822485],0
d5,1,0.277199,1.180773,[215  43] ; [68 19],[211.63478261  46.36521739] ; [71.36521739 15.63478261],0
a3,1,0.310497,1.02856,[218  42] ; [68 18],[214.9132948  45.0867052] ; [71.0867052 14.9132948],0
p1,1,0.316144,1.004833,[ 31 229] ; [ 7 80],[ 28.47262248 231.52737752] ; [ 9.52737752 77.47262248],0
n2,1,0.334224,0.932463,[43  8] ; [18  6],[41.48  9.52] ; [19.52  4.48],0
n6,1,0.337798,0.918772,[243  16] ; [79  8],[241.03468208  17.96531792] ; [80.96531792  6.03468208],0
p7,1,0.348287,0.879688,[181  69] ; [57 28],[177.6119403  72.3880597] ; [60.3880597 24.6119403],0
u3,1,0.362476,0.829297,[30 13] ; [11  8],[28.43548387 14.56451613] ; [12.56451613  6.43548387],0
a8,1,0.393384,0.728456,[ 46 193] ; [11 63],[ 43.52396166 195.47603834] ; [13.47603834 60.52396166],0
b1,1,0.452523,0.564324,[114 147] ; [34 53],[111. 150.] ; [37. 50.],0
v3,1,0.497232,0.460839,[126 125] ; [40 47],[123.27218935 127.72781065] ; [42.72781065 44.27218935],0
b4,1,0.619331,0.246809,[143 118] ; [45 42],[141. 120.] ; [47. 40.],0
p3,1,0.62245,0.242439,[150 109] ; [53 34],[151.9566474 107.0433526] ; [51.0433526 35.9566474],0
p12,1,0.670637,0.180858,[ 32 228] ; [ 9 76],[ 30.89855072 229.10144928] ; [10.10144928 74.89855072],0
p5,1,0.705397,0.142918,[ 49 208] ; [15 72],[ 47.81395349 209.18604651] ; [16.18604651 70.81395349],0
p4,1,0.713169,0.135132,[184  75] ; [60 27],[182.64739884  76.35260116] ; [61.35260116 25.64739884],0
p11,1,0.749309,0.102113,[214  47] ; [70 17],[213.  48.] ; [71. 16.],0
u1,1,0.775787,0.081119,[ 67 194] ; [21 66],[ 66. 195.] ; [22. 65.],0
p8,1,0.779024,0.078731,[152 104] ; [49 36],[150.8973607 105.1026393] ; [50.1026393 34.8973607],0
a2,1,0.784418,0.074839,[ 76 185] ; [24 63],[ 75. 186.] ; [25. 62.],0
p10,1,0.786509,0.073358,[226  33] ; [76 10],[226.71884058  32.28115942] ; [75.28115942 10.71884058],0
u2,1,0.849145,0.03618,[26 17] ; [11  8],[25.66129032 17.33870968] ; [11.33870968  7.66129032],0
n1,1,0.861271,0.03054,[26 24] ; [13 11],[26.35135135 23.64864865] ; [12.64864865 11.35135135],0
a5,1,0.877283,0.023844,[208  53] ; [70 17],[208.5  52.5] ; [69.5 17.5],0
d3,1,0.923657,0.009183,[183  76] ; [61 26],[182.64739884  76.35260116] ; [61.35260116 25.64739884],0
b2,1,0.989683,0.000167,[ 79 104] ; [28 37],[ 78.95564516 104.04435484] ; [28.04435484 36.95564516],0
b3,1,0.989683,0.000167,[ 79 104] ; [28 37],[ 78.95564516 104.04435484] ; [28.04435484 36.95564516],0
a7,1,1.0,0.0,[177  84] ; [59 28],[177.  84.] ; [59. 28.],0
