Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.5e-05,18.682262,[88 97] ; [27  3],[98.95348837 86.04651163] ; [16.04651163 13.95348837],1
p3,1,0.000361,12.726143,[ 84 103] ; [24  6],[93.06912442 93.93087558] ; [14.93087558 15.06912442],1
s5,1,0.001537,10.033757,[ 57 123] ; [18 11],[ 64.59330144 115.40669856] ; [10.40669856 18.59330144],0
p7,1,0.004601,8.030085,[103  81] ; [25  5],[110.05607477  73.94392523] ; [17.94392523 12.05607477],0
u4,1,0.008978,6.827268,[  3 185] ; [ 3 27],[  5.17431193 182.82568807] ; [ 0.82568807 29.17431193],0
p1,1,0.012279,6.270198,[ 12 175] ; [ 6 24],[ 15.51152074 171.48847926] ; [ 2.48847926 27.51152074],0
a1,1,0.025543,4.986696,[  7 181] ; [ 4 26],[  9.48623853 178.51376147] ; [ 1.51376147 28.48623853],0
s6,1,0.029212,4.755067,[112  72] ; [23  5],[117.16981132  66.83018868] ; [17.83018868 10.16981132],0
p8,1,0.030381,4.687584,[ 83 100] ; [20 10],[88.49295775 94.50704225] ; [14.50704225 15.49295775],0
v3,1,0.03807,4.301891,[ 72 109] ; [18 12],[ 77.20379147 103.79620853] ; [12.79620853 17.20379147],0
p12,1,0.039024,4.259843,[ 11 173] ; [ 5 25],[ 13.75700935 170.24299065] ; [ 2.24299065 27.75700935],0
p6,1,0.057834,3.598425,[ 61 121] ; [15 14],[ 65.55450237 116.44549763] ; [10.44549763 18.55450237],0
n5,1,0.058642,3.575381,[157  31] ; [29  1],[160.40366972  27.59633028] ; [25.59633028  4.40366972],0
r4,1,0.097334,2.748698,[144  44] ; [27  3],[147.46788991  40.53211009] ; [23.53211009  6.46788991],0
n6,1,0.103284,2.654092,[152  35] ; [28  2],[155.11520737  31.88479263] ; [24.88479263  5.11520737],0
d1,1,0.103738,2.647122,[89 99] ; [19 11],[93.13761468 94.86238532] ; [14.86238532 15.13761468],0
r3,1,0.105075,2.62678,[162  26] ; [29  1],[164.71559633  23.28440367] ; [26.28440367  3.71559633],0
p2,1,0.106704,2.602371,[142  44] ; [26  3],[145.33953488  40.66046512] ; [22.66046512  6.33953488],0
p9,1,0.125615,2.345872,[144  41] ; [27  3],[147.13953488  37.86046512] ; [23.86046512  6.13953488],0
d2,1,0.128663,2.308561,[90 96] ; [19 11],[93.86111111 92.13888889] ; [15.13888889 14.86111111],0
a6,1,0.133381,2.252705,[ 73 115] ; [16 14],[ 76.75229358 111.24770642] ; [12.24770642 17.75229358],0
u3,1,0.167905,1.901551,[18 40] ; [4 3],[19.63076923 38.36923077] ; [2.36923077 4.63076923],0
s7,1,0.183658,1.767776,[96 83] ; [20 10],[99.3492823 79.6507177] ; [16.6507177 13.3492823],0
v1,1,0.187811,1.734702,[90 94] ; [18 11],[93.29577465 90.70422535] ; [14.70422535 14.29577465],0
n2,1,0.197466,1.661021,[37 17] ; [2 3],[35.69491525 18.30508475] ; [3.30508475 1.69491525],0
n3,1,0.221684,1.493436,[35 17] ; [2 3],[33.75438596 18.24561404] ; [3.24561404 1.75438596],0
d3,1,0.223818,1.479724,[ 78 110] ; [16 14],[ 81.06422018 106.93577982] ; [12.93577982 17.06422018],0
s3,1,0.227636,1.45557,[101  83] ; [20 10],[104.03738318  79.96261682] ; [16.96261682 13.03738318],0
r1,1,0.2469,1.34076,[131  57] ; [24  6],[133.66972477  54.33027523] ; [21.33027523  8.66972477],0
s8,1,0.315606,1.007069,[ 88 100] ; [17 13],[90.55045872 97.44954128] ; [14.44954128 15.55045872],0
d4,1,0.340427,0.908823,[134  53] ; [24  6],[136.15668203  50.84331797] ; [21.84331797  8.15668203],0
u2,1,0.34577,0.888922,[27 30] ; [2 5],[25.828125 31.171875] ; [3.171875 3.828125],0
p11,1,0.348583,0.87861,[142  46] ; [25  5],[144.01834862  43.98165138] ; [22.98165138  7.01834862],0
r2,1,0.365447,0.819088,[163  20] ; [25  5],[161.52112676  21.47887324] ; [26.47887324  3.52112676],0
d5,1,0.400765,0.706029,[136  51] ; [24  6],[137.88018433  49.11981567] ; [22.11981567  7.88018433],0
a3,1,0.403214,0.698722,[130  58] ; [23  7],[131.94495413  56.05504587] ; [21.05504587  8.94495413],0
s2,1,0.454361,0.559749,[ 86 101] ; [16 14],[87.89861751 99.10138249] ; [14.10138249 15.89861751],0
u1,1,0.457407,0.552232,[ 13 175] ; [ 1 29],[ 12.0733945 175.9266055] ; [ 1.9266055 28.0733945],0
v2,1,0.481281,0.49596,[90 89] ; [13 17],[88.215311 90.784689] ; [14.784689 15.215311],0
