Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,40.658684,[201  58] ; [42 57],[175.80167598  83.19832402] ; [67.19832402 31.80167598],1
a6,1,0.0,38.061731,[193  67] ; [39 60],[168.02228412  91.97771588] ; [63.97771588 35.02228412],1
a2,1,0.001017,10.796737,[ 57 203] ; [ 7 92],[ 46.35097493 213.64902507] ; [17.64902507 81.35097493],0
b5,1,0.001018,10.795175,[175  85] ; [48 51],[161.50417827  98.49582173] ; [61.49582173 37.50417827],0
d1,1,0.007014,7.2695,[149 111] ; [41 58],[137.60445682 122.39554318] ; [52.39554318 46.60445682],0
u1,1,0.00832,6.963281,[ 36 224] ; [ 4 95],[ 28.96935933 231.03064067] ; [11.03064067 87.96935933],0
a5,1,0.009224,6.778863,[187  73] ; [57 42],[176.71309192  83.28690808] ; [67.28690808 31.71309192],0
b1,1,0.012356,6.259127,[ 72 188] ; [41 58],[ 81.83844011 178.16155989] ; [31.16155989 67.83844011],0
d4,1,0.016876,5.709237,[218  42] ; [72 27],[210.02785515  49.97214485] ; [79.97214485 19.02785515],0
r4,1,0.018961,5.505081,[230  30] ; [78 21],[223.06406685  36.93593315] ; [84.93593315 14.06406685],0
r1,1,0.019252,5.478449,[208  51] ; [68 31],[199.67597765  59.32402235] ; [76.32402235 22.67597765],0
r3,1,0.02204,5.242611,[248  10] ; [89 10],[243.54621849  14.45378151] ; [93.45378151  5.54621849],0
n5,1,0.038259,4.293491,[179  78] ; [79 19],[186.77746479  70.22253521] ; [71.22253521 26.77746479],0
p2,1,0.053658,3.72331,[217  43] ; [73 25],[210.61452514  49.38547486] ; [79.38547486 18.61452514],0
v2,1,0.064953,3.406165,[134 108] ; [42 53],[126.38575668 115.61424332] ; [49.61424332 45.38575668],0
d5,1,0.08691,2.930704,[206  54] ; [70 29],[199.88857939  60.11142061] ; [76.11142061 22.88857939],0
a8,1,0.093984,2.804768,[ 37 202] ; [ 8 86],[ 32.2972973 206.7027027] ; [12.7027027 81.2972973],0
