Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.001602,9.957786,[ 75 110] ; [30 15],[ 84.45652174 100.54347826] ; [20.54347826 24.45652174],0
d2,1,0.001721,9.825396,[ 68 118] ; [28 17],[ 77.2987013 108.7012987] ; [18.7012987 26.2987013],0
s3,1,0.003343,8.610309,[ 57 127] ; [24 20],[ 65.36842105 118.63157895] ; [15.63157895 28.36842105],0
s2,1,0.004526,8.05975,[ 45 142] ; [20 24],[ 52.61904762 134.38095238] ; [12.38095238 31.61904762],0
v3,1,0.005991,7.552957,[ 78 104] ; [29 15],[86.16814159 95.83185841] ; [20.83185841 23.16814159],0
a8,1,0.0173,5.665705,[ 12 158] ; [ 8 34],[ 16.03773585 153.96226415] ; [ 3.96226415 38.03773585],0
d1,1,0.032059,4.595357,[105  83] ; [33 12],[111.34763948  76.65236052] ; [26.65236052 18.34763948],0
p6,1,0.042684,4.107857,[ 45 136] ; [18 27],[ 50.45575221 130.54424779] ; [12.54424779 32.45575221],0
n3,1,0.042805,4.103094,[34  9] ; [3 4],[31.82 11.18] ; [5.18 1.82],0
p12,1,0.060824,3.514776,[ 10 175] ; [ 6 39],[ 12.86956522 172.13043478] ; [ 3.13043478 41.86956522],0
p9,1,0.096481,2.762763,[144  41] ; [40  5],[148.  37.] ; [36.  9.],0
s1,1,0.10822,2.580022,[  2 183] ; [ 2 41],[  3.24561404 181.75438596] ; [ 0.75438596 42.24561404],0
u1,1,0.148688,2.085662,[ 19 169] ; [ 8 37],[ 21.78540773 166.21459227] ; [ 5.21459227 39.78540773],0
p2,1,0.170079,1.882245,[144  42] ; [39  6],[147.35064935  38.64935065] ; [35.64935065  9.35064935],0
d5,1,0.179158,1.804592,[151  37] ; [40  5],[154.11158798  33.88841202] ; [36.88841202  8.11158798],0
a5,1,0.18073,1.791614,[127  61] ; [35 10],[130.71244635  57.28755365] ; [31.28755365 13.71244635],0
p10,1,0.183521,1.768878,[139  46] ; [38  7],[142.36956522  42.63043478] ; [34.63043478 10.36956522],0
r4,1,0.191033,1.709632,[162  26] ; [42  3],[164.60085837  23.39914163] ; [39.39914163  5.60085837],0
p7,1,0.199062,1.649245,[106  78] ; [30 14],[109.75438596  74.24561404] ; [26.24561404 17.75438596],0
b4,1,0.20078,1.636695,[110  78] ; [31 14],[113.76824034  74.23175966] ; [27.23175966 17.76824034],0
b5,1,0.217409,1.521395,[115  73] ; [23 22],[111.34763948  76.65236052] ; [26.65236052 18.34763948],0
p8,1,0.225065,1.47178,[90 94] ; [26 18],[93.61403509 90.38596491] ; [22.38596491 21.61403509],0
b3,1,0.237401,1.395958,[30 65] ; [13 17],[32.68 62.32] ; [10.32 19.68],0
b2,1,0.237401,1.395958,[30 65] ; [13 17],[32.68 62.32] ; [10.32 19.68],0
p4,1,0.238776,1.387805,[96 87] ; [28 17],[99.52631579 83.47368421] ; [24.47368421 20.52631579],0
v1,1,0.247551,1.337072,[107  78] ; [29 14],[110.35087719  74.64912281] ; [25.64912281 17.35087719],0
p11,1,0.257932,1.279824,[149  39] ; [39  6],[151.69098712  36.30901288] ; [36.30901288  8.69098712],0
u3,1,0.2828,1.153586,[33 35] ; [9 5],[34.82926829 33.17073171] ; [7.17073171 6.82926829],0
n4,1,0.287176,1.132813,[126  61] ; [34 11],[128.96551724  58.03448276] ; [31.03448276 13.96551724],0
a1,1,0.381539,0.765737,[  7 181] ; [ 3 42],[  8.06866953 179.93133047] ; [ 1.93133047 43.06866953],0
r1,1,0.423362,0.640963,[148  39] ; [38  7],[149.92241379  37.07758621] ; [36.07758621  8.92241379],0
s6,1,0.424379,0.638157,[90 94] ; [25 20],[92.40174672 91.59825328] ; [22.59825328 22.40174672],0
s5,1,0.470466,0.520881,[ 40 145] ; [11 30],[ 41.74778761 143.25221239] ; [ 9.25221239 31.74778761],0
p1,1,0.474374,0.511768,[ 14 174] ; [ 2 43],[ 12.90987124 175.09012876] ; [ 3.09012876 41.90987124],0
d3,1,0.495536,0.464484,[135  53] ; [30 15],[133.13304721  54.86695279] ; [31.86695279 13.13304721],0
n6,1,0.506167,0.441983,[149  37] ; [38  7],[150.57142857  35.42857143] ; [36.42857143  8.57142857],0
a3,1,0.523263,0.407457,[120  68] ; [31 14],[121.83690987  66.16309013] ; [29.16309013 15.83690987],0
a4,1,0.532434,0.389744,[ 74 114] ; [20 25],[ 75.84549356 112.15450644] ; [18.15450644 26.84549356],0
u4,1,0.535819,0.383344,[  2 186] ; [ 1 44],[  2.42060086 185.57939914] ; [ 0.57939914 44.42060086],0
s4,1,0.567857,0.326281,[ 23 163] ; [ 7 38],[ 24.15584416 161.84415584] ; [ 5.84415584 39.15584416],0
a7,1,0.585147,0.297988,[137  50] ; [34 10],[138.42857143  48.57142857] ; [32.57142857 11.42857143],0
a6,1,0.588154,0.293237,[125  63] ; [28 17],[123.45064378  64.54935622] ; [29.54935622 15.45064378],0
a2,1,0.637385,0.222178,[ 32 156] ; [ 9 36],[ 33.08154506 154.91845494] ; [ 7.91845494 37.08154506],0
b1,1,0.63983,0.218965,[ 60 128] ; [16 29],[ 61.32188841 126.67811159] ; [14.67811159 30.32188841],0
n5,1,0.694369,0.154397,[121  65] ; [30 14],[122.11304348  63.88695652] ; [28.88695652 15.11304348],0
r2,1,0.746782,0.104255,[170  15] ; [42  3],[170.52173913  14.47826087] ; [41.47826087  3.52173913],0
n1,1,0.810293,0.057623,[12 30] ; [2 4],[12.25 29.75] ; [1.75 4.25],0
n2,1,0.813345,0.055749,[31 10] ; [5 2],[30.75 10.25] ; [5.25 1.75],0
u2,1,0.859166,0.031484,[30 36] ; [6 8],[29.7 36.3] ; [6.3 7.7],0
d4,1,0.936121,0.006423,[157  30] ; [38  7],[157.17672414  29.82327586] ; [37.82327586  7.17672414],0
p5,1,0.945956,0.004595,[ 13 174] ; [ 3 42],[ 12.89655172 174.10344828] ; [ 3.10344828 41.89655172],0
v4,1,0.945956,0.004595,[174  13] ; [42  3],[174.10344828  12.89655172] ; [41.89655172  3.10344828],0
