Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000277,13.218309,[28 14] ; [11 30],[19.73493976 22.26506024] ; [19.26506024 21.73493976],1
d4,1,0.03598,4.398042,[38  6] ; [29 14],[33.88505747 10.11494253] ; [33.11494253  9.88505747],0
v3,1,0.061904,3.485633,[16 26] ; [ 8 33],[12.14457831 29.85542169] ; [11.85542169 29.14457831],0
n5,1,0.062806,3.46169,[32 12] ; [23 20],[27.81609195 16.18390805] ; [27.18390805 15.81609195],0
p5,1,0.091392,2.84969,[ 7 37] ; [ 2 40],[ 4.60465116 39.39534884] ; [ 4.39534884 37.60465116],0
s6,1,0.098846,2.724072,[34  6] ; [30 13],[30.84337349  9.15662651] ; [33.15662651  9.84337349],0
d1,1,0.104769,2.631407,[24 20] ; [16 27],[20.22988506 23.77011494] ; [19.77011494 23.22988506],0
p3,1,0.108022,2.582927,[26 18] ; [18 25],[22.25287356 21.74712644] ; [21.74712644 21.25287356],0
r4,1,0.156814,2.00468,[31 13] ; [24 19],[27.81609195 16.18390805] ; [27.18390805 15.81609195],0
a6,1,0.1578,1.99518,[21 23] ; [27 16],[24.27586207 19.72413793] ; [23.72413793 19.27586207],0
n4,1,0.160223,1.972118,[30 14] ; [23 20],[26.8045977 17.1954023] ; [26.1954023 16.8045977],0
p4,1,0.162636,1.949548,[29 15] ; [22 21],[25.79310345 18.20689655] ; [25.20689655 17.79310345],0
d5,1,0.184909,1.757718,[34 10] ; [27 15],[31.20930233 12.79069767] ; [29.79069767 12.20930233],0
n3,1,0.193931,1.6875,[5 7] ; [10  5],[6.66666667 5.33333333] ; [8.33333333 6.66666667],0
p9,1,0.206299,1.597209,[39  5] ; [33  9],[36.8372093  7.1627907] ; [35.1627907  6.8372093],0
s4,1,0.225116,1.471459,[12 32] ; [17 26],[14.66666667 29.33333333] ; [14.33333333 28.66666667],0
a1,1,0.274566,1.193792,[ 3 41] ; [ 6 37],[ 4.55172414 39.44827586] ; [ 4.44827586 38.55172414],0
a4,1,0.277101,1.181254,[16 28] ; [11 32],[13.65517241 30.34482759] ; [13.34482759 29.65517241],0
s1,1,0.294907,1.097084,[ 1 43] ; [ 3 40],[ 2.02298851 41.97701149] ; [ 1.97701149 41.02298851],0
b1,1,0.314755,1.010617,[20 24] ; [15 28],[17.70114943 26.29885057] ; [17.29885057 25.70114943],0
p7,1,0.35632,0.850822,[23 20] ; [26 15],[25.08333333 17.91666667] ; [23.91666667 17.08333333],0
