Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.792682,[39 36] ; [ 6 51],[25.56818182 49.43181818] ; [19.43181818 37.56818182],1
p8,1,0.000195,13.878898,[48 28] ; [17 39],[37.42424242 38.57575758] ; [27.57575758 28.42424242],1
p2,1,0.000295,13.101147,[65 12] ; [32 25],[55.73880597 21.26119403] ; [41.26119403 15.73880597],1
s7,1,0.000847,11.136222,[41 31] ; [15 40],[31.7480315 40.2519685] ; [24.2519685 30.7480315],1
p3,1,0.002862,8.893127,[40 37] ; [15 42],[31.60447761 45.39552239] ; [23.39552239 33.60447761],0
p4,1,0.003541,8.505389,[43 34] ; [17 39],[34.73684211 42.26315789] ; [25.26315789 30.73684211],0
n4,1,0.014606,5.963401,[47 30] ; [46 11],[53.44029851 23.55970149] ; [39.55970149 17.44029851],0
s3,1,0.033786,4.505479,[50 27] ; [25 29],[44.08396947 32.91603053] ; [30.91603053 23.08396947],0
p5,1,0.037753,4.316106,[13 63] ; [ 3 54],[ 9.14285714 66.85714286] ; [ 6.85714286 50.14285714],0
s5,1,0.045784,3.989529,[27 49] ; [10 42],[21.96875 54.03125] ; [15.03125 36.96875],0
s8,1,0.050295,3.831587,[31 45] ; [14 43],[25.71428571 50.28571429] ; [19.28571429 37.71428571],0
s1,1,0.05086,3.812871,[ 2 74] ; [ 6 49],[ 4.64122137 71.35877863] ; [ 3.35877863 51.64122137],0
n3,1,0.062749,3.463203,[13  3] ; [8 8],[10.5  5.5] ; [10.5  5.5],0
v2,1,0.070367,3.274428,[42 32] ; [21 31],[37. 37.] ; [26. 26.],0
r4,1,0.139584,2.18254,[73  4] ; [50  7],[70.67910448  6.32089552] ; [52.32089552  4.67910448],0
a7,1,0.142279,2.153132,[54 23] ; [33 24],[49.99253731 27.00746269] ; [37.00746269 19.99253731],0
r3,1,0.14477,2.126505,[72  5] ; [49  8],[69.52985075  7.47014925] ; [51.47014925  5.52985075],0
d2,1,0.164399,1.933287,[23 54] ; [11 46],[19.53731343 57.46268657] ; [14.46268657 42.53731343],0
b4,1,0.175856,1.8323,[41 36] ; [37 20],[44.82089552 32.17910448] ; [33.17910448 23.82089552],0
s4,1,0.212728,1.552763,[10 67] ; [12 45],[12.64179104 64.35820896] ; [ 9.35820896 47.64179104],0
b1,1,0.215822,1.531935,[38 39] ; [22 35],[34.47761194 42.52238806] ; [25.52238806 31.47761194],0
a1,1,0.221261,1.496172,[ 2 75] ; [ 4 53],[ 3.44776119 73.55223881] ; [ 2.55223881 54.44776119],0
p11,1,0.258295,1.277875,[63 14] ; [42 15],[60.3358209 16.6641791] ; [44.6641791 12.3358209],0
a3,1,0.340802,0.907411,[47 30] ; [29 26],[44.33333333 32.66666667] ; [31.66666667 23.33333333],0
n6,1,0.34096,0.906818,[63 14] ; [42 14],[60.78947368 16.21052632] ; [44.21052632 11.78947368],0
u3,1,0.358621,0.842716,[18 11] ; [14 14],[16.28070175 12.71929825] ; [15.71929825 12.28070175],0
v1,1,0.364226,0.823269,[40 36] ; [25 31],[37.42424242 38.57575758] ; [27.57575758 28.42424242],0
a2,1,0.366447,0.815677,[ 9 68] ; [ 4 53],[ 7.47014925 69.52985075] ; [ 5.52985075 51.47014925],0
p10,1,0.366516,0.815444,[57 19] ; [38 18],[54.6969697 21.3030303] ; [40.3030303 15.6969697],0
s2,1,0.371487,0.798685,[36 41] ; [21 33],[33.50381679 43.49618321] ; [23.49618321 30.50381679],0
d1,1,0.404495,0.694922,[ 7 70] ; [ 3 54],[ 5.74626866 71.25373134] ; [ 4.25373134 52.74626866],0
r2,1,0.413422,0.668938,[73  4] ; [52  5],[71.82835821  5.17164179] ; [53.17164179  3.82835821],0
u1,1,0.442667,0.589359,[ 5 72] ; [ 2 55],[ 4.02238806 72.97761194] ; [ 2.97761194 54.02238806],0
u2,1,0.494093,0.4676,[15 14] ; [17 11],[16.28070175 12.71929825] ; [15.71929825 12.28070175],0
b5,1,0.568598,0.325033,[43 34] ; [29 28],[41.37313433 35.62686567] ; [30.62686567 26.37313433],0
n1,1,0.578709,0.308326,[ 6 10] ; [8 9],[6.78787879 9.21212121] ; [7.21212121 9.78787879],0
d3,1,0.630375,0.231553,[37 40] ; [25 32],[35.62686567 41.37313433] ; [26.37313433 30.62686567],0
v4,1,0.635053,0.225271,[71  5] ; [52  5],[70.28571429  5.71428571] ; [52.71428571  4.28571429],0
a5,1,0.688143,0.161103,[46 31] ; [36 21],[47.11940299 29.88059701] ; [34.88059701 22.11940299],0
s6,1,0.704842,0.143484,[44 31] ; [31 25],[42.9389313 32.0610687] ; [32.0610687 23.9389313],0
v3,1,0.729268,0.119784,[29 47] ; [19 35],[28.06153846 47.93846154] ; [19.93846154 34.06153846],0
b3,1,0.740786,0.109437,[21 28] ; [14 16],[21.70886076 27.29113924] ; [13.29113924 16.70886076],0
b2,1,0.740786,0.109437,[21 28] ; [14 16],[21.70886076 27.29113924] ; [13.29113924 16.70886076],0
a8,1,0.753328,0.098755,[ 9 61] ; [ 8 46],[ 9.59677419 60.40322581] ; [ 7.40322581 46.59677419],0
a6,1,0.759648,0.093601,[48 29] ; [37 20],[48.84328358 28.15671642] ; [36.15671642 20.84328358],0
n2,1,0.802644,0.062463,[13  3] ; [14  4],[12.70588235  3.29411765] ; [14.29411765  3.70588235],0
u4,1,0.829706,0.046259,[ 1 76] ; [ 1 56],[ 1.14925373 75.85074627] ; [ 0.85074627 56.14925373],0
d4,1,0.841174,0.040157,[40 36] ; [29 28],[39.42857143 36.57142857] ; [29.57142857 27.42857143],0
p9,1,0.863322,0.029635,[57 19] ; [42 15],[56.57142857 19.42857143] ; [42.42857143 14.57142857],0
n5,1,0.913252,0.011867,[52 25] ; [39 18],[52.29104478 24.70895522] ; [38.70895522 18.29104478],0
p12,1,0.949023,0.004087,[ 7 70] ; [ 5 52],[ 6.89552239 70.10447761] ; [ 5.10447761 51.89552239],0
p1,1,0.967201,0.001691,[11 66] ; [ 8 49],[10.91791045 66.08208955] ; [ 8.08208955 48.91791045],0
a4,1,1.0,0.0,[19 57] ; [14 42],[19. 57.] ; [14. 42.],0
