Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.779606,[126  24] ; [16 16],[117.03296703  32.96703297] ; [24.96703297  7.03296703],1
v2,1,0.301532,1.067409,[61 86] ; [16 15],[63.58988764 83.41011236] ; [13.41011236 17.58988764],0
a2,1,0.30323,1.059935,[ 36 114] ; [ 5 27],[ 33.79120879 116.20879121] ; [ 7.20879121 24.79120879],0
a6,1,0.310074,1.03036,[103  47] ; [19 13],[100.54945055  49.45054945] ; [21.45054945 10.54945055],0
d4,1,0.354986,0.855555,[119  31] ; [23  9],[117.03296703  32.96703297] ; [24.96703297  7.03296703],0
n4,1,0.354986,0.855555,[119  31] ; [23  9],[117.03296703  32.96703297] ; [24.96703297  7.03296703],0
d1,1,0.383568,0.759236,[83 67] ; [15 17],[80.76923077 69.23076923] ; [17.23076923 14.76923077],0
a1,1,0.383749,0.758656,[  8 142] ; [ 3 29],[  9.06593407 140.93406593] ; [ 1.93406593 30.06593407],0
b1,1,0.407148,0.687113,[63 87] ; [16 16],[65.10989011 84.89010989] ; [13.89010989 18.10989011],0
r4,1,0.498977,0.457111,[133  17] ; [27  5],[131.86813187  18.13186813] ; [28.13186813  3.86813187],0
n3,1,0.524559,0.40492,[23  8] ; [10  2],[23.79069767  7.20930233] ; [9.20930233 2.79069767],0
b4,1,0.544273,0.367677,[85 65] ; [20 12],[86.53846154 63.46153846] ; [18.46153846 13.53846154],0
a3,1,0.626396,0.236979,[105  45] ; [21 11],[103.84615385  46.15384615] ; [22.15384615  9.84615385],0
d2,1,0.67223,0.179004,[74 76] ; [14 17],[72.9281768 77.0718232] ; [15.0718232 15.9281768],0
r2,1,0.709856,0.13842,[137  11] ; [29  3],[136.48888889  11.51111111] ; [29.51111111  2.48888889],0
a4,1,0.726562,0.122291,[66 84] ; [13 19],[65.10989011 84.89010989] ; [13.89010989 18.10989011],0
s4,1,0.731146,0.118062,[ 32 117] ; [ 6 26],[ 31.28176796 117.71823204] ; [ 6.71823204 25.28176796],0
a5,1,0.743237,0.107302,[112  38] ; [23  9],[111.26373626  38.73626374] ; [23.73626374  8.26373626],0
n1,1,0.782967,0.075875,[ 9 22] ; [4 8],[ 9.37209302 21.62790698] ; [3.62790698 8.37209302],0
p1,1,0.811505,0.056875,[ 21 129] ; [ 5 27],[ 21.42857143 128.57142857] ; [ 4.57142857 27.42857143],0
v3,1,0.815805,0.054263,[ 44 102] ; [10 21],[ 44.54237288 101.45762712] ; [ 9.45762712 21.54237288],0
p12,1,0.821876,0.050685,[ 11 138] ; [ 2 30],[ 10.70165746 138.29834254] ; [ 2.29834254 29.70165746],0
a8,1,0.937669,0.006115,[ 14 124] ; [ 3 28],[ 13.8816568 124.1183432] ; [ 3.1183432 27.8816568],0
b5,1,0.945405,0.004689,[74 76] ; [16 16],[74.17582418 75.82417582] ; [15.82417582 16.17582418],0
n5,1,0.966565,0.001757,[103  46] ; [22 10],[102.90055249  46.09944751] ; [22.09944751  9.90055249],0
