Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000467,12.244898,[ 5 20] ; [23 12],[11.66666667 13.33333333] ; [16.33333333 18.66666667],1
s2,1,0.000866,11.093343,[ 2 23] ; [17 18],[ 7.91666667 17.08333333] ; [11.08333333 23.91666667],1
p4,1,0.002311,9.284179,[ 3 22] ; [17 17],[ 8.47457627 16.52542373] ; [11.52542373 22.47457627],0
s6,1,0.004992,7.882433,[ 4 21] ; [18 17],[ 9.16666667 15.83333333] ; [12.83333333 22.16666667],0
v4,1,0.004997,7.880671,[11 14] ; [27  7],[16.10169492  8.89830508] ; [21.89830508 12.10169492],0
d4,1,0.007526,7.142857,[10 15] ; [26  9],[15. 10.] ; [21. 14.],0
n2,1,0.00773,7.095029,[4 7] ; [13  2],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
p7,1,0.01074,6.507777,[ 6 18] ; [20 14],[10.75862069 13.24137931] ; [15.24137931 18.75862069],0
p10,1,0.01441,5.987173,[ 7 17] ; [21 13],[11.5862069 12.4137931] ; [16.4137931 17.5862069],0
s3,1,0.01457,5.967782,[ 6 18] ; [20 15],[10.57627119 13.42372881] ; [15.42372881 19.57627119],0
b2,1,0.018256,5.571429,[8 6] ; [ 5 20],[4.66666667 9.33333333] ; [ 8.33333333 16.66666667],0
b3,1,0.018256,5.571429,[8 6] ; [ 5 20],[4.66666667 9.33333333] ; [ 8.33333333 16.66666667],0
b5,1,0.022934,5.173469,[ 9 16] ; [23 12],[13.33333333 11.66666667] ; [18.66666667 16.33333333],0
s8,1,0.029876,4.71639,[ 2 23] ; [11 24],[ 5.41666667 19.58333333] ; [ 7.58333333 27.41666667],0
v2,1,0.046905,3.948802,[ 4 20] ; [14 20],[ 7.44827586 16.55172414] ; [10.55172414 23.44827586],0
p9,1,0.047681,3.921203,[11 13] ; [25 10],[14.6440678  9.3559322] ; [21.3559322 13.6440678],0
p6,1,0.051491,3.792228,[ 3 22] ; [11 21],[ 6.14035088 18.85964912] ; [ 7.85964912 24.14035088],0
d1,1,0.064078,3.428571,[ 5 20] ; [15 20],[ 8.33333333 16.66666667] ; [11.66666667 23.33333333],0
n3,1,0.067362,3.346168,[5 6] ; [12  3],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
p2,1,0.073915,3.193874,[10 15] ; [21 12],[13.36206897 11.63793103] ; [17.63793103 15.36206897],0
s7,1,0.075516,3.15886,[ 4 20] ; [13 21],[ 7.03448276 16.96551724] ; [ 9.96551724 24.03448276],0
u3,1,0.081584,3.033058,[4 9] ; [9 5],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
a6,1,0.094249,2.800259,[11 14] ; [23 12],[14.16666667 10.83333333] ; [19.83333333 15.16666667],0
p8,1,0.113742,2.50145,[ 3 21] ; [10 23],[ 5.47368421 18.52631579] ; [ 7.52631579 25.47368421],0
v3,1,0.120422,2.411824,[ 6 19] ; [ 3 30],[ 3.87931034 21.12068966] ; [ 5.12068966 27.87931034],0
n4,1,0.147759,2.095238,[14 11] ; [13 22],[11.25 13.75] ; [15.75 19.25],0
a5,1,0.161601,1.959184,[ 9 16] ; [19 16],[11.66666667 13.33333333] ; [16.33333333 18.66666667],0
n5,1,0.161601,1.959184,[16  9] ; [16 19],[13.33333333 11.66666667] ; [18.66666667 16.33333333],0
d5,1,0.170019,1.882776,[12 13] ; [23 12],[14.58333333 10.41666667] ; [20.41666667 14.58333333],0
a1,1,0.199183,1.648352,[ 5 20] ; [ 3 32],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
p3,1,0.207452,1.589122,[ 4 21] ; [10 23],[ 6.03448276 18.96551724] ; [ 7.96551724 25.03448276],0
s4,1,0.256347,1.288376,[ 4 21] ; [10 25],[ 5.83333333 19.16666667] ; [ 8.16666667 26.83333333],0
d3,1,0.284468,1.145618,[ 9 16] ; [17 17],[11.01694915 13.98305085] ; [14.98305085 19.01694915],0
a8,1,0.289952,1.119843,[ 1 24] ; [ 4 30],[ 2.11864407 22.88135593] ; [ 2.88135593 31.11864407],0
a3,1,0.356981,0.848485,[12 13] ; [21 14],[13.75 11.25] ; [19.25 15.75],0
s5,1,0.357692,0.84598,[ 3 22] ; [ 7 26],[ 4.31034483 20.68965517] ; [ 5.68965517 27.31034483],0
s1,1,0.382098,0.763943,[ 2 23] ; [ 1 33],[ 1.27118644 23.72881356] ; [ 1.72881356 32.27118644],0
a7,1,0.432111,0.617143,[11 14] ; [19 16],[12.5 12.5] ; [17.5 17.5],0
a2,1,0.45462,0.559107,[ 2 23] ; [ 5 30],[ 2.91666667 22.08333333] ; [ 4.08333333 30.91666667],0
u2,1,0.567996,0.326048,[6 7] ; [8 6],[6.74074074 6.25925926] ; [7.25925926 6.74074074],0
r2,1,0.569295,0.323864,[15  9] ; [23 10],[16.  8.] ; [22. 11.],0
p1,1,0.607565,0.263736,[ 4 21] ; [ 4 31],[ 3.33333333 21.66666667] ; [ 4.66666667 30.33333333],0
b1,1,0.650669,0.205058,[15 10] ; [23 12],[15.83333333  9.16666667] ; [22.16666667 12.83333333],0
n1,1,0.682046,0.167832,[5 6] ; [7 6],[5.5 5.5] ; [6.5 6.5],0
p5,1,0.790384,0.070656,[ 1 23] ; [ 2 33],[ 1.22033898 22.77966102] ; [ 1.77966102 33.22033898],0
v1,1,0.832424,0.044772,[ 9 16] ; [11 22],[ 8.62068966 16.37931034] ; [11.37931034 21.62068966],0
b4,1,0.861108,0.030612,[12 13] ; [16 19],[11.66666667 13.33333333] ; [16.33333333 18.66666667],0
d2,1,0.895308,0.017316,[11 14] ; [16 19],[11.25 13.75] ; [15.75 19.25],0
a4,1,0.962584,0.002201,[ 8 17] ; [11 24],[ 7.91666667 17.08333333] ; [11.08333333 23.91666667],0
