Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,79.933961,[193  92] ; [ 27 104],[150.72115385 134.27884615] ; [69.27884615 61.72115385],1
s3,1,0.0,75.513878,[197  84] ; [32 99],[156.1868932 124.8131068] ; [72.8131068 58.1868932],1
s7,1,0.0,58.358262,[186  92] ; [32 92],[150.75621891 127.24378109] ; [67.24378109 56.75621891],1
s8,1,0.0,41.469411,[170 115] ; [34 98],[139.42446043 145.57553957] ; [64.57553957 67.42446043],1
s5,1,0.0,28.544423,[128 151] ; [ 24 106],[103.68704156 175.31295844] ; [48.31295844 81.68704156],1
s4,1,0.000572,11.863917,[ 51 235] ; [  7 125],[ 39.68421053 246.31578947] ; [ 18.31578947 113.68421053],1
u1,1,0.002314,9.282144,[ 78 210] ; [ 18 114],[ 65.82857143 222.17142857] ; [ 30.17142857 101.82857143],0
p4,1,0.003263,8.654126,[192  93] ; [68 62],[178.55421687 106.44578313] ; [81.44578313 48.55421687],0
p9,1,0.004665,8.004806,[255  28] ; [104  26],[245.99757869  37.00242131] ; [113.00242131  16.99757869],0
n5,1,0.00559,7.677787,[229  56] ; [89 42],[217.86057692  67.13942308] ; [100.13942308  30.86057692],0
b5,1,0.008599,6.904235,[181 107] ; [65 67],[168.68571429 119.31428571] ; [77.31428571 54.68571429],0
p6,1,0.010529,6.543194,[120 163] ; [38 92],[108.26634383 174.73365617] ; [49.73365617 80.26634383],0
u3,1,0.012165,6.286705,[45 22] ; [13 19],[39.25252525 27.74747475] ; [18.74747475 13.25252525],0
u2,1,0.021196,5.310608,[42 24] ; [12 19],[36.74226804 29.25773196] ; [17.25773196 13.74226804],0
p12,1,0.023957,5.097748,[ 36 250] ; [  7 124],[ 29.49160671 256.50839329] ; [ 13.50839329 117.49160671],0
a2,1,0.0262,4.942763,[ 89 199] ; [ 27 105],[ 79.54285714 208.45714286] ; [36.45714286 95.54285714],0
p11,1,0.029285,4.750794,[225  63] ; [115  17],[233.14285714  54.85714286] ; [106.85714286  25.14285714],0
p10,1,0.032132,4.591465,[249  36] ; [103  27],[241.73493976  43.26506024] ; [110.26506024  19.73493976],0
r4,1,0.051111,3.80462,[280   8] ; [123   9],[276.34285714  11.65714286] ; [126.65714286   5.34285714],0
n6,1,0.072274,3.230609,[250  33] ; [108  24],[244.13012048  38.86987952] ; [113.86987952  18.13012048],0
n2,1,0.079027,3.084802,[41  8] ; [15  8],[38.11111111 10.88888889] ; [17.88888889  5.11111111],0
d5,1,0.087897,2.912479,[249  38] ; [106  26],[243.16229117  43.83770883] ; [111.83770883  20.16229117],0
p5,1,0.095343,2.781771,[ 38 249] ; [ 10 121],[ 32.9569378 254.0430622] ; [ 15.0430622 115.9569378],0
a8,1,0.100535,2.697035,[ 45 208] ; [ 13 104],[ 39.65945946 213.34054054] ; [18.34054054 98.65945946],0
a7,1,0.102358,2.668408,[228  58] ; [95 36],[221.52997602  64.47002398] ; [101.47002398  29.52997602],0
b1,1,0.20569,1.601505,[ 91 197] ; [50 82],[ 96.68571429 191.31428571] ; [44.31428571 87.68571429],0
v1,1,0.216141,1.529807,[189  93] ; [79 51],[183.4368932  98.5631068] ; [84.5631068 45.4368932],0
d2,1,0.224789,1.473532,[158 128] ; [64 67],[152.25899281 133.74100719] ; [69.74100719 61.25899281],0
s1,1,0.234834,1.411339,[  7 275] ; [  1 131],[  5.44927536 276.55072464] ; [  2.55072464 129.44927536],0
r3,1,0.252833,1.307582,[282   4] ; [127   4],[280.51318945   5.48681055] ; [128.48681055   2.51318945],0
a5,1,0.268885,1.222426,[237  50] ; [103  29],[232.88782816  54.11217184] ; [107.11217184  24.88782816],0
r2,1,0.305832,1.048589,[279   6] ; [125   5],[277.44578313   7.55421687] ; [126.55421687   3.44578313],0
n4,1,0.309003,1.034935,[232  55] ; [101  31],[228.09307876  58.90692124] ; [104.90692124  27.09307876],0
u4,1,0.337541,0.91975,[  9 279] ; [  2 130],[  7.54285714 280.45714286] ; [  3.45714286 128.54285714],0
a1,1,0.366463,0.815623,[ 17 271] ; [  5 127],[ 15.08571429 272.91428571] ; [  6.91428571 125.08571429],0
b3,1,0.37708,0.780199,[ 63 111] ; [36 50],[ 66.25384615 107.74615385] ; [32.74615385 53.25384615],0
b2,1,0.37708,0.780199,[ 63 111] ; [36 50],[ 66.25384615 107.74615385] ; [32.74615385 53.25384615],0
p3,1,0.397288,0.71652,[159 127] ; [67 64],[155.00239808 130.99760192] ; [70.99760192 60.00239808],0
d3,1,0.428612,0.62658,[210  76] ; [92 40],[206.63157895  79.36842105] ; [95.36842105 36.63157895],0
d1,1,0.443111,0.588213,[190  98] ; [82 50],[186.51428571 101.48571429] ; [85.48571429 46.51428571],0
v4,1,0.474865,0.510632,[277   9] ; [126   6],[275.73684211  10.26315789] ; [127.26315789   4.73684211],0
a6,1,0.487317,0.482444,[208  77] ; [92 40],[205.03597122  79.96402878] ; [94.96402878 37.03597122],0
b4,1,0.492353,0.47138,[176 112] ; [76 56],[172.8 115.2] ; [79.2 52.8],0
n1,1,0.636752,0.223015,[17 32] ; [ 7 17],[16.10958904 32.89041096] ; [ 7.89041096 16.10958904],0
d4,1,0.663162,0.189705,[249  37] ; [112  19],[247.59232614  38.40767386] ; [113.40767386  17.59232614],0
p7,1,0.664658,0.187914,[192  86] ; [87 43],[190.10294118  87.89705882] ; [88.89705882 41.10294118],0
p2,1,0.689995,0.159091,[241  46] ; [112  19],[242.3708134  44.6291866] ; [110.6291866  20.3708134],0
v3,1,0.700076,0.148393,[158 123] ; [74 53],[159.78431373 121.21568627] ; [72.21568627 54.78431373],0
p8,1,0.718422,0.13001,[155 125] ; [75 56],[156.69099757 123.30900243] ; [73.30900243 57.69099757],0
a3,1,0.733032,0.116346,[221  65] ; [100  32],[219.63157895  66.36842105] ; [101.36842105  30.63157895],0
p1,1,0.919313,0.010262,[ 23 263] ; [ 11 121],[ 23.26315789 262.73684211] ; [ 10.73684211 121.26315789],0
n3,1,0.962106,0.002257,[37 12] ; [18  6],[36.91780822 12.08219178] ; [18.08219178  5.91780822],0
a4,1,0.964603,0.001969,[135 151] ; [62 70],[134.78947368 151.21052632] ; [62.21052632 69.78947368],0
