Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,81.083772,[344  17] ; [61 37],[318.52941176  42.47058824] ; [86.47058824 11.52941176],1
r3,1,0.0,37.45018,[346  12] ; [77 21],[332.09210526  25.90789474] ; [90.90789474  7.09210526],1
a5,1,1.2e-05,19.176015,[255 106] ; [46 52],[236.73420479 124.26579521] ; [64.26579521 33.73420479],1
d4,1,2.4e-05,17.821557,[297  61] ; [62 36],[281.84649123  76.15350877] ; [77.15350877 20.84649123],1
d1,1,5.6e-05,16.249725,[208 153] ; [34 64],[190.33115468 170.66884532] ; [51.66884532 46.33115468],1
d3,1,6e-05,16.117961,[258 102] ; [48 48],[241.57894737 118.42105263] ; [64.42105263 31.57894737],1
s6,1,6.7e-05,15.905607,[229 125] ; [40 55],[212.08463252 141.91536748] ; [56.91536748 38.08463252],1
v2,1,0.000153,14.338898,[183 156] ; [30 64],[166.75981524 172.24018476] ; [46.24018476 47.75981524],1
v1,1,0.000161,14.238051,[175 179] ; [26 68],[158.82589286 195.17410714] ; [42.17410714 51.82589286],1
a7,1,0.000406,12.506293,[267  93] ; [54 43],[252.86652079 107.13347921] ; [68.13347921 28.86652079],1
s8,1,0.001152,10.565708,[136 222] ; [20 78],[122.47368421 235.52631579] ; [33.52631579 64.47368421],0
v4,1,0.00141,10.192973,[345  14] ; [85 12],[338.53070175  20.46929825] ; [91.46929825  5.53070175],0
s3,1,0.004333,8.138836,[199 153] ; [39 58],[186.58351893 165.41648107] ; [51.41648107 45.58351893],0
d5,1,0.004424,8.100848,[287  73] ; [64 33],[276.49890591  83.50109409] ; [74.50109409 22.49890591],0
a2,1,0.006077,7.527458,[ 82 279] ; [10 88],[ 72.35729847 288.64270153] ; [19.64270153 78.35729847],0
s7,1,0.006337,7.451775,[149 199] ; [26 69],[137.4717833 210.5282167] ; [37.5282167 57.4717833],0
u1,1,0.011368,6.406933,[ 53 308] ; [ 5 93],[ 45.61655773 315.38344227] ; [12.38344227 85.61655773],0
a1,1,0.014716,5.950111,[ 10 351] ; [ 8 90],[ 14.15686275 346.84313725] ; [ 3.84313725 94.15686275],0
n4,1,0.015987,5.804283,[258 101] ; [58 40],[248.23632385 110.76367615] ; [67.76367615 30.23632385],0
p2,1,0.023655,5.119787,[277  83] ; [63 33],[268.42105263  91.57894737] ; [71.57894737 24.42105263],0
a6,1,0.029096,4.76192,[248 112] ; [56 42],[238.95196507 121.04803493] ; [65.04803493 32.95196507],0
p7,1,0.039107,4.256196,[173 171] ; [36 58],[164.14611872 179.85388128] ; [44.85388128 49.14611872],0
a3,1,0.057017,3.622108,[245 115] ; [56 41],[237.11159737 122.88840263] ; [63.88840263 33.11159737],0
s2,1,0.063286,3.449107,[172 184] ; [37 61],[163.88546256 192.11453744] ; [45.11453744 52.88546256],0
a8,1,0.069381,3.297597,[ 48 281] ; [ 7 87],[ 42.77777778 286.22222222] ; [12.22222222 81.77777778],0
a4,1,0.085161,2.963539,[157 202] ; [33 64],[149.58333333 209.41666667] ; [40.41666667 56.58333333],0
u2,1,0.101223,2.686169,[63 51] ; [17 25],[58.46153846 55.53846154] ; [21.53846154 20.46153846],0
p11,1,0.101774,2.677517,[266  95] ; [64 34],[259.54248366 101.45751634] ; [70.45751634 27.54248366],0
p4,1,0.158935,1.984329,[134 222] ; [29 68],[128.09713024 227.90286976] ; [34.90286976 62.09713024],0
n6,1,0.166305,1.915943,[287  72] ; [72 26],[282.01531729  76.98468271] ; [76.98468271 21.01531729],0
s4,1,0.167532,1.904888,[ 55 299] ; [21 77],[ 59.52212389 294.47787611] ; [16.47787611 81.52212389],0
s5,1,0.226478,1.462843,[ 98 248] ; [21 74],[ 93.36507937 252.63492063] ; [25.63492063 69.36507937],0
p12,1,0.237272,1.39673,[ 17 339] ; [ 2 95],[ 14.93156733 341.06843267] ; [ 4.06843267 92.93156733],0
