Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,9e-06,19.741724,[1 3] ; [52  3],[3.59322034 0.40677966] ; [49.40677966  5.59322034],1
r4,1,0.000577,11.848273,[1 3] ; [49  6],[3.38983051 0.61016949] ; [46.61016949  8.38983051],1
r2,1,0.002011,9.539327,[2 2] ; [52  3],[3.66101695 0.33898305] ; [50.33898305  4.66101695],0
p9,1,0.003417,8.570298,[1 3] ; [45  8],[3.22807018 0.77192982] ; [42.77192982 10.22807018],0
r1,1,0.004909,7.91279,[1 3] ; [46  9],[3.18644068 0.81355932] ; [43.81355932 11.18644068],0
p10,1,0.008955,6.831846,[1 3] ; [44 10],[3.10344828 0.89655172] ; [41.89655172 12.10344828],0
d5,1,0.018351,5.562335,[1 3] ; [43 12],[2.98305085 1.01694915] ; [41.01694915 13.98305085],0
s1,1,0.060403,3.526272,[1 3] ; [ 2 53],[0.20338983 3.79661017] ; [ 2.79661017 52.20338983],0
n6,1,0.062106,3.480232,[1 3] ; [38 16],[2.68965517 1.31034483] ; [36.31034483 17.68965517],0
p1,1,0.063499,3.443547,[1 3] ; [ 2 52],[0.20689655 3.79310345] ; [ 2.79310345 51.20689655],0
p11,1,0.072079,3.235029,[1 3] ; [38 17],[2.6440678 1.3559322] ; [36.3559322 18.6440678],0
a7,1,0.095367,2.781371,[2 2] ; [46  9],[3.25423729 0.74576271] ; [44.74576271 10.25423729],0
v2,1,0.14083,2.168868,[2 2] ; [43 10],[3.15789474 0.84210526] ; [41.84210526 11.15789474],0
p7,1,0.167011,1.909573,[1 3] ; [32 21],[2.31578947 1.68421053] ; [30.68421053 22.31578947],0
s3,1,0.284175,1.147017,[1 3] ; [29 26],[2.03389831 1.96610169] ; [27.96610169 27.03389831],0
p8,1,0.300027,1.074074,[3 1] ; [26 28],[2. 2.] ; [27. 27.],0
d1,1,0.316943,1.00152,[1 3] ; [28 27],[1.96610169 2.03389831] ; [27.03389831 27.96610169],0
a6,1,0.430133,0.622464,[2 2] ; [38 17],[2.71186441 1.28813559] ; [37.28813559 17.71186441],0
d4,1,0.488795,0.479178,[3 1] ; [48  7],[3.45762712 0.54237288] ; [47.54237288  7.45762712],0
v1,1,0.508539,0.437073,[3 1] ; [32 23],[2.37288136 1.62711864] ; [32.62711864 22.37288136],0
p3,1,0.551926,0.353878,[2 2] ; [19 35],[1.44827586 2.55172414] ; [19.55172414 34.44827586],0
s7,1,0.592034,0.287179,[1 3] ; [20 32],[1.5 2.5] ; [19.5 32.5],0
a5,1,0.646734,0.210042,[3 1] ; [35 20],[2.57627119 1.42372881] ; [35.42372881 19.57627119],0
b4,1,0.696986,0.151626,[3 1] ; [36 19],[2.6440678 1.3559322] ; [36.3559322 18.6440678],0
a3,1,0.696986,0.151626,[3 1] ; [36 19],[2.6440678 1.3559322] ; [36.3559322 18.6440678],0
d2,1,0.696986,0.151626,[1 3] ; [19 36],[1.3559322 2.6440678] ; [18.6440678 36.3559322],0
b1,1,0.735321,0.114282,[1 3] ; [10 45],[0.74576271 3.25423729] ; [10.25423729 44.74576271],0
s2,1,0.749176,0.102225,[2 2] ; [23 32],[1.69491525 2.30508475] ; [23.30508475 31.69491525],0
b2,1,0.781814,0.076705,[1 1] ; [10 15],[0.81481481 1.18518519] ; [10.18518519 14.81481481],0
b3,1,0.781814,0.076705,[1 1] ; [10 15],[0.81481481 1.18518519] ; [10.18518519 14.81481481],0
s6,1,0.78688,0.073097,[3 1] ; [37 17],[2.75862069 1.24137931] ; [37.24137931 16.75862069],0
b5,1,0.804511,0.061263,[2 2] ; [31 24],[2.23728814 1.76271186] ; [30.76271186 24.23728814],0
a2,1,0.810435,0.057535,[1 3] ; [11 44],[0.81355932 3.18644068] ; [11.18644068 43.81355932],0
a4,1,0.861532,0.030424,[1 3] ; [16 39],[1.15254237 2.84745763] ; [15.84745763 39.15254237],0
p4,1,0.886062,0.020532,[2 2] ; [25 29],[1.86206897 2.13793103] ; [25.13793103 28.86206897],0
d3,1,0.950645,0.003831,[3 1] ; [42 13],[3.05084746 0.94915254] ; [41.94915254 13.05084746],0
