Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,25.380974,[ 8 29] ; [47 17],[20.14851485 16.85148515] ; [34.85148515 29.14851485],1
a6,1,0.000573,11.863036,[15 22] ; [48 16],[23.07920792 13.92079208] ; [39.92079208 24.07920792],1
a2,1,0.003765,8.393944,[ 2 35] ; [19 45],[ 7.69306931 29.30693069] ; [13.30693069 50.69306931],0
d3,1,0.017122,5.683863,[22 15] ; [52 12],[27.10891089  9.89108911] ; [46.89108911 17.10891089],0
u1,1,0.036359,4.380182,[ 3 34] ; [16 48],[ 6.96039604 30.03960396] ; [12.03960396 51.96039604],0
u2,1,0.038904,4.265054,[9 5] ; [ 5 13],[6.125 7.875] ; [ 7.875 10.125],0
n1,1,0.039288,4.248366,[7 6] ; [ 2 11],[4.5 8.5] ; [4.5 8.5],0
r2,1,0.050069,3.839146,[31  6] ; [61  3],[33.7029703  3.2970297] ; [58.2970297  5.7029703],0
b1,1,0.053196,3.73775,[20 17] ; [22 42],[15.38613861 21.61386139] ; [26.61386139 37.38613861],0
a5,1,0.069937,3.284506,[22 15] ; [49 15],[26.00990099 10.99009901] ; [44.99009901 19.00990099],0
s1,1,0.104137,2.641018,[ 3 34] ; [ 1 63],[ 1.46534653 35.53465347] ; [ 2.53465347 61.46534653],0
p3,1,0.131007,2.280535,[28  9] ; [39 25],[24.54455446 12.45544554] ; [42.45544554 21.54455446],0
s2,1,0.145729,2.116394,[22 15] ; [47 17],[25.27722772 11.72277228] ; [43.72277228 20.27722772],0
d1,1,0.157608,1.997024,[19 18] ; [42 22],[22.34653465 14.65346535] ; [38.65346535 25.34653465],0
p8,1,0.161173,1.963188,[29  8] ; [41 22],[25.9 11.1] ; [44.1 18.9],0
r1,1,0.204889,1.607178,[26 11] ; [52 12],[28.57425743  8.42574257] ; [49.42574257 14.57425743],0
v2,1,0.208668,1.580645,[15 21] ; [34 28],[18. 18.] ; [31. 31.],0
s7,1,0.218297,1.515533,[27  9] ; [39 23],[24.24489796 11.75510204] ; [41.75510204 20.24489796],0
v1,1,0.23439,1.414019,[16 21] ; [35 28],[18.87 18.13] ; [32.13 30.87],0
n6,1,0.239936,1.380973,[29  8] ; [55  8],[31.08  5.92] ; [52.92 10.08],0
v4,1,0.265999,1.237264,[34  3] ; [62  2],[35.16831683  1.83168317] ; [60.83168317  3.16831683],0
