Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000161,14.236331,[29 99] ; [15 10],[36.81045752 91.18954248] ; [ 7.18954248 17.81045752],1
s6,1,0.000513,12.067993,[44 83] ; [18  7],[51.80263158 75.19736842] ; [10.19736842 14.80263158],1
s7,1,0.016691,5.728559,[27 94] ; [11 13],[31.71034483 89.28965517] ; [ 6.28965517 17.71034483],0
s3,1,0.026607,4.916121,[46 81] ; [15 10],[50.96710526 76.03289474] ; [10.03289474 14.96710526],0
d1,1,0.087501,2.91975,[60 69] ; [ 7 18],[56.12337662 72.87662338] ; [10.87662338 14.12337662],0
d2,1,0.114333,2.493288,[63 65] ; [ 8 17],[59.39869281 68.60130719] ; [11.60130719 13.39869281],0
r3,1,0.130824,2.282699,[105  24] ; [17  8],[102.19480519  26.80519481] ; [19.80519481  5.19480519],0
n5,1,0.150166,2.070563,[67 61] ; [17  8],[70.2745098 57.7254902] ; [13.7254902 11.2745098],0
u3,1,0.165198,1.925985,[23 34] ; [8 5],[25.24285714 31.75714286] ; [5.75714286 7.24285714],0
s5,1,0.18854,1.728993,[ 20 107] ; [ 6 16],[ 22.16107383 104.83892617] ; [ 3.83892617 18.16107383],0
p7,1,0.2307,1.436537,[58 71] ; [ 8 17],[55.28571429 73.71428571] ; [10.71428571 14.28571429],0
a6,1,0.247273,1.338646,[73 56] ; [11 14],[70.36363636 58.63636364] ; [13.63636364 11.36363636],0
a8,1,0.247292,1.338539,[ 15 103] ; [ 1 22],[ 13.39007092 104.60992908] ; [ 2.60992908 20.39007092],0
r1,1,0.255514,1.292899,[82 46] ; [13 12],[79.47712418 48.52287582] ; [15.52287582  9.47712418],0
a2,1,0.287811,1.129833,[ 21 108] ; [ 2 23],[ 19.26623377 109.73376623] ; [ 3.73376623 21.26623377],0
v2,1,0.3004,1.072416,[44 83] ; [ 6 19],[41.77631579 85.22368421] ; [ 8.22368421 16.77631579],0
b5,1,0.307838,1.039928,[79 50] ; [18  7],[81.25324675 47.74675325] ; [15.74675325  9.25324675],0
p3,1,0.309434,1.033092,[38 90] ; [10 15],[40.15686275 87.84313725] ; [ 7.84313725 17.15686275],0
s8,1,0.372066,0.796751,[ 21 106] ; [ 6 19],[ 22.55921053 104.44078947] ; [ 4.44078947 20.55921053],0
p11,1,0.378625,0.775162,[64 65] ; [10 15],[61.98701299 67.01298701] ; [12.01298701 12.98701299],0
p4,1,0.385814,0.752093,[45 84] ; [11 14],[46.90909091 82.09090909] ; [ 9.09090909 15.90909091],0
a5,1,0.388151,0.744728,[74 55] ; [12 13],[72.03896104 56.96103896] ; [13.96103896 11.03896104],0
a3,1,0.400616,0.706476,[72 54] ; [12 13],[70.09271523 55.90728477] ; [13.90728477 11.09271523],0
r4,1,0.471451,0.518573,[87 42] ; [15 10],[85.44155844 43.55844156] ; [16.55844156  8.44155844],0
p9,1,0.471862,0.517612,[44 80] ; [ 7 18],[42.44295302 81.55704698] ; [ 8.55704698 16.44295302],0
n2,1,0.472219,0.516778,[31 25] ; [8 4],[32.11764706 23.88235294] ; [6.88235294 5.11764706],0
d4,1,0.479256,0.500555,[91 37] ; [16  9],[89.51633987 38.48366013] ; [17.48366013  7.51633987],0
u2,1,0.492923,0.47014,[23 33] ; [4 9],[21.91304348 34.08695652] ; [5.08695652 7.91304348],0
v4,1,0.508847,0.436437,[100  28] ; [21  4],[101.22875817  26.77124183] ; [19.77124183  5.22875817],0
a7,1,0.537785,0.379661,[74 55] ; [16  9],[75.38961039 53.61038961] ; [14.61038961 10.38961039],0
p6,1,0.593179,0.285407,[29 97] ; [ 7 18],[30.0397351 95.9602649] ; [ 5.9602649 19.0397351],0
v1,1,0.602407,0.271381,[37 90] ; [ 6 19],[35.92763158 91.07236842] ; [ 7.07236842 17.92763158],0
p8,1,0.656876,0.19734,[36 91] ; [ 6 19],[35.09210526 91.90789474] ; [ 6.90789474 18.09210526],0
b4,1,0.725613,0.123178,[72 57] ; [13 12],[71.2012987 57.7987013] ; [13.7987013 11.2012987],0
n1,1,0.732379,0.116938,[22 35] ; [4 8],[21.47826087 35.52173913] ; [4.52173913 7.47826087],0
p2,1,0.740107,0.110033,[78 51] ; [16  9],[78.74025974 50.25974026] ; [15.25974026  9.74025974],0
n6,1,0.751959,0.099892,[77 50] ; [16  9],[77.70394737 49.29605263] ; [15.29605263  9.70394737],0
d3,1,0.763065,0.090878,[68 61] ; [14 11],[68.68831169 60.31168831] ; [13.31168831 11.68831169],0
r2,1,0.806974,0.059698,[103  25] ; [18  5],[102.56953642  25.43046358] ; [18.43046358  4.56953642],0
a4,1,0.835675,0.043027,[48 79] ; [10 15],[48.46052632 78.53947368] ; [ 9.53947368 15.46052632],0
b2,1,0.85421,0.033764,[31 55] ; [4 8],[30.71428571 55.28571429] ; [4.28571429 7.71428571],0
b3,1,0.85421,0.033764,[31 55] ; [4 8],[30.71428571 55.28571429] ; [4.28571429 7.71428571],0
d5,1,0.855433,0.033194,[85 44] ; [16  9],[84.6038961 44.3961039] ; [16.3961039  8.6038961],0
a1,1,0.855723,0.033059,[  9 120] ; [ 2 23],[  9.21428571 119.78571429] ; [ 1.78571429 23.21428571],0
s1,1,0.863822,0.029416,[  9 119] ; [ 2 23],[  9.20261438 118.79738562] ; [ 1.79738562 23.20261438],0
p1,1,0.872001,0.025959,[  9 118] ; [ 2 23],[  9.19078947 117.80921053] ; [ 1.80921053 23.19078947],0
b1,1,0.88267,0.021782,[64 65] ; [12 13],[63.66233766 65.33766234] ; [12.33766234 12.66233766],0
n4,1,0.924136,0.009068,[73 55] ; [14 11],[72.78431373 55.21568627] ; [14.21568627 10.78431373],0
n3,1,0.939681,0.005726,[32 24] ; [7 5],[32.11764706 23.88235294] ; [6.88235294 5.11764706],0
u1,1,0.955269,0.003146,[ 16 113] ; [ 3 22],[ 15.91558442 113.08441558] ; [ 3.08441558 21.91558442],0
