Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000361,12.724961,[ 5 20] ; [11  3],[10.25641026 14.74358974] ; [5.74358974 8.25641026],1
p4,1,0.000978,10.869053,[ 6 19] ; [11  3],[10.8974359 14.1025641] ; [6.1025641 7.8974359],1
p2,1,0.011068,6.454379,[11 14] ; [12  2],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
s2,1,0.022856,5.179414,[ 5 19] ; [8 6],[ 8.21052632 15.78947368] ; [4.78947368 9.21052632],0
v1,1,0.022856,5.179414,[ 5 19] ; [8 6],[ 8.21052632 15.78947368] ; [4.78947368 9.21052632],0
p8,1,0.023608,5.123182,[ 4 21] ; [7 7],[ 7.05128205 17.94871795] ; [ 3.94871795 10.05128205],0
a6,1,0.033722,4.508752,[ 9 16] ; [10  4],[12.17948718 12.82051282] ; [6.82051282 7.17948718],0
p6,1,0.033733,4.50821,[ 3 21] ; [6 8],[ 5.68421053 18.31578947] ; [ 3.31578947 10.68421053],0
p9,1,0.038208,4.295748,[12 11] ; [12  2],[14.91891892  8.08108108] ; [9.08108108 4.91891892],0
p10,1,0.048001,3.909963,[13 11] ; [12  2],[15.78947368  8.21052632] ; [9.21052632 4.78947368],0
a5,1,0.062616,3.4667,[12 13] ; [11  3],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
s5,1,0.067053,3.353738,[ 3 21] ; [5 8],[ 5.18918919 18.81081081] ; [ 2.81081081 10.18918919],0
s4,1,0.087629,2.917403,[ 2 23] ; [ 4 10],[ 3.84615385 21.15384615] ; [ 2.15384615 11.84615385],0
d3,1,0.099301,2.716735,[11 14] ; [10  4],[13.46153846 11.53846154] ; [7.53846154 6.46153846],0
b4,1,0.128098,2.315399,[20  5] ; [8 6],[17.94871795  7.05128205] ; [10.05128205  3.94871795],0
b1,1,0.145519,2.118609,[10 15] ; [9 5],[12.17948718 12.82051282] ; [6.82051282 7.17948718],0
s6,1,0.19659,1.667524,[11 14] ; [8 4],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
a8,1,0.199408,1.646703,[ 6 18] ; [ 1 12],[ 4.54054054 19.45945946] ; [ 2.45945946 10.54054054],0
a2,1,0.247538,1.337143,[ 1 24] ; [ 2 12],[ 1.92307692 23.07692308] ; [ 1.07692308 12.92307692],0
a7,1,0.327753,0.957755,[13 12] ; [5 9],[11.53846154 13.46153846] ; [6.46153846 7.53846154],0
r2,1,0.329889,0.949333,[11 12] ; [9 5],[12.43243243 10.56756757] ; [7.56756757 6.43243243],0
a3,1,0.342093,0.902571,[14 11] ; [10  4],[15.38461538  9.61538462] ; [8.61538462 5.38461538],0
s7,1,0.345607,0.88952,[ 7 16] ; [6 7],[ 8.30555556 14.69444444] ; [4.69444444 8.30555556],0
