Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.484409,[27  5] ; [34 63],[15.13178295 16.86821705] ; [45.86821705 51.13178295],1
s2,1,5e-06,21.024937,[21 10] ; [22 74],[10.49606299 20.50393701] ; [32.50393701 63.49606299],1
s7,1,3.1e-05,17.3346,[19 11] ; [20 70],[ 9.75 20.25] ; [29.25 60.75],1
s3,1,0.001086,10.674626,[21 10] ; [33 63],[13.18110236 17.81889764] ; [40.81889764 55.18110236],0
p10,1,0.002106,9.454614,[16 16] ; [21 76],[ 9.17829457 22.82170543] ; [27.82170543 69.17829457],0
r4,1,0.002186,9.386131,[30  2] ; [64 33],[23.31782946  8.68217054] ; [70.68217054 26.31782946],0
n5,1,0.008853,6.852295,[24  8] ; [47 50],[17.6124031 14.3875969] ; [53.3875969 43.6124031],0
u2,1,0.023491,5.131815,[9 2] ; [14 19],[5.75 5.25] ; [17.25 15.75],0
u3,1,0.0349,4.450056,[10  1] ; [19 15],[7.08888889 3.91111111] ; [21.91111111 12.08888889],0
b1,1,0.069323,3.298976,[23  9] ; [52 45],[18.60465116 13.39534884] ; [56.39534884 40.60465116],0
n2,1,0.07244,3.226855,[7 2] ; [15 19],[4.60465116 4.39534884] ; [17.39534884 16.60465116],0
r2,1,0.078358,3.098634,[31  1] ; [81 14],[28.22047244  3.77952756] ; [83.77952756 11.22047244],0
p6,1,0.081327,3.038175,[ 8 23] ; [12 83],[ 4.92063492 26.07936508] ; [15.07936508 79.92063492],0
p11,1,0.092664,2.82747,[20 12] ; [44 53],[15.87596899 16.12403101] ; [48.12403101 48.87596899],0
v3,1,0.099891,2.707289,[13 18] ; [25 70],[ 9.34920635 21.65079365] ; [28.65079365 66.34920635],0
p2,1,0.10512,2.626092,[23  9] ; [54 43],[19.10077519 12.89922481] ; [57.89922481 39.10077519],0
n4,1,0.112815,2.514336,[25  7] ; [61 36],[21.33333333 10.66666667] ; [64.66666667 32.33333333],0
v4,1,0.114365,2.492838,[30  2] ; [79 17],[27.25  4.75] ; [81.75 14.25],0
p7,1,0.134529,2.239443,[16 15] ; [35 61],[12.4488189 18.5511811] ; [38.5511811 57.4488189],0
n6,1,0.136495,2.217038,[24  8] ; [58 38],[20.5 11.5] ; [61.5 34.5],0
s5,1,0.213304,1.548861,[ 9 22] ; [18 79],[ 6.5390625 24.4609375] ; [20.4609375 76.5390625],0
