Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,34.645961,[33 44] ; [130  31],[52.73529412 24.26470588] ; [110.26470588  50.73529412],1
a6,1,4e-06,21.458522,[33 44] ; [118  42],[49.05907173 27.94092827] ; [101.94092827  58.05907173],1
b5,1,6e-06,20.460019,[22 55] ; [97 65],[38.33891213 38.66108787] ; [80.66108787 81.33891213],1
u1,1,3.8e-05,16.980771,[ 4 73] ; [ 46 116],[16.10878661 60.89121339] ; [ 33.89121339 128.10878661],1
a2,1,0.000112,14.925817,[ 8 69] ; [ 55 107],[20.29707113 56.70292887] ; [ 42.70292887 119.29707113],1
p9,1,0.001265,10.393071,[64 12] ; [152   6],[70.15384615  5.84615385] ; [145.84615385  12.15384615],0
b1,1,0.002704,8.997202,[36 41] ; [ 44 118],[25.77405858 51.22594142] ; [ 54.22594142 107.77405858],0
d1,1,0.012737,6.205335,[41 36] ; [113  49],[49.61506276 27.38493724] ; [104.38493724  57.61506276],0
n6,1,0.02352,5.129652,[65 11] ; [150   9],[69.53191489  6.46808511] ; [145.46808511  13.53191489],0
p10,1,0.029692,4.72703,[64 12] ; [150  11],[68.62447257  7.37552743] ; [145.37552743  15.62447257],0
p4,1,0.03133,4.634815,[45 31] ; [117  43],[52.16949153 23.83050847] ; [109.83050847  50.16949153],0
p2,1,0.04591,3.984905,[62 14] ; [146  15],[66.70042194  9.29957806] ; [141.29957806  19.70042194],0
r2,1,0.051233,3.800648,[70  7] ; [154   5],[73.08474576  3.91525424] ; [150.91525424   8.08474576],0
s2,1,0.054921,3.684469,[49 28] ; [121  39],[55.23206751 21.76793249] ; [114.76793249  45.23206751],0
r3,1,0.056215,3.64567,[71  6] ; [157   4],[73.76470588  3.23529412] ; [154.23529412   6.76470588],0
u4,1,0.064816,3.409659,[ 3 74] ; [  1 161],[ 1.28870293 75.71129707] ; [  2.71129707 159.28870293],0
s6,1,0.065253,3.398573,[59 15] ; [142  18],[63.56410256 10.43589744] ; [137.43589744  22.56410256],0
v4,1,0.068286,3.323746,[72  5] ; [155   3],[74.3787234  2.6212766] ; [152.6212766   5.3787234],0
b3,1,0.087594,2.918038,[28 22] ; [43 61],[23.05194805 26.94805195] ; [47.94805195 56.05194805],0
b2,1,0.087594,2.918038,[28 22] ; [43 61],[23.05194805 26.94805195] ; [47.94805195 56.05194805],0
n3,1,0.102312,2.669124,[9 7] ; [23  6],[11.37777778  4.62222222] ; [20.62222222  8.37777778],0
r4,1,0.115079,2.483048,[69  8] ; [154   8],[71.84518828  5.15481172] ; [151.15481172  10.84518828],0
v2,1,0.128312,2.312814,[40 36] ; [99 58],[45.33905579 30.66094421] ; [93.66094421 63.33905579],0
p12,1,0.134165,2.243637,[ 7 68] ; [ 27 135],[10.75949367 64.24050633] ; [ 23.24050633 138.75949367],0
a1,1,0.174253,1.845971,[ 8 69] ; [  9 153],[ 5.47698745 71.52301255] ; [ 11.52301255 150.47698745],0
a5,1,0.17912,1.804907,[58 19] ; [134  28],[61.85774059 15.14225941] ; [130.14225941  31.85774059],0
a8,1,0.196097,1.671204,[ 6 70] ; [ 20 125],[ 8.94117647 67.05882353] ; [ 17.05882353 127.94117647],0
p8,1,0.209563,1.574442,[45 30] ; [108  50],[49.24892704 25.75107296] ; [103.75107296  54.24892704],0
s4,1,0.251424,1.315373,[21 55] ; [ 33 125],[17.53846154 58.46153846] ; [ 36.46153846 121.53846154],0
s7,1,0.284841,1.143845,[46 31] ; [103  51],[49.66666667 27.33333333] ; [99.33333333 54.66666667],0
u3,1,0.314609,1.011227,[12  8] ; [27 10],[13.68421053  6.31578947] ; [25.31578947 11.68421053],0
n4,1,0.394503,0.725017,[64 13] ; [127  35],[61.53556485 15.46443515] ; [129.46443515  32.53556485],0
p5,1,0.400132,0.707928,[16 60] ; [ 42 119],[18.59915612 57.40084388] ; [ 39.40084388 121.59915612],0
v3,1,0.417445,0.657498,[31 46] ; [72 85],[33.89316239 43.10683761] ; [69.10683761 87.89316239],0
p7,1,0.436951,0.604275,[56 19] ; [122  32],[58.29694323 16.70305677] ; [119.70305677  34.29694323],0
n5,1,0.437727,0.602233,[64 12] ; [128  32],[61.83050847 14.16949153] ; [130.16949153  29.83050847],0
n2,1,0.440794,0.594214,[15  2] ; [23  6],[14.04347826  2.95652174] ; [23.95652174  5.04347826],0
s3,1,0.456501,0.554461,[52 25] ; [112  43],[54.43103448 22.56896552] ; [109.56896552  45.43103448],0
a3,1,0.538645,0.378057,[57 20] ; [125  36],[58.88235294 18.11764706] ; [123.11764706  37.88235294],0
p1,1,0.547293,0.36219,[ 8 69] ; [ 21 139],[ 9.42194093 67.57805907] ; [ 19.57805907 140.42194093],0
v1,1,0.633047,0.227952,[49 27] ; [98 62],[47.33898305 28.66101695] ; [99.66101695 60.33898305],0
d4,1,0.662015,0.191085,[65 11] ; [141  20],[66.05907173  9.94092827] ; [139.94092827  21.05907173],0
n1,1,0.760015,0.093306,[9 8] ; [14 15],[8.5 8.5] ; [14.5 14.5],0
s8,1,0.765235,0.08917,[42 35] ; [90 69],[43.06779661 33.93220339] ; [88.93220339 70.06779661],0
b4,1,0.768301,0.086788,[46 31] ; [100  62],[47.0376569 29.9623431] ; [98.9623431 63.0376569],0
u2,1,0.835942,0.042885,[10  9] ; [20 16],[10.36363636  8.63636364] ; [19.63636364 16.36363636],0
