Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000262,13.321875,[5 5] ; [45  3],[8.62068966 1.37931034] ; [41.37931034  6.62068966],1
p11,1,0.000971,10.881473,[3 7] ; [39  9],[7.24137931 2.75862069] ; [34.75862069 13.24137931],1
v2,1,0.006754,7.337234,[3 7] ; [35 12],[6.66666667 3.33333333] ; [31.33333333 15.66666667],0
p3,1,0.016206,5.78035,[2 8] ; [29 18],[5.43859649 4.56140351] ; [25.56140351 21.43859649],0
s6,1,0.028819,4.778369,[2 6] ; [31 16],[4.8 3.2] ; [28.2 18.8],0
p4,1,0.049121,3.871204,[3 7] ; [30 17],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
n6,1,0.062164,3.478691,[6 4] ; [41  7],[8.10344828 1.89655172] ; [38.89655172  9.10344828],0
a5,1,0.085264,2.961583,[4 6] ; [33 15],[6.37931034 3.62068966] ; [30.62068966 17.37931034],0
p8,1,0.114458,2.49156,[3 7] ; [27 20],[5.26315789 4.73684211] ; [24.73684211 22.26315789],0
p7,1,0.138909,2.190002,[4 6] ; [30 16],[6.07142857 3.92857143] ; [27.92857143 18.07142857],0
b3,1,0.140147,2.176339,[4 3] ; [ 9 23],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
b2,1,0.140147,2.176339,[4 3] ; [ 9 23],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
d2,1,0.142665,2.148974,[4 6] ; [ 9 39],[2.24137931 7.75862069] ; [10.75862069 37.24137931],0
p2,1,0.167557,1.904664,[5 5] ; [34 13],[6.84210526 3.15789474] ; [32.15789474 14.84210526],0
s5,1,0.170472,1.878787,[1 8] ; [16 31],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
a4,1,0.197565,1.660281,[4 6] ; [10 38],[2.4137931 7.5862069] ; [11.5862069 36.4137931],0
d1,1,0.211975,1.557887,[1 9] ; [ 1 47],[0.34482759 9.65517241] ; [ 1.65517241 46.34482759],0
s7,1,0.254213,1.3,[3 7] ; [21 21],[4.61538462 5.38461538] ; [19.38461538 22.61538462],0
a2,1,0.270437,1.21453,[2 8] ; [ 4 44],[1.03448276 8.96551724] ; [ 4.96551724 43.03448276],0
s8,1,0.270915,1.21211,[2 8] ; [18 29],[3.50877193 6.49122807] ; [16.49122807 30.50877193],0
p9,1,0.287804,1.129865,[9 1] ; [35 12],[7.71929825 2.28070175] ; [36.28070175 10.71929825],0
d5,1,0.288913,1.124679,[6 4] ; [20 28],[4.48275862 5.51724138] ; [21.51724138 26.48275862],0
u3,1,0.314648,1.011065,[1 3] ; [10  9],[1.91304348 2.08695652] ; [9.08695652 9.91304348],0
d3,1,0.318455,0.995281,[5 5] ; [16 32],[3.62068966 6.37931034] ; [17.37931034 30.62068966],0
b1,1,0.357692,0.84598,[3 7] ; [22 26],[4.31034483 5.68965517] ; [20.68965517 27.31034483],0
a6,1,0.387244,0.74758,[5 5] ; [31 17],[6.20689655 3.79310345] ; [29.79310345 18.20689655],0
u2,1,0.412086,0.672773,[1 3] ; [ 9 10],[1.73913043 2.26086957] ; [ 8.26086957 10.73913043],0
n5,1,0.505168,0.444062,[9 1] ; [39  9],[8.27586207 1.72413793] ; [39.72413793  8.27586207],0
s2,1,0.507082,0.440084,[3 7] ; [19 27],[3.92857143 6.07142857] ; [18.07142857 27.92857143],0
a7,1,0.591729,0.287652,[6 4] ; [33 15],[6.72413793 3.27586207] ; [32.27586207 15.72413793],0
p6,1,0.621334,0.243997,[3 7] ; [18 29],[3.68421053 6.31578947] ; [17.31578947 29.68421053],0
b4,1,0.628322,0.234343,[5 5] ; [28 20],[5.68965517 4.31034483] ; [27.31034483 20.68965517],0
b5,1,0.628322,0.234343,[5 5] ; [28 20],[5.68965517 4.31034483] ; [27.31034483 20.68965517],0
s3,1,0.653722,0.20124,[5 5] ; [26 19],[5.63636364 4.36363636] ; [25.36363636 19.63636364],0
p10,1,0.659938,0.193599,[7 3] ; [36 11],[7.54385965 2.45614035] ; [35.45614035 11.54385965],0
n1,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
s1,1,0.6843,0.165325,[1 9] ; [ 3 44],[0.70175439 9.29824561] ; [ 3.29824561 43.70175439],0
n4,1,0.702185,0.146208,[9 1] ; [41  7],[8.62068966 1.37931034] ; [41.37931034  6.62068966],0
v1,1,0.881953,0.02205,[6 4] ; [27 20],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
p1,1,0.928353,0.008085,[2 8] ; [10 37],[2.10526316 7.89473684] ; [ 9.89473684 37.10526316],0
a8,1,0.928664,0.008015,[1 9] ; [ 4 40],[0.92592593 9.07407407] ; [ 4.07407407 39.92592593],0
s4,1,0.952375,0.003567,[1 9] ; [ 5 42],[1.05263158 8.94736842] ; [ 4.94736842 42.05263158],0
a3,1,0.980451,0.0006,[6 4] ; [29 19],[6.03448276 3.96551724] ; [28.96551724 19.03448276],0
