Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,197.466819,[183  38] ; [ 88 287],[100.48825503 120.51174497] ; [170.51174497 204.48825503],1
s6,1,0.0,92.547193,[170  49] ; [140 240],[113.33889816 105.66110184] ; [196.66110184 183.33889816],1
s8,1,0.0,80.282193,[119 102] ; [ 71 310],[ 69.75083056 151.24916944] ; [120.24916944 260.75083056],1
s7,1,0.0,79.130159,[124  87] ; [ 79 282],[ 74.88286713 136.11713287] ; [128.11713287 232.88286713],1
p10,1,0.000348,12.790786,[176  43] ; [250 125],[157.06060606  61.93939394] ; [268.93939394 106.06060606],1
s4,1,0.000845,11.139346,[ 40 179] ; [ 34 346],[ 27.05509182 191.94490818] ; [ 46.94490818 333.05509182],1
u1,1,0.001412,10.1901,[ 43 178] ; [ 39 343],[ 30.05306799 190.94693201] ; [ 51.94693201 330.05306799],0
p4,1,0.001998,9.551141,[128  93] ; [169 208],[109.76086957 111.23913043] ; [187.23913043 189.76086957],0
r3,1,0.003719,8.416145,[210  10] ; [336  44],[200.2  19.8] ; [345.8  34.2],0
r1,1,0.005269,7.784869,[178  43] ; [266 113],[163.54  57.46] ; [280.46  98.54],0
a8,1,0.006013,7.546335,[ 36 172] ; [ 32 310],[ 25.71636364 182.28363636] ; [ 42.28363636 299.71636364],0
d1,1,0.006751,7.338085,[130  91] ; [181 201],[113.98175788 107.01824212] ; [197.01824212 184.98175788],0
d2,1,0.010642,6.52414,[109 111] ; [148 233],[ 94.0765391 125.9234609] ; [162.9234609 218.0765391],0
d4,1,0.011674,6.359674,[180  40] ; [277 104],[167.28785358  52.71214642] ; [289.71214642  91.28785358],0
r4,1,0.019679,5.440142,[192  29] ; [303  79],[181.41791045  39.58208955] ; [313.58208955  68.41791045],0
p6,1,0.020447,5.373347,[ 71 147] ; [ 89 285],[ 58.91891892 159.08108108] ; [101.08108108 272.91891892],0
u3,1,0.022862,5.17896,[43 25] ; [65 75],[35.30769231 32.69230769] ; [72.69230769 67.30769231],0
