Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.006058,7.532856,[22  9] ; [23 34],[15.85227273 15.14772727] ; [29.14772727 27.85227273],0
s8,1,0.050991,3.808563,[24  7] ; [34 26],[19.75824176 11.24175824] ; [38.24175824 21.75824176],0
s7,1,0.068257,3.324447,[23  6] ; [34 23],[19.22093023  9.77906977] ; [37.77906977 19.22093023],0
n4,1,0.121524,2.397567,[25  6] ; [39 21],[21.8021978  9.1978022] ; [42.1978022 17.8021978],0
p7,1,0.139839,2.179732,[23  7] ; [36 23],[19.88764045 10.11235955] ; [39.11235955 19.88764045],0
s5,1,0.220073,1.503893,[20 10] ; [28 25],[17.34939759 12.65060241] ; [30.65060241 22.34939759],0
a1,1,0.225673,1.467927,[ 2 29] ; [ 1 59],[ 1.02197802 29.97802198] ; [ 1.97802198 58.02197802],0
v1,1,0.237456,1.395631,[18 13] ; [27 33],[15.32967033 15.67032967] ; [29.67032967 30.32967033],0
p3,1,0.240886,1.375402,[21 10] ; [33 27],[18.3956044 12.6043956] ; [35.6043956 24.3956044],0
u3,1,0.301409,1.067949,[2 2] ; [10  3],[2.82352941 1.17647059] ; [9.17647059 3.82352941],0
a3,1,0.309387,1.033292,[27  4] ; [47 13],[25.20879121  5.79120879] ; [48.79120879 11.20879121],0
a5,1,0.320563,0.986649,[25  6] ; [53  7],[26.57142857  4.42857143] ; [51.42857143  8.57142857],0
a7,1,0.382858,0.761504,[20 11] ; [44 16],[21.8021978  9.1978022] ; [42.1978022 17.8021978],0
p5,1,0.395315,0.722529,[ 5 26] ; [ 6 54],[ 3.74725275 27.25274725] ; [ 7.25274725 52.74725275],0
p12,1,0.406538,0.688901,[ 3 28] ; [ 3 56],[ 2.06666667 28.93333333] ; [ 3.93333333 55.06666667],0
r4,1,0.429655,0.623757,[29  2] ; [53  7],[27.93406593  3.06593407] ; [54.06593407  5.93406593],0
n5,1,0.466445,0.530386,[22  9] ; [38 22],[20.43956044 10.56043956] ; [39.56043956 20.43956044],0
s2,1,0.526124,0.401872,[23  8] ; [48 12],[24.18681319  6.81318681] ; [46.81318681 13.18681319],0
b4,1,0.52971,0.394948,[17 14] ; [37 23],[18.3956044 12.6043956] ; [35.6043956 24.3956044],0
u1,1,0.575773,0.313118,[10 21] ; [16 44],[ 8.85714286 22.14285714] ; [17.14285714 42.85714286],0
p8,1,0.60449,0.268276,[18 12] ; [32 27],[16.85393258 13.14606742] ; [33.14606742 25.85393258],0
d3,1,0.609481,0.260932,[28  3] ; [56  4],[28.61538462  2.38461538] ; [55.38461538  4.61538462],0
d5,1,0.630668,0.231156,[30  1] ; [59  1],[30.31868132  0.68131868] ; [58.68131868  1.31868132],0
r2,1,0.648824,0.207386,[30  1] ; [57  1],[30.30337079  0.69662921] ; [56.69662921  1.30337079],0
r1,1,0.653424,0.20161,[26  5] ; [48 12],[25.20879121  5.79120879] ; [48.79120879 11.20879121],0
a6,1,0.676451,0.174148,[22  9] ; [40 20],[21.12087912  9.87912088] ; [40.87912088 19.12087912],0
v4,1,0.69559,0.153101,[30  1] ; [57  3],[29.63736264  1.36263736] ; [57.36263736  2.63736264],0
a8,1,0.705556,0.142756,[ 1 28] ; [ 3 54],[ 1.34883721 27.65116279] ; [ 2.65116279 54.34883721],0
r3,1,0.733474,0.115946,[29  2] ; [54  5],[28.58888889  2.41111111] ; [54.41111111  4.58888889],0
p10,1,0.753741,0.098414,[28  3] ; [52  7],[27.55555556  3.44444444] ; [52.44444444  6.55555556],0
n3,1,0.779758,0.078195,[7 3] ; [12  4],[7.30769231 2.69230769] ; [11.69230769  4.30769231],0
a4,1,0.780136,0.07792,[18 13] ; [33 27],[17.37362637 13.62637363] ; [33.62637363 26.37362637],0
n6,1,0.786468,0.073387,[27  4] ; [51  9],[26.57142857  4.42857143] ; [51.42857143  8.57142857],0
s3,1,0.793979,0.068198,[23  8] ; [46 14],[23.50549451  7.49450549] ; [45.49450549 14.50549451],0
d2,1,0.798005,0.0655,[23  8] ; [43 17],[22.48351648  8.51648352] ; [43.51648352 16.48351648],0
a2,1,0.824945,0.048925,[10 21] ; [18 42],[ 9.53846154 21.46153846] ; [18.46153846 41.53846154],0
p11,1,0.824945,0.048925,[21 10] ; [42 18],[21.46153846  9.53846154] ; [41.53846154 18.46153846],0
b3,1,0.831022,0.045536,[ 5 12] ; [11 23],[ 5.33333333 11.66666667] ; [10.66666667 23.33333333],0
b2,1,0.831022,0.045536,[ 5 12] ; [11 23],[ 5.33333333 11.66666667] ; [10.66666667 23.33333333],0
b1,1,0.848582,0.036454,[12 19] ; [22 38],[11.58241758 19.41758242] ; [22.41758242 37.58241758],0
p6,1,0.88103,0.022399,[16 14] ; [33 27],[16.33333333 13.66666667] ; [32.66666667 27.33333333],0
u2,1,0.892795,0.018162,[2 2] ; [7 6],[2.11764706 1.88235294] ; [6.88235294 6.11764706],0
n2,1,0.898564,0.01625,[6 4] ; [10  6],[6.15384615 3.84615385] ; [9.84615385 6.15384615],0
b5,1,0.911435,0.012372,[20 11] ; [38 22],[19.75824176 11.24175824] ; [38.24175824 21.75824176],0
s6,1,0.920743,0.0099,[28  3] ; [52  6],[27.86516854  3.13483146] ; [52.13483146  5.86516854],0
p9,1,0.930665,0.00757,[27  4] ; [51  8],[26.86666667  4.13333333] ; [51.13333333  7.86666667],0
p2,1,0.941629,0.005362,[25  6] ; [48 12],[24.86813187  6.13186813] ; [48.13186813 11.86813187],0
p4,1,0.944236,0.004892,[22  9] ; [43 17],[22.14285714  8.85714286] ; [42.85714286 17.14285714],0
n1,1,0.946434,0.004514,[3 7] ; [ 5 11],[3.07692308 6.92307692] ; [ 4.92307692 11.07692308],0
p1,1,0.961037,0.002387,[ 3 28] ; [ 6 54],[ 3.06593407 27.93406593] ; [ 5.93406593 54.06593407],0
s1,1,0.968749,0.001535,[ 2 29] ; [ 4 56],[ 2.04395604 28.95604396] ; [ 3.95604396 56.04395604],0
