Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.402264,[ 9 27] ; [57  5],[24.24489796 11.75510204] ; [41.75510204 20.24489796],1
s7,1,0.0,25.658076,[10 26] ; [48 12],[21.75 14.25] ; [36.25 23.75],1
s8,1,2.2e-05,17.990412,[ 9 27] ; [43 19],[19.10204082 16.89795918] ; [32.89795918 29.10204082],1
v1,1,0.000193,13.893662,[12 22] ; [46 16],[20.54166667 13.45833333] ; [37.45833333 24.54166667],1
s6,1,0.000387,12.592408,[22 12] ; [56  4],[28.21276596  5.78723404] ; [49.78723404 10.21276596],1
v3,1,0.005707,7.640477,[ 7 28] ; [30 32],[13.35051546 21.64948454] ; [23.64948454 38.35051546],0
v4,1,0.014538,5.971644,[31  5] ; [61  1],[33.79591837  2.20408163] ; [58.20408163  3.79591837],0
n2,1,0.018442,5.553657,[4 3] ; [18  1],[5.92307692 1.07692308] ; [16.07692308  2.92307692],0
r2,1,0.048162,3.904329,[31  5] ; [60  2],[33.42857143  2.57142857] ; [57.57142857  4.42857143],0
a3,1,0.084128,2.983284,[22 13] ; [49 13],[25.6185567  9.3814433] ; [45.3814433 16.6185567],0
a1,1,0.09428,2.799731,[ 1 35] ; [ 8 54],[ 3.30612245 32.69387755] ; [ 5.69387755 56.30612245],0
d2,1,0.108967,2.569133,[24 12] ; [31 31],[20.20408163 15.79591837] ; [34.79591837 27.20408163],0
d3,1,0.127837,2.318572,[14 22] ; [34 28],[17.63265306 18.36734694] ; [30.36734694 31.63265306],0
d5,1,0.136897,2.212491,[27  9] ; [53  8],[29.69072165  6.30927835] ; [50.30927835 10.69072165],0
p12,1,0.141424,2.162402,[ 1 34] ; [ 7 54],[ 2.91666667 32.08333333] ; [ 5.08333333 55.91666667],0
b5,1,0.166224,1.91667,[ 9 27] ; [24 38],[12.12244898 23.87755102] ; [20.87755102 41.12244898],0
u3,1,0.168201,1.898901,[6 8] ; [9 4],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
p1,1,0.193429,1.691307,[ 6 30] ; [ 5 57],[ 4.04081633 31.95918367] ; [ 6.95918367 55.04081633],0
u2,1,0.239317,1.384615,[5 8] ; [8 5],[6.5 6.5] ; [6.5 6.5],0
r3,1,0.245107,1.350979,[32  4] ; [59  3],[33.42857143  2.57142857] ; [57.57142857  4.42857143],0
n3,1,0.307434,1.041667,[4 1] ; [11  9],[3. 2.] ; [12.  8.],0
a6,1,0.380126,0.770295,[16 20] ; [22 40],[13.95918367 22.04081633] ; [24.04081633 37.95918367],0
s4,1,0.41834,0.654975,[ 9 27] ; [20 41],[10.7628866 25.2371134] ; [18.2371134 42.7628866],0
p8,1,0.426675,0.631856,[18 18] ; [35 25],[19.875 16.125] ; [33.125 26.875],0
p6,1,0.431197,0.619596,[14 21] ; [29 31],[15.84210526 19.15789474] ; [27.15789474 32.84210526],0
r1,1,0.483747,0.490405,[30  6] ; [48 14],[28.65306122  7.34693878] ; [49.34693878 12.65306122],0
v2,1,0.51269,0.428574,[17 19] ; [33 28],[18.55670103 17.44329897] ; [31.44329897 29.55670103],0
r4,1,0.524317,0.405392,[31  5] ; [56  6],[31.95918367  4.04081633] ; [55.04081633  6.95918367],0
n4,1,0.538214,0.37886,[27  9] ; [49 12],[28.20618557  7.79381443] ; [47.79381443 13.20618557],0
a4,1,0.566546,0.328496,[17 19] ; [33 29],[18.36734694 17.63265306] ; [31.63265306 30.36734694],0
p2,1,0.615481,0.252271,[28  8] ; [50 11],[28.94845361  7.05154639] ; [49.05154639 11.94845361],0
s1,1,0.61913,0.247093,[ 1 35] ; [ 3 59],[ 1.46938776 34.53061224] ; [ 2.53061224 59.46938776],0
a8,1,0.622964,0.241723,[ 3 33] ; [ 7 54],[ 3.71134021 32.28865979] ; [ 6.28865979 54.71134021],0
d4,1,0.630582,0.231272,[30  6] ; [53  8],[30.80412371  5.19587629] ; [52.19587629  8.80412371],0
n1,1,0.658387,0.195489,[3 4] ; [10  9],[3.5 3.5] ; [9.5 9.5],0
b1,1,0.675158,0.175627,[19 17] ; [30 32],[18. 18.] ; [31. 31.],0
p9,1,0.702584,0.145798,[29  7] ; [51 10],[29.69072165  6.30927835] ; [50.30927835 10.69072165],0
p5,1,0.712989,0.135309,[ 6 30] ; [12 49],[ 6.68041237 29.31958763] ; [11.31958763 49.68041237],0
n5,1,0.795208,0.067368,[28  8] ; [48 12],[28.5  7.5] ; [47.5 12.5],0
p10,1,0.826198,0.048215,[29  7] ; [48 13],[28.57731959  7.42268041] ; [48.42268041 12.57731959],0
n6,1,0.827638,0.047407,[30  6] ; [51  9],[30.375  5.625] ; [50.625  9.375],0
b4,1,0.829288,0.04649,[24 12] ; [40 22],[23.51020408 12.48979592] ; [40.48979592 21.51020408],0
a5,1,0.831256,0.045408,[26 10] ; [46 16],[26.44897959  9.55102041] ; [45.55102041 16.44897959],0
d1,1,0.856001,0.03293,[21 15] ; [35 27],[20.57142857 15.42857143] ; [35.42857143 26.57142857],0
u1,1,0.876447,0.024172,[ 2 34] ; [ 3 59],[ 1.83673469 34.16326531] ; [ 3.16326531 58.83673469],0
p11,1,0.883997,0.021288,[28  8] ; [49 13],[28.28571429  7.71428571] ; [48.71428571 13.28571429],0
b3,1,0.927048,0.008383,[10 11] ; [21 22],[10.171875 10.828125] ; [20.828125 22.171875],0
b2,1,0.927048,0.008383,[10 11] ; [21 22],[10.171875 10.828125] ; [20.828125 22.171875],0
p3,1,0.964596,0.00197,[22 14] ; [37 24],[21.89690722 14.10309278] ; [37.10309278 23.89690722],0
p4,1,0.964596,0.00197,[22 14] ; [37 24],[21.89690722 14.10309278] ; [37.10309278 23.89690722],0
a2,1,0.978385,0.000734,[ 4 32] ; [ 7 55],[ 4.04081633 31.95918367] ; [ 6.95918367 55.04081633],0
p7,1,1.0,0.0,[27  9] ; [45 15],[27.  9.] ; [45. 15.],0
