Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,54.211765,[44  7] ; [24 78],[22.66666667 28.33333333] ; [45.33333333 56.66666667],1
s2,1,0.0,28.73452,[44 13] ; [36 72],[27.63636364 29.36363636] ; [52.36363636 55.63636364],1
s5,1,1e-06,23.982853,[29 23] ; [18 85],[15.76774194 36.23225806] ; [31.23225806 71.76774194],1
s6,1,3e-06,21.618541,[48  7] ; [54 54],[34.41717791 20.58282209] ; [67.58282209 40.41717791],1
p10,1,3.2e-05,17.287237,[43 12] ; [45 58],[30.63291139 24.36708861] ; [57.36708861 45.63291139],1
u1,1,3.3e-05,17.228039,[22 35] ; [12 96],[11.74545455 45.25454545] ; [22.25454545 85.74545455],1
p9,1,3.8e-05,16.970412,[48  8] ; [54 48],[36.15189873 19.84810127] ; [65.84810127 36.15189873],1
s3,1,0.00017,14.138156,[41 16] ; [44 63],[29.54268293 27.45731707] ; [55.45731707 51.54268293],1
n6,1,0.000254,13.379908,[48  8] ; [62 46],[37.56097561 18.43902439] ; [72.43902439 35.56097561],1
r4,1,0.0004,12.530482,[54  3] ; [77 31],[45.25454545 11.74545455] ; [85.74545455 22.25454545],1
p6,1,0.001176,10.527712,[26 31] ; [22 82],[16.99378882 40.00621118] ; [31.00621118 72.99378882],0
p4,1,0.00679,7.327725,[33 24] ; [38 68],[24.82822086 32.17177914] ; [46.17177914 59.82822086],0
p5,1,0.006921,7.293458,[ 8 49] ; [  3 102],[ 3.87037037 53.12962963] ; [ 7.12962963 97.87037037],0
p2,1,0.00715,7.234772,[45 12] ; [62 45],[37.18902439 19.81097561] ; [69.81097561 37.18902439],0
n5,1,0.007937,7.047534,[42 15] ; [56 51],[34.06097561 22.93902439] ; [63.93902439 43.06097561],0
r1,1,0.008226,6.983581,[50  6] ; [76 31],[43.28834356 12.71165644] ; [82.71165644 24.28834356],0
v4,1,0.013797,6.063975,[55  2] ; [90 18],[50.09090909  6.90909091] ; [94.90909091 13.09090909],0
d5,1,0.017278,5.667901,[53  4] ; [84 23],[47.61585366  9.38414634] ; [89.38414634 17.61585366],0
v1,1,0.024745,5.041622,[31 25] ; [40 68],[24.24390244 31.75609756] ; [46.75609756 61.24390244],0
a6,1,0.030739,4.667495,[46 11] ; [69 38],[39.9695122 17.0304878] ; [75.0304878 31.9695122],0
u3,1,0.036653,4.366445,[11  3] ; [17 20],[7.68627451 6.31372549] ; [20.31372549 16.68627451],0
p3,1,0.040399,4.201036,[27 30] ; [33 73],[20.98159509 36.01840491] ; [39.01840491 66.98159509],0
n4,1,0.048149,3.904762,[40 16] ; [60 48],[34.14634146 21.85365854] ; [65.85365854 42.14634146],0
p1,1,0.049681,3.852178,[ 9 47] ; [  7 101],[ 5.46341463 50.53658537] ; [10.53658537 97.46341463],0
r2,1,0.067669,3.338689,[55  1] ; [97 10],[52.2208589  3.7791411] ; [99.7791411  7.2208589],0
v3,1,0.070274,3.276599,[22 32] ; [28 77],[16.98113208 37.01886792] ; [33.01886792 71.98113208],0
d1,1,0.085424,2.958564,[37 20] ; [55 53],[31.78181818 25.21818182] ; [60.21818182 47.78181818],0
d2,1,0.091042,2.855851,[34 23] ; [49 58],[28.84756098 28.15243902] ; [54.15243902 52.84756098],0
v2,1,0.09784,2.740409,[30 25] ; [42 61],[25.06329114 29.93670886] ; [46.93670886 56.06329114],0
a2,1,0.144492,2.129462,[21 36] ; [28 80],[16.92727273 40.07272727] ; [32.07272727 75.92727273],0
r3,1,0.151094,2.061173,[52  5] ; [88 18],[48.95705521  8.04294479] ; [91.04294479 14.95705521],0
a8,1,0.162781,1.948202,[ 8 39] ; [ 9 90],[ 5.47260274 41.52739726] ; [11.52739726 87.47260274],0
a5,1,0.199903,1.643081,[43 14] ; [71 37],[39.38181818 17.61818182] ; [74.61818182 33.38181818],0
a3,1,0.200706,1.637227,[43 14] ; [69 36],[39.40740741 17.59259259] ; [72.59259259 32.40740741],0
n2,1,0.231998,1.428571,[14  4] ; [26 16],[12.  6.] ; [28. 14.],0
s1,1,0.236568,1.400932,[ 2 54] ; [ 9 97],[ 3.80246914 52.19753086] ; [ 7.19753086 98.80246914],0
u4,1,0.237687,1.394259,[ 2 55] ; [  1 107],[ 1.03636364 55.96363636] ; [  1.96363636 106.03636364],0
s4,1,0.244017,1.357239,[15 42] ; [20 88],[12.09090909 44.90909091] ; [22.90909091 85.09090909],0
a4,1,0.334339,0.932018,[29 28] ; [46 61],[26.06707317 30.93292683] ; [48.93292683 58.06707317],0
p7,1,0.385885,0.751868,[28 28] ; [45 60],[25.39130435 30.60869565] ; [47.60869565 57.39130435],0
a1,1,0.423956,0.639323,[ 2 55] ; [  7 101],[ 3.10909091 53.89090909] ; [  5.89090909 102.10909091],0
p8,1,0.554022,0.35016,[19 38] ; [30 74],[17.34782609 39.65217391] ; [31.65217391 72.34782609],0
n1,1,0.616954,0.250173,[ 8 10] ; [15 25],[ 7.13793103 10.86206897] ; [15.86206897 24.13793103],0
d3,1,0.62197,0.243108,[41 16] ; [80 26],[42.31288344 14.68711656] ; [78.68711656 27.31288344],0
u2,1,0.623808,0.240551,[7 6] ; [17 20],[6.24 6.76] ; [17.76 19.24],0
n3,1,0.629773,0.232369,[13  5] ; [27 14],[12.20338983  5.79661017] ; [27.79661017 13.20338983],0
d4,1,0.741014,0.109238,[46 11] ; [84 23],[45.18292683 11.81707317] ; [84.81707317 22.18292683],0
b4,1,0.765013,0.089344,[32 25] ; [58 50],[31.09090909 25.90909091] ; [58.90909091 49.09090909],0
