Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.014687,5.95366,[10 39] ; [3 1],[12.01886792 36.98113208] ; [0.98113208 3.01886792],0
v1,1,0.021895,5.25414,[11 38] ; [3 1],[12.94339623 36.05660377] ; [1.05660377 2.94339623],0
s7,1,0.02906,4.764061,[11 35] ; [3 1],[12.88 33.12] ; [1.12 2.88],0
p11,1,0.04232,4.122354,[13 36] ; [3 1],[14.79245283 34.20754717] ; [1.20754717 2.79245283],0
s8,1,0.06737,3.34596,[ 7 42] ; [2 2],[ 8.32075472 40.67924528] ; [0.67924528 3.32075472],0
p6,1,0.072036,3.236003,[ 7 41] ; [2 2],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
r1,1,0.089483,2.883656,[16 33] ; [3 1],[17.56603774 31.43396226] ; [1.43396226 2.56603774],0
s3,1,0.097666,2.743251,[11 36] ; [2 1],[12.22 34.78] ; [0.78 2.22],0
a7,1,0.157432,1.998721,[19 30] ; [3 1],[20.33962264 28.66037736] ; [1.66037736 2.33962264],0
b5,1,0.214317,1.542026,[21 28] ; [3 1],[22.18867925 26.81132075] ; [1.81132075 2.18867925],0
a6,1,0.246207,1.344701,[22 27] ; [3 1],[23.11320755 25.88679245] ; [1.88679245 2.11320755],0
s1,1,0.267996,1.226977,[ 4 45] ; [1 3],[ 4.62264151 44.37735849] ; [0.37735849 3.62264151],0
a5,1,0.280386,1.16522,[23 26] ; [3 1],[24.03773585 24.96226415] ; [1.96226415 2.03773585],0
d1,1,0.316385,1.003831,[13 36] ; [2 2],[13.86792453 35.13207547] ; [1.13207547 2.86792453],0
s6,1,0.316385,1.003831,[13 36] ; [2 2],[13.86792453 35.13207547] ; [1.13207547 2.86792453],0
d5,1,0.355612,0.853331,[25 24] ; [3 1],[25.88679245 23.11320755] ; [2.11320755 1.88679245],0
p1,1,0.369178,0.80643,[ 5 44] ; [1 3],[ 5.54716981 43.45283019] ; [0.45283019 3.54716981],0
n3,1,0.389961,0.739065,[11 16] ; [2 1],[11.7 15.3] ; [1.3 1.7],0
a2,1,0.468776,0.524861,[ 6 43] ; [1 3],[ 6.47169811 42.52830189] ; [0.52830189 3.47169811],0
r4,1,0.468776,0.524861,[ 6 43] ; [1 3],[ 6.47169811 42.52830189] ; [0.52830189 3.47169811],0
b1,1,0.48585,0.485704,[28 21] ; [3 1],[28.66037736 20.33962264] ; [2.33962264 1.66037736],0
p7,1,0.551515,0.35461,[ 9 38] ; [1 2],[ 9.4 37.6] ; [0.6 2.4],0
a4,1,0.582871,0.301617,[17 30] ; [2 2],[17.50980392 29.49019608] ; [1.49019608 2.50980392],0
n4,1,0.584712,0.298678,[30 19] ; [3 1],[30.50943396 18.49056604] ; [2.49056604 1.50943396],0
d2,1,0.621511,0.24375,[18 30] ; [2 2],[18.46153846 29.53846154] ; [1.53846154 2.46153846],0
p2,1,0.63795,0.221433,[18 31] ; [1 3],[17.56603774 31.43396226] ; [1.43396226 2.56603774],0
d3,1,0.658986,0.194758,[19 30] ; [2 2],[19.41509434 29.58490566] ; [1.58490566 2.41509434],0
s5,1,0.6721,0.179156,[ 8 40] ; [1 3],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
v2,1,0.6721,0.179156,[ 8 40] ; [1 3],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
u3,1,0.702918,0.145455,[ 8 14] ; [1 1],[ 8.25 13.75] ; [0.75 1.25],0
b3,1,0.717778,0.130631,[15 19] ; [1 2],[14.7027027 19.2972973] ; [1.2972973 1.7027027],0
b2,1,0.717778,0.130631,[15 19] ; [1 2],[14.7027027 19.2972973] ; [1.2972973 1.7027027],0
s2,1,0.744424,0.106277,[ 9 40] ; [1 3],[ 9.24528302 39.75471698] ; [0.75471698 3.24528302],0
a3,1,0.772823,0.083339,[27 20] ; [2 2],[26.7254902 20.2745098] ; [2.2745098 1.7254902],0
u2,1,0.802839,0.062338,[ 9 13] ; [1 1],[ 9.16666667 12.83333333] ; [0.83333333 1.16666667],0
v3,1,0.827634,0.047409,[10 39] ; [1 3],[10.16981132 38.83018868] ; [0.83018868 3.16981132],0
p4,1,0.844576,0.038433,[10 38] ; [1 3],[10.15384615 37.84615385] ; [0.84615385 3.15384615],0
n6,1,0.906126,0.013907,[23 26] ; [2 2],[23.11320755 25.88679245] ; [1.88679245 2.11320755],0
d4,1,0.968689,0.001541,[24 25] ; [2 2],[24.03773585 24.96226415] ; [1.96226415 2.03773585],0
