Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,233.256471,[ 68 238] ; [221  33],[157.91785714 148.08214286] ; [131.08214286 122.91785714],1
s6,1,0.0,99.953878,[134 173] ; [216  39],[191.19217082 115.80782918] ; [158.80782918  96.19217082],1
s7,1,0.0,86.516744,[ 78 213] ; [164  81],[131.38432836 159.61567164] ; [110.61567164 134.38432836],1
s8,1,0.0,62.772035,[ 77 231] ; [148 108],[122.87234043 185.12765957] ; [102.12765957 153.87234043],1
s5,1,0.0,58.89341,[ 45 260] ; [110 139],[ 85.33393502 219.66606498] ; [ 69.66606498 179.33393502],1
p10,1,1.4e-05,18.937108,[224  81] ; [224  30],[244.43649374  60.56350626] ; [203.56350626  50.43649374],1
p12,1,7e-05,15.821567,[ 13 294] ; [ 35 222],[ 26.12765957 280.87234043] ; [ 21.87234043 235.12765957],1
p9,1,0.000196,13.865989,[236  69] ; [226  27],[252.52688172  52.47311828] ; [209.47311828  43.52688172],1
p4,1,0.000198,13.853434,[158 151] ; [170  85],[179.70212766 129.29787234] ; [148.29787234 106.70212766],1
d1,1,0.000294,13.109394,[169 141] ; [179  79],[189.92957746 120.07042254] ; [158.07042254  99.92957746],1
u1,1,0.000444,12.336483,[ 47 263] ; [ 70 188],[ 63.8556338 246.1443662] ; [ 53.1443662 204.8556338],1
r2,1,0.000467,12.243165,[278  27] ; [250   5],[287.57142857  17.42857143] ; [240.42857143  14.57142857],1
n5,1,0.000469,12.235482,[203 105] ; [202  53],[221.56305506  86.43694494] ; [183.43694494  71.56305506],1
r4,1,0.000591,11.804635,[266  44] ; [244  14],[278.34507042  31.65492958] ; [231.65492958  26.34507042],1
v4,1,0.001302,10.33905,[282  27] ; [249   6],[290.92021277  18.07978723] ; [240.07978723  14.92021277],0
p6,1,0.001412,10.190481,[ 85 219] ; [104 151],[102.78354204 201.21645796] ; [ 86.21645796 168.78354204],0
n6,1,0.001526,10.046388,[238  71] ; [222  32],[252.46891652  56.53108348] ; [207.53108348  46.46891652],0
d4,1,0.001836,9.706913,[246  64] ; [228  28],[259.61130742  50.38869258] ; [214.38869258  41.61130742],0
d2,1,0.002757,8.961806,[131 179] ; [140 115],[148.69026549 161.30973451] ; [122.30973451 132.69026549],0
r1,1,0.004249,8.174266,[238  70] ; [221  34],[251.10479574  56.89520426] ; [207.89520426  47.10479574],0
v3,1,0.0054,7.740362,[106 196] ; [113 128],[121.80110497 180.19889503] ; [ 97.19889503 143.80110497],0
r3,1,0.006058,7.532906,[286  23] ; [251   6],[293.16784452  15.83215548] ; [243.83215548  13.16784452],0
u4,1,0.007678,7.107157,[  2 308] ; [ 10 248],[  6.54929577 303.45070423] ; [  5.45070423 252.54929577],0
n2,1,0.010453,6.555938,[50 30] ; [41  8],[56.43410853 23.56589147] ; [34.56589147 14.43410853],0
n4,1,0.011428,6.397503,[224  86] ; [209  48],[236.7372134  73.2627866] ; [196.2627866  60.7372134],0
a2,1,0.012554,6.230875,[ 74 236] ; [ 86 172],[ 87.32394366 222.67605634] ; [ 72.67605634 185.32394366],0
v1,1,0.027103,4.884231,[148 155] ; [144 103],[160.86545455 142.13454545] ; [131.13454545 115.86545455],0
a5,1,0.029083,4.762702,[219  91] ; [203  55],[230.31690141  79.68309859] ; [191.68309859  66.31690141],0
a8,1,0.045016,4.01805,[ 37 239] ; [ 47 188],[ 45.36986301 230.63013699] ; [ 38.63013699 196.36986301],0
p5,1,0.056793,3.628636,[ 28 280] ; [ 36 217],[ 35.1372549 272.8627451] ; [ 28.8627451 224.1372549],0
p3,1,0.059857,3.541335,[139 170] ; [135 120],[150.11702128 158.88297872] ; [123.88297872 131.11702128],0
p2,1,0.060696,3.518264,[247  62] ; [220  36],[255.40353982  53.59646018] ; [211.59646018  44.40353982],0
s1,1,0.07756,3.115295,[  8 299] ; [ 14 240],[ 12.03921569 294.96078431] ; [  9.96078431 244.03921569],0
p1,1,0.082204,3.020779,[ 23 285] ; [ 30 225],[ 28.9946714 279.0053286] ; [ 24.0053286 230.9946714],0
a3,1,0.10407,2.642043,[209  98] ; [191  66],[217.73049645  89.26950355] ; [182.26950355  74.73049645],0
p7,1,0.107012,2.597804,[179 125] ; [162  85],[188.13793103 115.86206897] ; [152.86206897  94.13793103],0
v2,1,0.11795,2.444338,[165 132] ; [153  93],[173.93370166 123.06629834] ; [144.06629834 101.93370166],0
u3,1,0.133122,2.255716,[56 44] ; [44 21],[60.60606061 39.39393939] ; [39.39393939 25.60606061],0
u2,1,0.153062,2.041462,[56 44] ; [43 21],[60.36585366 39.63414634] ; [38.63414634 25.36585366],0
b3,1,0.198969,1.649923,[ 60 121] ; [63 95],[ 65.67256637 115.32743363] ; [ 57.32743363 100.67256637],0
b2,1,0.198969,1.649923,[ 60 121] ; [63 95],[ 65.67256637 115.32743363] ; [ 57.32743363 100.67256637],0
a6,1,0.208298,1.583217,[246  64] ; [191  64],[239.7699115  70.2300885] ; [197.2300885  57.7699115],0
a4,1,0.231357,1.432496,[129 179] ; [121 137],[136.04240283 171.95759717] ; [113.95759717 144.04240283],0
d3,1,0.266466,1.234852,[229  80] ; [200  56],[234.62123894  74.37876106] ; [194.37876106  61.62123894],0
n3,1,0.332718,0.938292,[54 26] ; [37 12],[56.43410853 23.56589147] ; [34.56589147 14.43410853],0
b4,1,0.356316,0.850837,[178 132] ; [158 100],[183.38028169 126.61971831] ; [152.61971831 105.38028169],0
n1,1,0.432853,0.615157,[28 50] ; [21 28],[30.09448819 47.90551181] ; [18.90551181 30.09448819],0
a1,1,0.484139,0.489525,[ 14 296] ; [ 15 243],[ 15.82746479 294.17253521] ; [ 13.17253521 244.82746479],0
p8,1,0.485118,0.487337,[155 148] ; [138 117],[159.10215054 143.89784946] ; [133.89784946 121.10215054],0
b1,1,0.537941,0.379368,[110 200] ; [ 98 160],[113.52112676 196.47887324] ; [ 94.47887324 163.52112676],0
p11,1,0.540751,0.37415,[236  74] ; [202  56],[239.04929577  70.95070423] ; [198.95070423  59.04929577],0
b5,1,0.565803,0.329756,[191 119] ; [165  93],[194.29577465 115.70422535] ; [161.70422535  96.29577465],0
d5,1,0.656497,0.197807,[256  54] ; [215  41],[257.96819788  52.03180212] ; [213.03180212  42.96819788],0
