Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,107.317106,[225  48] ; [161 222],[160.63719512 112.36280488] ; [225.36280488 157.63719512],1
v1,1,0.0,36.570898,[194  80] ; [182 204],[156.0969697 117.9030303] ; [219.9030303 166.0969697],1
p12,1,5.8e-05,16.165908,[ 42 235] ; [ 23 371],[ 26.83308495 250.16691505] ; [ 38.16691505 355.83308495],1
s8,1,0.000152,14.346094,[157 117] ; [168 228],[132.91044776 141.08955224] ; [192.08955224 203.91044776],1
p3,1,0.000274,13.239769,[171 105] ; [189 207],[147.85714286 128.14285714] ; [212.14285714 183.85714286],1
p5,1,0.000278,13.21525,[ 51 226] ; [ 35 359],[ 35.50223547 241.49776453] ; [ 50.49776453 343.50223547],1
s7,1,0.000419,12.445833,[159 104] ; [177 205],[137.00465116 125.99534884] ; [198.99534884 183.00465116],1
n5,1,0.000454,12.294689,[235  42] ; [288 104],[216.54857997  60.45142003] ; [306.45142003  85.54857997],1
d1,1,0.0018,9.743207,[187  90] ; [220 176],[167.51708767 109.48291233] ; [239.48291233 156.51708767],0
n4,1,0.001949,9.596759,[236  41] ; [297  97],[220.03129657  56.96870343] ; [312.96870343  81.03129657],0
p8,1,0.00223,9.350094,[176  97] ; [206 186],[156.82105263 116.17894737] ; [225.17894737 166.82105263],0
p7,1,0.00226,9.325464,[202  70] ; [243 143],[183.95136778  88.04863222] ; [261.04863222 124.95136778],0
a1,1,0.006818,7.320424,[ 20 257] ; [ 11 385],[ 12.75928678 264.24071322] ; [ 18.24071322 377.75928678],0
p10,1,0.013177,6.14518,[263  14] ; [354  41],[254.32886905  22.67113095] ; [362.67113095  32.32886905],0
p1,1,0.022161,5.233101,[ 33 243] ; [ 27 368],[ 24.67958271 251.32041729] ; [ 35.32041729 359.67958271],0
p4,1,0.025365,4.998827,[186  89] ; [233 161],[172.23467862 102.76532138] ; [246.76532138 147.23467862],0
s4,1,0.027077,4.88587,[ 38 237] ; [ 80 311],[ 48.72372372 226.27627628] ; [ 69.27627628 321.72372372],0
n6,1,0.027279,4.873069,[252  23] ; [340  55],[242.98507463  32.01492537] ; [349.01492537  45.98507463],0
a5,1,0.029169,4.757632,[223  54] ; [290 106],[211.14561664  65.85438336] ; [301.85438336  94.14561664],0
a3,1,0.034455,4.471985,[215  60] ; [280 115],[203.17164179  71.82835821] ; [291.82835821 103.17164179],0
v4,1,0.038942,4.26338,[275   2] ; [384  12],[271.23774146   5.76225854] ; [387.76225854   8.23774146],0
u1,1,0.044125,4.051759,[ 61 216] ; [ 63 333],[ 51.0371471 225.9628529] ; [ 72.9628529 323.0371471],0
d2,1,0.053131,3.739794,[146 130] ; [179 216],[133.68107303 142.31892697] ; [191.31892697 203.68107303],0
u4,1,0.07558,3.157484,[  9 268] ; [  5 391],[  5.76225854 271.23774146] ; [  8.23774146 387.76225854],0
p6,1,0.124336,2.361834,[120 153] ; [149 243],[110.43157895 162.56842105] ; [158.56842105 233.43157895],0
s5,1,0.128023,2.316317,[111 157] ; [135 245],[101.74074074 166.25925926] ; [144.25925926 235.74074074],0
d3,1,0.128312,2.312812,[203  73] ; [269 126],[194.14605067  81.85394933] ; [277.85394933 117.14605067],0
s2,1,0.1339,2.246702,[157 119] ; [201 193],[147.47462687 128.52537313] ; [210.52537313 183.47462687],0
r1,1,0.152158,2.050484,[241  36] ; [326  67],[234.41641791  42.58358209] ; [332.58358209  60.41641791],0
p11,1,0.158172,1.991617,[238  39] ; [324  72],[231.31352155  45.68647845] ; [330.68647845  65.31352155],0
n1,1,0.185125,1.755995,[13 31] ; [38 54],[16.5 27.5] ; [34.5 57.5],0
b5,1,0.189721,1.719786,[161 116] ; [250 146],[169.16344725 107.83655275] ; [241.83655275 154.16344725],0
d5,1,0.200229,1.6407,[232  43] ; [318  77],[225.74626866  49.25373134] ; [324.25373134  70.74626866],0
d4,1,0.214125,1.543317,[235  40] ; [324  72],[229.09836066  45.90163934] ; [329.90163934  66.09836066],0
a4,1,0.227885,1.454016,[136 140] ; [176 219],[128.3338301 147.6661699] ; [183.6661699 211.3338301],0
u2,1,0.249016,1.328816,[39 23] ; [62 53],[35.37853107 26.62146893] ; [65.62146893 49.37853107],0
p2,1,0.296576,1.089529,[246  31] ; [340  55],[241.55059524  35.44940476] ; [344.44940476  50.55059524],0
a2,1,0.302355,1.063777,[ 74 203] ; [ 92 304],[ 68.32392273 208.67607727] ; [ 97.67607727 298.32392273],0
s3,1,0.31938,0.991483,[164 109] ; [222 173],[157.75149701 115.24850299] ; [228.24850299 166.75149701],0
r3,1,0.343352,0.897874,[274   3] ; [387   8],[272.46577381   4.53422619] ; [388.53422619   6.46577381],0
b3,1,0.365819,0.817816,[ 74 103] ; [ 86 144],[ 69.58230958 107.41769042] ; [ 90.41769042 139.58230958],0
b2,1,0.365819,0.817816,[ 74 103] ; [ 86 144],[ 69.58230958 107.41769042] ; [ 90.41769042 139.58230958],0
u3,1,0.439921,0.596488,[34 27] ; [71 44],[36.39204545 24.60795455] ; [68.60795455 46.39204545],0
b4,1,0.495144,0.46533,[164 113] ; [224 172],[159.69687964 117.30312036] ; [228.30312036 167.69687964],0
r2,1,0.621768,0.24339,[269   6] ; [383  11],[268.01195815   6.98804185] ; [383.98804185  10.01195815],0
s6,1,0.712909,0.135389,[196  74] ; [278 112],[193.90909091  76.09090909] ; [280.09090909 109.90909091],0
n2,1,0.722273,0.126325,[34 11] ; [72 20],[34.81751825 10.18248175] ; [71.18248175 20.81751825],0
n3,1,0.746985,0.104082,[34 11] ; [71 20],[34.74264706 10.25735294] ; [70.25735294 20.74264706],0
s1,1,0.769971,0.085505,[  6 267] ; [ 10 382],[  6.56842105 266.43157895] ; [  9.43157895 382.56842105],0
a7,1,0.880175,0.022725,[204  72] ; [294 101],[204.84053651  71.15946349] ; [293.15946349 101.84053651],0
a6,1,0.917561,0.010714,[192  83] ; [275 121],[191.39344262  83.60655738] ; [275.60655738 120.39344262],0
b1,1,0.924883,0.008889,[ 94 183] ; [133 263],[ 93.43090639 183.56909361] ; [133.56909361 262.43090639],0
a8,1,0.935729,0.006503,[ 37 210] ; [ 56 312],[ 37.35121951 209.64878049] ; [ 55.64878049 312.35121951],0
