Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.848345,[202  90] ; [30 50],[182.10752688 109.89247312] ; [49.89247312 30.10752688],1
p10,1,6.2e-05,16.053013,[222  67] ; [42 36],[207.89100817  81.10899183] ; [56.10899183 21.89100817],1
p11,1,0.000148,14.399706,[230  63] ; [46 34],[216.80428954  76.19571046] ; [59.19571046 20.80428954],1
n4,1,0.000149,14.38114,[209  84] ; [39 41],[194.80965147  98.19034853] ; [53.19034853 26.80965147],1
p9,1,0.000639,11.657417,[232  54] ; [49 29],[220.78571429  65.21428571] ; [60.21428571 17.78571429],1
r2,1,0.007926,7.050204,[276  13] ; [69 10],[270.9375  18.0625] ; [74.0625  4.9375],0
p7,1,0.034567,4.466419,[145 138] ; [29 48],[136.78333333 146.21666667] ; [37.21666667 39.78333333],0
s6,1,0.037623,4.321994,[169 119] ; [36 43],[160.8719346 127.1280654] ; [44.1280654 34.8719346],0
r4,1,0.038316,4.290922,[263  30] ; [65 15],[257.65147453  35.34852547] ; [70.34852547  9.65147453],0
b2,1,0.040973,4.177112,[ 63 100] ; [ 8 30],[ 57.57711443 105.42288557] ; [13.42288557 24.57711443],0
b3,1,0.040973,4.177112,[ 63 100] ; [ 8 30],[ 57.57711443 105.42288557] ; [13.42288557 24.57711443],0
a2,1,0.059571,3.549291,[ 60 233] ; [ 9 71],[ 54.20107239 238.79892761] ; [14.79892761 65.20107239],0
v3,1,0.064231,3.424632,[103 182] ; [18 55],[ 96.32681564 188.67318436] ; [24.67318436 48.32681564],0
p2,1,0.071896,3.239203,[216  76] ; [51 29],[209.58064516  82.41935484] ; [57.41935484 22.58064516],0
v4,1,0.080853,3.047673,[274  17] ; [69  9],[270.49593496  20.50406504] ; [72.50406504  5.49593496],0
s8,1,0.082964,3.005853,[107 185] ; [21 59],[100.47311828 191.52688172] ; [27.52688172 52.47311828],0
