Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6.2e-05,16.029611,[101  45] ; [23 36],[88.31219512 57.68780488] ; [35.68780488 23.31219512],1
s3,1,0.000131,14.622356,[111  34] ; [29 30],[99.50980392 45.49019608] ; [40.49019608 18.50980392],1
n5,1,0.004106,8.236342,[121  25] ; [38 21],[113.23902439  32.76097561] ; [45.76097561 13.23902439],0
a3,1,0.00556,7.687694,[117  29] ; [37 23],[109.14563107  36.85436893] ; [44.85436893 15.14563107],0
p5,1,0.01431,5.999468,[ 18 124] ; [ 1 59],[ 13.35643564 128.64356436] ; [ 5.64356436 54.35643564],0
p9,1,0.017521,5.643456,[133  12] ; [48 12],[128.02439024  16.97560976] ; [52.97560976  7.02439024],0
s6,1,0.020667,5.354689,[121  25] ; [41 19],[114.81553398  31.18446602] ; [47.18446602 12.81553398],0
v4,1,0.035088,4.440904,[142   3] ; [55  5],[139.34146341   5.65853659] ; [57.65853659  2.34146341],0
a7,1,0.05848,3.579969,[94 52] ; [46 13],[99.70731707 46.29268293] ; [40.29268293 18.70731707],0
n6,1,0.063892,3.433351,[129  17] ; [47 13],[124.73786408  21.26213592] ; [51.26213592  8.73786408],0
d4,1,0.09176,2.843224,[122  24] ; [44 16],[117.65048544  28.34951456] ; [48.34951456 11.65048544],0
r2,1,0.099628,2.711485,[138   6] ; [53  6],[135.48768473   8.51231527] ; [55.51231527  3.48768473],0
p11,1,0.12859,2.30945,[122  24] ; [55  5],[125.44660194  20.55339806] ; [51.55339806  8.44660194],0
p2,1,0.154581,2.026454,[119  26] ; [54  6],[122.36585366  22.63414634] ; [50.63414634  9.36585366],0
v1,1,0.167709,1.903302,[79 61] ; [26 31],[74.61928934 65.38071066] ; [30.38071066 26.61928934],0
d2,1,0.177633,1.817315,[75 71] ; [37 23],[79.37864078 66.62135922] ; [32.62135922 27.37864078],0
b2,1,0.197822,1.65838,[48 63] ; [13 28],[44.54605263 66.45394737] ; [16.45394737 24.54605263],0
b3,1,0.197822,1.65838,[48 63] ; [13 28],[44.54605263 66.45394737] ; [16.45394737 24.54605263],0
u4,1,0.223836,1.47961,[  8 138] ; [ 1 59],[  6.37864078 139.62135922] ; [ 2.62135922 57.37864078],0
a1,1,0.223836,1.47961,[  8 138] ; [ 1 59],[  6.37864078 139.62135922] ; [ 2.62135922 57.37864078],0
v3,1,0.258483,1.276865,[63 75] ; [21 36],[59.44615385 78.55384615] ; [24.55384615 32.44615385],0
p10,1,0.265249,1.241155,[125  20] ; [48 12],[122.36585366  22.63414634] ; [50.63414634  9.36585366],0
