Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,36.852204,[23 32] ; [264  65],[41.10677083 13.89322917] ; [245.89322917  83.10677083],1
s2,1,0.0,32.708747,[23 32] ; [261  71],[40.36175711 14.63824289] ; [243.63824289  88.36175711],1
s5,1,1.1e-05,19.344844,[10 43] ; [166 157],[24.80851064 28.19148936] ; [151.19148936 171.80851064],1
s8,1,0.000516,12.05839,[28 27] ; [244  86],[38.85714286 16.14285714] ; [233.14285714  96.85714286],1
p9,1,0.001379,10.233505,[43 12] ; [303  26],[49.55729167  5.44270833] ; [296.44270833  32.55729167],0
n5,1,0.007113,7.244305,[37 18] ; [274  57],[44.3134715 10.6865285] ; [266.6865285  64.3134715],0
a5,1,0.030892,4.65894,[38 17] ; [272  61],[43.94329897 11.05670103] ; [266.05670103  66.94329897],0
n6,1,0.040788,4.184783,[45 10] ; [300  30],[49.28571429  5.71428571] ; [295.71428571  34.28571429],0
s4,1,0.05781,3.599111,[ 6 49] ; [ 73 258],[11.25647668 43.74352332] ; [ 67.74352332 263.25647668],0
p5,1,0.059661,3.546784,[ 4 49] ; [ 59 271],[ 8.71801567 44.28198433] ; [ 54.28198433 275.71801567],0
r1,1,0.071628,3.245311,[45 10] ; [299  33],[48.88888889  6.11111111] ; [295.11111111  36.88888889],0
p12,1,0.077145,3.124043,[ 2 53] ; [ 38 293],[ 5.69948187 49.30051813] ; [ 34.30051813 296.69948187],0
a2,1,0.083526,2.994924,[11 44] ; [105 228],[16.44329897 38.55670103] ; [ 99.55670103 233.44329897],0
d1,1,0.08926,2.887662,[30 25] ; [221 112],[35.57989691 19.42010309] ; [215.42010309 117.57989691],0
d2,1,0.174274,1.845792,[26 29] ; [189 142],[30.63471503 24.36528497] ; [184.36528497 146.63471503],0
b1,1,0.175225,1.837665,[17 38] ; [135 198],[21.54639175 33.45360825] ; [130.45360825 202.54639175],0
b2,1,0.183876,1.766013,[21 18] ; [ 98 133],[17.18888889 21.81111111] ; [101.81111111 129.18888889],0
b3,1,0.183876,1.766013,[21 18] ; [ 98 133],[17.18888889 21.81111111] ; [101.81111111 129.18888889],0
a8,1,0.198406,1.654067,[11 34] ; [ 50 251],[ 7.93352601 37.06647399] ; [ 53.06647399 247.93352601],0
v1,1,0.218058,1.517108,[28 26] ; [198 128],[32.11578947 21.88421053] ; [193.88421053 132.11578947],0
d5,1,0.237575,1.394928,[43 12] ; [279  51],[46.  9.] ; [276.  54.],0
d4,1,0.241324,1.372843,[44 11] ; [284  46],[46.85714286  8.14285714] ; [281.14285714  48.85714286],0
s1,1,0.246099,1.345313,[ 1 54] ; [ 18 310],[ 2.72845953 52.27154047] ; [ 16.27154047 311.72845953],0
p11,1,0.266948,1.232361,[47  8] ; [263  70],[43.94329897 11.05670103] ; [266.05670103  66.94329897],0
u1,1,0.271225,1.210539,[11 44] ; [ 90 243],[14.31701031 40.68298969] ; [ 86.68298969 246.31701031],0
p3,1,0.294415,1.099322,[35 19] ; [190 142],[31.47668394 22.52331606] ; [193.52331606 138.47668394],0
p1,1,0.298418,1.08125,[ 4 51] ; [ 40 291],[ 6.26943005 48.73056995] ; [ 37.73056995 293.26943005],0
n1,1,0.313537,1.015719,[5 2] ; [35 33],[3.73333333 3.26666667] ; [36.26666667 31.73333333],0
p7,1,0.366847,0.814316,[42 13] ; [226  95],[39.20212766 15.79787234] ; [228.79787234  92.20212766],0
a1,1,0.437275,0.603423,[ 2 53] ; [ 21 312],[ 3.26030928 51.73969072] ; [ 19.73969072 313.26030928],0
p4,1,0.46718,0.528638,[35 20] ; [227 104],[37.33160622 17.66839378] ; [224.66839378 106.33160622],0
b5,1,0.492809,0.470387,[30 25] ; [198 135],[32.31958763 22.68041237] ; [195.68041237 137.31958763],0
b4,1,0.493886,0.468049,[29 26] ; [192 141],[31.32731959 23.67268041] ; [189.67268041 143.32731959],0
p8,1,0.521094,0.411727,[29 26] ; [187 139],[31.18110236 23.81889764] ; [184.81889764 141.18110236],0
r2,1,0.534505,0.38582,[54  1] ; [329   3],[54.43152455  0.56847545] ; [328.56847545   3.43152455],0
p10,1,0.545926,0.364666,[46  9] ; [286  44],[47.42857143  7.57142857] ; [284.57142857  45.42857143],0
a6,1,0.563508,0.333667,[39 16] ; [221 109],[37.14285714 17.85714286] ; [222.85714286 107.14285714],0
p6,1,0.617619,0.249228,[27 27] ; [152 176],[25.30366492 28.69633508] ; [153.69633508 174.30366492],0
a4,1,0.647359,0.209247,[26 29] ; [168 164],[27.57105943 27.42894057] ; [166.42894057 165.57105943],0
v2,1,0.661322,0.191922,[34 19] ; [197 126],[32.56117021 20.43882979] ; [198.43882979 124.56117021],0
d3,1,0.662967,0.189939,[39 16] ; [244  87],[40.3238342 14.6761658] ; [242.6761658  88.3238342],0
a7,1,0.670697,0.180788,[41 14] ; [239  94],[39.69072165 15.30927835] ; [240.30927835  92.69072165],0
p2,1,0.691583,0.157377,[48  7] ; [283  49],[47.04134367  7.95865633] ; [283.95865633  48.04134367],0
u2,1,0.728049,0.120911,[7 4] ; [40 18],[7.49275362 3.50724638] ; [39.50724638 18.49275362],0
v3,1,0.824696,0.049067,[25 26] ; [152 169],[24.26612903 26.73387097] ; [152.73387097 168.26612903],0
v4,1,0.846722,0.037366,[53  1] ; [328   5],[53.1627907  0.8372093] ; [327.8372093   5.1627907],0
a3,1,0.851195,0.035191,[44 10] ; [274  58],[44.48704663  9.51295337] ; [273.51295337  58.48704663],0
r3,1,0.862214,0.030122,[54  1] ; [327   5],[54.14728682  0.85271318] ; [326.85271318   5.14728682],0
n4,1,0.902055,0.015145,[46  9] ; [279  52],[46.30829016  8.69170984] ; [278.69170984  52.30829016],0
n2,1,0.926266,0.008564,[6 2] ; [52 16],[6.10526316 1.89473684] ; [51.89473684 16.10526316],0
u3,1,0.991582,0.000111,[8 3] ; [43 16],[8.01428571 2.98571429] ; [42.98571429 16.01428571],0
