Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.31557,[ 4 23] ; [43 18],[14.42045455 12.57954545] ; [32.57954545 28.42045455],1
p2,1,6e-05,16.10971,[15 12] ; [57  5],[21.84269663  5.15730337] ; [50.15730337 11.84269663],1
p6,1,6.3e-05,16.007158,[ 1 26] ; [29 32],[ 9.20454545 17.79545455] ; [20.79545455 40.20454545],1
r4,1,0.001088,10.671942,[19  8] ; [59  3],[23.66292135  3.33707865] ; [54.33707865  7.66292135],0
p9,1,0.003676,8.43741,[16 11] ; [53  8],[21.17045455  5.82954545] ; [47.82954545 13.17045455],0
p4,1,0.010807,6.496745,[10 16] ; [42 20],[15.36363636 10.63636364] ; [36.63636364 25.36363636],0
v4,1,0.013488,6.103925,[21  6] ; [58  3],[24.23863636  2.76136364] ; [54.76136364  6.23863636],0
p3,1,0.016309,5.7692,[10 17] ; [40 22],[15.16853933 11.83146067] ; [34.83146067 27.16853933],0
r3,1,0.032139,4.591067,[21  5] ; [59  3],[23.63636364  2.36363636] ; [56.36363636  5.63636364],0
v1,1,0.035618,4.415315,[ 7 20] ; [30 30],[11.48275862 15.51724138] ; [25.51724138 34.48275862],0
a6,1,0.048095,3.906656,[20  7] ; [32 30],[15.7752809 11.2247191] ; [36.2247191 25.7752809],0
p11,1,0.04874,3.884288,[17 10] ; [51 11],[20.62921348  6.37078652] ; [47.37078652 14.62921348],0
s8,1,0.055271,3.6739,[ 5 22] ; [24 37],[ 8.89772727 18.10227273] ; [20.10227273 40.89772727],0
a5,1,0.075452,3.160243,[17 10] ; [50 12],[20.3258427  6.6741573] ; [46.6741573 15.3258427],0
p10,1,0.078069,3.104652,[18  8] ; [53  9],[20.97727273  5.02272727] ; [50.02272727 11.97727273],0
s3,1,0.109678,2.558856,[ 2 25] ; [13 48],[ 4.60227273 22.39772727] ; [10.39772727 50.60227273],0
n4,1,0.111392,2.534354,[17 10] ; [49 13],[20.02247191  6.97752809] ; [45.97752809 16.02247191],0
s4,1,0.130788,2.283132,[ 2 24] ; [13 49],[ 4.43181818 21.56818182] ; [10.56818182 51.43181818],0
v3,1,0.154162,2.030577,[ 6 21] ; [23 38],[ 8.89772727 18.10227273] ; [20.10227273 40.89772727],0
n3,1,0.169202,1.89,[3 3] ; [12  3],[4.28571429 1.71428571] ; [10.71428571  4.28571429],0
v2,1,0.184146,1.763839,[12 15] ; [37 25],[14.86516854 12.13483146] ; [34.13483146 27.86516854],0
b1,1,0.249201,1.32778,[14 13] ; [24 38],[11.52808989 15.47191011] ; [26.47191011 35.52808989],0
a8,1,0.267846,1.227748,[ 2 21] ; [11 48],[ 3.64634146 19.35365854] ; [ 9.35365854 49.64634146],0
a1,1,0.277964,1.17702,[ 3 24] ; [ 3 59],[ 1.82022472 25.17977528] ; [ 4.17977528 57.82022472],0
d5,1,0.279758,1.168264,[20  7] ; [52 10],[21.84269663  5.15730337] ; [50.15730337 11.84269663],0
n1,1,0.338352,0.916667,[4 2] ; [7 9],[3. 3.] ; [8. 8.],0
r2,1,0.34471,0.892838,[23  4] ; [56  5],[24.23863636  2.76136364] ; [54.76136364  6.23863636],0
s7,1,0.404034,0.696286,[ 7 19] ; [21 37],[ 8.66666667 17.33333333] ; [19.33333333 38.66666667],0
a7,1,0.436792,0.604696,[17  9] ; [35 27],[15.36363636 10.63636364] ; [36.63636364 25.36363636],0
d3,1,0.445019,0.583308,[18  9] ; [36 26],[16.38202247 10.61797753] ; [37.61797753 24.38202247],0
p5,1,0.456628,0.554148,[ 5 22] ; [16 46],[ 6.37078652 20.62921348] ; [14.62921348 47.37078652],0
n5,1,0.467643,0.52754,[18  9] ; [46 16],[19.41573034  7.58426966] ; [44.58426966 17.41573034],0
p1,1,0.490476,0.475481,[ 5 22] ; [ 8 54],[ 3.94382022 23.05617978] ; [ 9.05617978 52.94382022],0
r1,1,0.490476,0.475481,[22  5] ; [54  8],[23.05617978  3.94382022] ; [52.94382022  9.05617978],0
b5,1,0.514165,0.425582,[12 15] ; [23 39],[10.61797753 16.38202247] ; [24.38202247 37.61797753],0
n2,1,0.590726,0.289211,[4 3] ; [11  5],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
n6,1,0.633535,0.227298,[22  5] ; [53  9],[22.75280899  4.24719101] ; [52.24719101  9.75280899],0
s6,1,0.659906,0.193638,[17 10] ; [40 19],[17.89534884  9.10465116] ; [39.10465116 19.89534884],0
u3,1,0.685734,0.163743,[5 4] ; [ 9 10],[4.5 4.5] ; [9.5 9.5],0
d1,1,0.716819,0.131561,[15 12] ; [37 25],[15.7752809 11.2247191] ; [36.2247191 25.7752809],0
a3,1,0.719723,0.128759,[18  9] ; [43 18],[18.71590909  8.28409091] ; [42.28409091 18.71590909],0
u1,1,0.73452,0.115002,[ 4 23] ; [11 51],[ 4.5505618 22.4494382] ; [10.4494382 51.5505618],0
a2,1,0.73452,0.115002,[ 4 23] ; [11 51],[ 4.5505618 22.4494382] ; [10.4494382 51.5505618],0
u2,1,0.785351,0.074176,[4 5] ; [9 9],[4.33333333 4.66666667] ; [8.66666667 9.33333333],0
d4,1,0.788461,0.07199,[22  4] ; [51 11],[21.56818182  4.43181818] ; [51.43181818 10.56818182],0
p12,1,0.855547,0.03314,[ 3 24] ; [ 6 55],[ 2.76136364 24.23863636] ; [ 6.23863636 54.76136364],0
b4,1,0.881318,0.02229,[17 10] ; [38 24],[16.68539326 10.31460674] ; [38.31460674 23.68539326],0
