Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.282764,[102  59] ; [28 95],[73.6971831 87.3028169] ; [56.3028169 66.6971831],1
s2,1,0.0,40.571493,[86 77] ; [ 20 104],[ 60.20209059 102.79790941] ; [45.79790941 78.20209059],1
s8,1,0.0,30.3715,[87 75] ; [27 98],[64.34843206 97.65156794] ; [49.65156794 75.34843206],1
s7,1,1e-06,24.26215,[86 71] ; [29 87],[66.13553114 90.86446886] ; [48.86446886 67.13553114],1
r4,1,0.001349,10.274182,[152  11] ; [101  24],[143.19097222  19.80902778] ; [109.80902778  15.19097222],0
p4,1,0.002932,8.849575,[124  39] ; [74 50],[112.45296167  50.54703833] ; [85.54703833 38.45296167],0
s4,1,0.005609,7.671772,[ 26 135] ; [  7 118],[ 18.57692308 142.42307692] ; [ 14.42307692 110.57692308],0
r3,1,0.005858,7.59336,[158   5] ; [111  14],[152.24652778  10.75347222] ; [116.75347222   8.24652778],0
u2,1,0.012185,6.283693,[36 15] ; [23 27],[29.79207921 21.20792079] ; [29.20792079 20.79207921],0
p5,1,0.019804,5.429113,[ 19 144] ; [  5 120],[ 13.58333333 149.41666667] ; [ 10.41666667 114.58333333],0
n5,1,0.048867,3.879907,[128  34] ; [86 39],[120.79442509  41.20557491] ; [93.20557491 31.79442509],0
p6,1,0.055014,3.681668,[74 89] ; [42 81],[66.11188811 96.88811189] ; [49.88811189 73.11188811],0
p2,1,0.084481,2.976512,[149  13] ; [107  18],[144.50174216  17.49825784] ; [111.49825784  13.50174216],0
p12,1,0.088372,2.903781,[ 15 148] ; [  5 119],[ 11.35888502 151.64111498] ; [  8.64111498 115.35888502],0
u4,1,0.115589,2.476092,[  6 157] ; [  1 124],[  3.96180556 159.03819444] ; [  3.03819444 121.96180556],0
d4,1,0.116485,2.463958,[136  27] ; [95 30],[130.73958333  32.26041667] ; [100.26041667  24.73958333],0
n4,1,0.119419,2.42492,[129  34] ; [89 36],[123.38194444  39.61805556] ; [94.61805556 30.38194444],0
a3,1,0.127473,2.323015,[112  50] ; [75 49],[105.92307692  56.07692308] ; [81.07692308 42.92307692],0
u3,1,0.130693,2.28425,[29 20] ; [22 28],[25.24242424 23.75757576] ; [25.75757576 24.24242424],0
p7,1,0.168634,1.895048,[127  33] ; [89 34],[122.12014134  37.87985866] ; [93.87985866 29.12014134],0
r1,1,0.176106,1.830183,[133  30] ; [93 31],[128.3554007  34.6445993] ; [97.6445993 26.3554007],0
a5,1,0.245339,1.34965,[121  42] ; [85 40],[116.59027778  46.40972222] ; [89.40972222 35.59027778],0
u1,1,0.245602,1.348147,[ 23 140] ; [ 12 113],[ 19.80902778 143.19097222] ; [ 15.19097222 109.80902778],0
p3,1,0.337236,0.920909,[96 67] ; [66 58],[92.00696864 70.99303136] ; [69.99303136 54.00696864],0
a8,1,0.359435,0.839866,[ 21 123] ; [ 12 100],[ 18.5625 125.4375] ; [14.4375 97.5625],0
v1,1,0.376397,0.782438,[86 73] ; [60 63],[82.31914894 76.68085106] ; [63.68085106 59.31914894],0
a6,1,0.433822,0.61257,[114  49] ; [82 43],[110.93055556  52.06944444] ; [85.06944444 39.93055556],0
d5,1,0.444915,0.583572,[130  33] ; [95 30],[127.34375  35.65625] ; [97.65625 27.34375],0
s1,1,0.447286,0.57752,[  4 159] ; [  5 119],[  5.11149826 157.88850174] ; [  3.88850174 120.11149826],0
p10,1,0.447643,0.576613,[135  27] ; [99 25],[132.54545455  29.45454545] ; [101.45454545  22.54545455],0
v2,1,0.455136,0.557829,[83 75] ; [69 52],[86.07885305 71.92114695] ; [65.92114695 55.07885305],0
p9,1,0.471108,0.519377,[139  24] ; [101  22],[136.78321678  26.21678322] ; [103.21678322  19.78321678],0
b5,1,0.502077,0.450543,[98 65] ; [80 45],[100.74305556  62.25694444] ; [77.25694444 47.74305556],0
n3,1,0.525131,0.403805,[13 10] ; [17  9],[14.08163265  8.91836735] ; [15.91836735 10.08163265],0
r2,1,0.52952,0.395313,[148  11] ; [112  11],[146.59574468  12.40425532] ; [113.40425532   9.59574468],0
a1,1,0.535753,0.383468,[  6 157] ; [  3 122],[  5.09375 157.90625] ; [  3.90625 121.09375],0
n1,1,0.605842,0.266275,[ 9 14] ; [ 8 17],[ 8.14583333 14.85416667] ; [ 8.85416667 16.14583333],0
p1,1,0.612972,0.25587,[ 14 148] ; [ 13 112],[ 15.24041812 146.75958188] ; [ 11.75958188 113.24041812],0
v4,1,0.617956,0.248752,[155   7] ; [118   7],[154.09756098   7.90243902] ; [118.90243902   6.09756098],0
p11,1,0.68356,0.166146,[136  27] ; [102  23],[134.70138889  28.29861111] ; [103.29861111  21.70138889],0
a2,1,0.694917,0.153814,[ 33 130] ; [ 23 102],[ 31.69444444 131.30555556] ; [ 24.30555556 100.69444444],0
n2,1,0.71729,0.131104,[17  6] ; [18  8],[16.42857143  6.57142857] ; [18.57142857  7.42857143],0
d3,1,0.748237,0.103019,[115  48] ; [86 39],[113.76041667  49.23958333] ; [87.23958333 37.76041667],0
b1,1,0.748298,0.102967,[ 63 100] ; [46 79],[ 61.69097222 101.30902778] ; [47.30902778 77.69097222],0
a7,1,0.766428,0.088239,[123  39] ; [93 32],[121.92334495  40.07665505] ; [94.07665505 30.92334495],0
n6,1,0.781903,0.076641,[134  28] ; [101  23],[133.11188811  28.88811189] ; [101.88811189  22.11188811],0
b2,1,0.805591,0.060574,[30 64] ; [22 51],[29.26946108 64.73053892] ; [22.73053892 50.26946108],0
