Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.01749,5.646489,[2 3] ; [ 7 82],[0.4787234 4.5212766] ; [ 8.5212766 80.4787234],0
a8,1,0.022496,5.207036,[2 2] ; [ 9 73],[0.51162791 3.48837209] ; [10.48837209 71.51162791],0
s2,1,0.040315,4.204574,[4 1] ; [30 57],[1.84782609 3.15217391] ; [32.15217391 54.84782609],0
s8,1,0.063861,3.434173,[4 1] ; [34 55],[2.0212766 2.9787234] ; [35.9787234 53.0212766],0
a4,1,0.100743,2.693734,[3 2] ; [23 65],[1.39784946 3.60215054] ; [24.60215054 63.39784946],0
b4,1,0.167953,1.901124,[1 4] ; [46 43],[2.5 2.5] ; [44.5 44.5],0
s3,1,0.183524,1.768852,[4 1] ; [43 44],[2.55434783 2.44565217] ; [44.44565217 42.55434783],0
b5,1,0.235013,1.410262,[4 1] ; [47 42],[2.71276596 2.28723404] ; [48.28723404 40.71276596],0
s5,1,0.251534,1.314761,[2 2] ; [21 65],[1.02222222 2.97777778] ; [21.97777778 64.02222222],0
v4,1,0.350093,0.873118,[4 1] ; [81  7],[4.56989247 0.43010753] ; [80.43010753  7.56989247],0
a6,1,0.362441,0.829419,[4 1] ; [53 36],[3.03191489 1.96808511] ; [53.96808511 35.03191489],0
p6,1,0.387942,0.745382,[3 2] ; [36 53],[2.07446809 2.92553191] ; [36.92553191 52.07446809],0
b2,1,0.434306,0.61128,[2 3] ; [14 44],[1.26984127 3.73015873] ; [14.73015873 43.26984127],0
b3,1,0.434306,0.61128,[2 3] ; [14 44],[1.26984127 3.73015873] ; [14.73015873 43.26984127],0
b1,1,0.478888,0.501395,[3 2] ; [39 50],[2.23404255 2.76595745] ; [39.76595745 49.23404255],0
p7,1,0.566836,0.328005,[3 2] ; [64 25],[3.56382979 1.43617021] ; [63.43617021 25.56382979],0
v2,1,0.575213,0.314037,[3 2] ; [41 46],[2.39130435 2.60869565] ; [41.60869565 45.39130435],0
p3,1,0.593915,0.284271,[3 1] ; [55 34],[2.49462366 1.50537634] ; [55.50537634 33.49462366],0
r1,1,0.612507,0.25654,[4 1] ; [61 27],[3.49462366 1.50537634] ; [61.50537634 26.49462366],0
v1,1,0.628039,0.234729,[3 2] ; [43 45],[2.47311828 2.52688172] ; [43.52688172 44.47311828],0
p11,1,0.657733,0.196289,[4 1] ; [63 26],[3.56382979 1.43617021] ; [63.43617021 25.56382979],0
s6,1,0.676214,0.174419,[2 2] ; [52 34],[2.4 1.6] ; [51.6 34.4],0
p8,1,0.71866,0.129781,[3 2] ; [45 42],[2.60869565 2.39130435] ; [45.39130435 41.60869565],0
p5,1,0.750519,0.101095,[1 4] ; [13 75],[0.75268817 4.24731183] ; [13.24731183 74.75268817],0
p9,1,0.811228,0.057045,[4 1] ; [67 22],[3.77659574 1.22340426] ; [67.22340426 21.77659574],0
v3,1,0.828231,0.047076,[2 3] ; [31 57],[1.77419355 3.22580645] ; [31.22580645 56.77419355],0
p1,1,0.855473,0.033175,[1 4] ; [15 74],[0.85106383 4.14893617] ; [15.14893617 73.85106383],0
n5,1,0.887175,0.02013,[4 1] ; [68 20],[3.87096774 1.12903226] ; [68.12903226 19.87096774],0
