Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.059978,[ 4 42] ; [9 3],[10.31034483 35.68965517] ; [2.68965517 9.31034483],1
r4,1,0.000141,14.483889,[ 5 45] ; [7 5],[ 9.67741935 40.32258065] ; [2.32258065 9.67741935],1
s6,1,0.001383,10.228956,[10 40] ; [8 4],[14.51612903 35.48387097] ; [3.48387097 8.51612903],0
s3,1,0.001412,10.190672,[ 9 37] ; [8 4],[13.48275862 32.51724138] ; [3.51724138 8.48275862],0
r1,1,0.001966,9.580586,[17 33] ; [10  2],[21.77419355 28.22580645] ; [5.22580645 6.77419355],0
s2,1,0.00277,8.9528,[ 6 44] ; [6 6],[ 9.67741935 40.32258065] ; [2.32258065 9.67741935],0
p2,1,0.00751,7.146752,[16 33] ; [9 3],[20.08196721 28.91803279] ; [4.91803279 7.08196721],0
p10,1,0.00828,6.971875,[20 29] ; [10  2],[24.09836066 24.90163934] ; [5.90163934 6.09836066],0
n6,1,0.011948,6.318638,[21 28] ; [10  2],[24.90163934 24.09836066] ; [6.09836066 5.90163934],0
p9,1,0.016701,5.727514,[21 26] ; [10  2],[24.69491525 22.30508475] ; [6.30508475 5.69491525],0
p4,1,0.035435,4.424069,[13 36] ; [7 5],[16.06557377 32.93442623] ; [3.93442623 8.06557377],0
n2,1,0.067519,3.342339,[11 13] ; [8 2],[13.41176471 10.58823529] ; [5.58823529 4.41176471],0
p3,1,0.08246,3.015741,[12 37] ; [6 6],[14.45901639 34.54098361] ; [3.54098361 8.45901639],0
n5,1,0.09887,2.723678,[34 16] ; [11  1],[36.29032258 13.70967742] ; [8.70967742 3.29032258],0
p12,1,0.108726,2.572644,[ 2 48] ; [ 2 10],[ 3.22580645 46.77419355] ; [ 0.77419355 11.22580645],0
v3,1,0.109364,2.563386,[11 39] ; [5 6],[13.1147541 36.8852459] ; [2.8852459 8.1147541],0
s5,1,0.11541,2.478526,[ 7 43] ; [4 8],[ 8.87096774 41.12903226] ; [2.12903226 9.87096774],0
n4,1,0.129248,2.301515,[30 20] ; [10  2],[32.25806452 17.74193548] ; [7.74193548 4.25806452],0
n1,1,0.132184,2.266667,[10 14] ; [7 3],[12. 12.] ; [5. 5.],0
p8,1,0.156416,2.008537,[14 35] ; [6 6],[16.06557377 32.93442623] ; [3.93442623 8.06557377],0
d2,1,0.172721,1.859163,[18 31] ; [7 5],[20.08196721 28.91803279] ; [4.91803279 7.08196721],0
p6,1,0.173559,1.851933,[ 5 44] ; [3 9],[ 6.42622951 42.57377049] ; [ 1.57377049 10.42622951],0
p5,1,0.183775,1.766827,[ 5 43] ; [3 9],[ 6.4 41.6] ; [ 1.6 10.4],0
p11,1,0.188638,1.728223,[15 35] ; [6 6],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
v2,1,0.19044,1.714213,[ 9 40] ; [4 7],[10.61666667 38.38333333] ; [2.38333333 8.61666667],0
u2,1,0.21371,1.546111,[ 6 14] ; [2 1],[ 6.95652174 13.04347826] ; [1.04347826 1.95652174],0
r2,1,0.226819,1.460701,[32 17] ; [10  2],[33.73770492 15.26229508] ; [8.26229508 3.73770492],0
a7,1,0.307252,1.042451,[21 29] ; [7 5],[22.58064516 27.41935484] ; [5.41935484 6.58064516],0
d3,1,0.307252,1.042451,[21 29] ; [7 5],[22.58064516 27.41935484] ; [5.41935484 6.58064516],0
a5,1,0.359237,0.84056,[26 24] ; [8 4],[27.41935484 22.58064516] ; [6.58064516 5.41935484],0
a6,1,0.359237,0.84056,[26 24] ; [8 4],[27.41935484 22.58064516] ; [6.58064516 5.41935484],0
b5,1,0.371514,0.798593,[22 28] ; [7 5],[23.38709677 26.61290323] ; [5.61290323 6.38709677],0
a3,1,0.416793,0.659341,[30 18] ; [9 3],[31.2 16.8] ; [7.8 4.2],0
d5,1,0.426772,0.631591,[27 23] ; [8 4],[28.22580645 21.77419355] ; [6.77419355 5.22580645],0
d4,1,0.426772,0.631591,[27 23] ; [8 4],[28.22580645 21.77419355] ; [6.77419355 5.22580645],0
b4,1,0.469655,0.522787,[32 18] ; [9 3],[33.06451613 16.93548387] ; [7.93548387 4.06451613],0
n3,1,0.517585,0.418703,[11 13] ; [3 6],[10.18181818 13.81818182] ; [3.81818182 5.18181818],0
d1,1,0.525168,0.403732,[16 34] ; [5 7],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
u1,1,0.529864,0.394652,[ 2 48] ; [ 1 11],[ 2.41935484 47.58064516] ; [ 0.58064516 11.41935484],0
v1,1,0.618155,0.24847,[17 33] ; [5 7],[17.74193548 32.25806452] ; [4.25806452 7.74193548],0
a2,1,0.66498,0.187531,[ 6 44] ; [ 2 10],[ 6.4516129 43.5483871] ; [ 1.5483871 10.4516129],0
b2,1,0.668701,0.183125,[14 20] ; [3 6],[13.44186047 20.55813953] ; [3.55813953 5.44186047],0
b3,1,0.668701,0.183125,[14 20] ; [3 6],[13.44186047 20.55813953] ; [3.55813953 5.44186047],0
p7,1,0.698002,0.150558,[16 32] ; [3 8],[15.45762712 32.54237288] ; [3.54237288 7.45762712],0
u3,1,0.759209,0.093954,[ 5 15] ; [1 2],[ 5.2173913 14.7826087] ; [0.7826087 2.2173913],0
b1,1,0.915825,0.011171,[30 20] ; [7 5],[29.83870968 20.16129032] ; [7.16129032 4.83870968],0
p1,1,0.955034,0.003179,[ 8 42] ; [ 2 10],[ 8.06451613 41.93548387] ; [ 1.93548387 10.06451613],0
a4,1,1.0,0.0,[16 32] ; [4 8],[16. 32.] ; [4. 8.],0
