Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,87.094305,[326  12] ; [70 40],[298.76785714  39.23214286] ; [97.23214286 12.76785714],1
r2,1,0.0,41.065054,[328   7] ; [88 21],[313.87387387  21.12612613] ; [102.12612613   6.87387387],1
a5,1,1.2e-05,19.106246,[240  98] ; [53 57],[221.05803571 116.94196429] ; [71.94196429 38.05803571],1
a6,1,4e-05,16.874851,[249  89] ; [58 52],[231.62053571 106.37946429] ; [75.37946429 34.62053571],1
r3,1,7.8e-05,15.614914,[324  13] ; [94 16],[315.13646532  21.86353468] ; [102.86353468   7.13646532],1
d1,1,7.9e-05,15.574095,[193 145] ; [39 71],[175.03571429 162.96428571] ; [56.96428571 53.03571429],1
d4,1,0.001232,10.441531,[276  61] ; [74 36],[263.87024609  73.12975391] ; [86.12975391 23.87024609],0
v2,1,0.001431,10.165545,[175 142] ; [40 67],[160.74292453 156.25707547] ; [54.25707547 52.74292453],0
a7,1,0.001511,10.065591,[256  80] ; [66 43],[243.12808989  92.87191011] ; [78.87191011 30.12808989],0
p11,1,0.001751,9.794302,[273  65] ; [73 37],[261.04464286  76.95535714] ; [84.95535714 25.04464286],0
a2,1,0.002747,8.968383,[ 70 268] ; [  9 101],[ 59.60267857 278.39732143] ; [19.39732143 90.60267857],0
d5,1,0.004415,8.104652,[271  67] ; [73 36],[260.1163311  77.8836689] ; [83.8836689 25.1163311],0
n4,1,0.005708,7.640129,[238  99] ; [62 48],[226.17449664 110.82550336] ; [73.82550336 36.17449664],0
u1,1,0.005724,7.635199,[ 44 294] ; [  4 106],[ 36.21428571 301.78571429] ; [11.78571429 98.21428571],0
d3,1,0.013063,6.160498,[229 109] ; [59 49],[218.26008969 119.73991031] ; [69.73991031 38.26008969],0
v1,1,0.015551,5.85299,[169 160] ; [41 67],[158.1006865 170.8993135] ; [51.8993135 56.1006865],0
u3,1,0.026971,4.892649,[75 49] ; [22 30],[68.34090909 55.65909091] ; [28.65909091 23.34090909],0
a1,1,0.027948,4.831301,[  9 329] ; [  8 102],[ 12.82589286 325.17410714] ; [  4.17410714 105.82589286],0
p4,1,0.028339,4.807318,[173 160] ; [43 65],[163.10204082 169.89795918] ; [52.89795918 55.10204082],0
s8,1,0.031057,4.649797,[ 71 266] ; [13 97],[ 63.32885906 273.67114094] ; [20.67114094 89.32885906],0
v3,1,0.042806,4.103033,[111 210] ; [26 82],[102.51048951 218.48951049] ; [34.48951049 73.51048951],0
a3,1,0.048961,3.876675,[212 125] ; [57 52],[203.25784753 133.74215247] ; [65.74215247 43.25784753],0
p7,1,0.052053,3.774065,[193 135] ; [52 56],[184.31192661 143.68807339] ; [60.68807339 47.31192661],0
p2,1,0.052057,3.773939,[272  63] ; [79 30],[264.83108108  70.16891892] ; [86.16891892 22.83108108],0
p10,1,0.055759,3.659249,[255  78] ; [72 35],[247.47954545  85.52045455] ; [79.52045455 27.47954545],0
p8,1,0.057283,3.614345,[164 168] ; [42 66],[155.43636364 176.56363636] ; [50.56363636 57.43636364],0
b1,1,0.061051,3.508608,[117 221] ; [49 61],[125.24107143 212.75892857] ; [40.75892857 69.24107143],0
a4,1,0.093953,2.805304,[137 199] ; [35 75],[129.57847534 206.42152466] ; [42.42152466 67.57847534],0
p3,1,0.096995,2.754279,[139 197] ; [35 73],[131.67567568 204.32432432] ; [42.32432432 65.67567568],0
n5,1,0.098277,2.733281,[228 106] ; [65 44],[220.90744921 113.09255079] ; [72.09255079 36.90744921],0
s6,1,0.10812,2.581494,[173 157] ; [47 61],[165.75342466 164.24657534] ; [54.24657534 53.75342466],0
b4,1,0.11416,2.495672,[210 128] ; [59 51],[202.95089286 135.04910714] ; [66.04910714 43.95089286],0
a8,1,0.191069,1.709353,[ 35 275] ; [ 7 96],[ 31.52542373 278.47457627] ; [10.47457627 92.52542373],0
s5,1,0.238952,1.386765,[ 76 249] ; [19 87],[ 71.63573086 253.36426914] ; [23.36426914 82.63573086],0
d2,1,0.279778,1.16817,[143 193] ; [40 69],[138.1752809 197.8247191] ; [44.8247191 64.1752809],0
n3,1,0.289471,1.122078,[60 17] ; [24 11],[57.75 19.25] ; [26.25  8.75],0
s1,1,0.335793,0.926428,[  8 322] ; [  1 108],[  6.76537585 323.23462415] ; [  2.23462415 106.76537585],0
p12,1,0.412696,0.671022,[ 19 316] ; [  4 105],[ 17.3536036 317.6463964] ; [  5.6463964 103.3536036],0
n1,1,0.41275,0.670867,[24 53] ; [ 8 26],[22.1981982 54.8018018] ; [ 9.8018018 24.1981982],0
b5,1,0.46118,0.54303,[208 130] ; [72 38],[211.25 126.75] ; [68.75 41.25],0
n2,1,0.465158,0.533455,[55 23] ; [27  8],[56.60176991 21.39823009] ; [25.39823009  9.60176991],0
n6,1,0.485965,0.485448,[270  66] ; [85 25],[267.44394619  68.55605381] ; [87.55605381 22.44394619],0
u2,1,0.532847,0.388959,[66 58] ; [25 27],[64.11363636 59.88636364] ; [26.88636364 25.11363636],0
p5,1,0.541663,0.372466,[ 19 316] ; [  8 102],[ 20.3258427 314.6741573] ; [  6.6741573 103.3258427],0
s3,1,0.590942,0.288875,[126 205] ; [38 70],[123.65375854 207.34624146] ; [40.34624146 67.65375854],0
p6,1,0.596725,0.279963,[ 89 242] ; [26 81],[ 86.90639269 244.09360731] ; [28.09360731 78.90639269],0
s4,1,0.635035,0.225294,[ 45 285] ; [17 93],[ 46.5 283.5] ; [15.5 94.5],0
u4,1,0.722958,0.125676,[  2 336] ; [  1 109],[  2.26339286 335.73660714] ; [  0.73660714 109.26339286],0
p9,1,0.789964,0.070946,[260  73] ; [83 25],[259.  74.] ; [84. 24.],0
s2,1,0.828359,0.047005,[ 96 236] ; [33 77],[ 96.8959276 235.1040724] ; [32.1040724 77.8959276],0
p1,1,0.878381,0.023416,[ 23 313] ; [  8 102],[ 23.35426009 312.64573991] ; [  7.64573991 102.35426009],0
b3,1,0.949471,0.004016,[ 59 122] ; [18 38],[ 58.80590717 122.19409283] ; [18.19409283 37.80590717],0
b2,1,0.949471,0.004016,[ 59 122] ; [18 38],[ 58.80590717 122.19409283] ; [18.19409283 37.80590717],0
