Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000243,13.46512,[18 11] ; [27 78],[ 9.73880597 19.26119403] ; [35.26119403 69.73880597],1
a2,1,0.525619,0.402855,[ 4 27] ; [20 93],[ 5.16666667 25.83333333] ; [18.83333333 94.16666667],0
p11,1,0.534547,0.385741,[19 12] ; [76 37],[20.45138889 10.54861111] ; [74.54861111 38.45138889],0
u2,1,0.573919,0.31617,[7 2] ; [28 13],[6.3 2.7] ; [28.7 12.3],0
v2,1,0.60317,0.270241,[17 14] ; [51 52],[15.73134328 15.26865672] ; [52.26865672 50.73134328],0
v4,1,0.643322,0.214424,[27  4] ; [99 11],[27.70212766  3.29787234] ; [98.29787234 11.70212766],0
a5,1,0.665186,0.187285,[19 12] ; [74 39],[20.02083333 10.97916667] ; [72.97916667 40.02083333],0
n5,1,0.716705,0.131672,[12 19] ; [47 64],[12.88028169 18.11971831] ; [46.11971831 64.88028169],0
r4,1,0.740771,0.10945,[25  6] ; [94 19],[25.61805556  5.38194444] ; [93.38194444 19.61805556],0
a8,1,0.962294,0.002235,[ 3 27] ; [10 93],[ 2.93233083 27.06766917] ; [10.06766917 92.93233083],0
u3,1,0.962813,0.002174,[6 3] ; [27 14],[5.94 3.06] ; [27.06 13.94],0
r1,1,0.970088,0.001406,[23  7] ; [87 26],[23.07692308  6.92307692] ; [86.92307692 26.07692308],0
b1,1,0.977526,0.000794,[16 15] ; [58 55],[15.93055556 15.06944444] ; [58.06944444 54.93055556],0
u1,1,0.992416,9e-05,[ 3 28] ; [ 11 102],[ 3.01388889 27.98611111] ; [ 10.98611111 102.01388889],0
