Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000243,13.46512,[18 11] ; [27 78],[ 9.73880597 19.26119403] ; [35.26119403 69.73880597],1
s4,1,0.000416,12.461001,[11 20] ; [ 11 102],[ 4.73611111 26.26388889] ; [17.26388889 95.73611111],1
s6,1,0.000837,11.156264,[25  6] ; [53 60],[16.79166667 14.20833333] ; [61.20833333 51.79166667],1
s8,1,0.002028,9.524457,[17 14] ; [29 84],[ 9.90277778 21.09722222] ; [36.09722222 76.90277778],0
s2,1,0.00278,8.946787,[20 10] ; [41 72],[12.7972028 17.2027972] ; [48.2027972 64.7972028],0
v1,1,0.007435,7.164824,[19 10] ; [42 69],[12.63571429 16.36428571] ; [48.36428571 62.63571429],0
b3,1,0.00776,7.088091,[10 12] ; [11 53],[ 5.37209302 16.62790698] ; [15.62790698 48.37209302],0
b2,1,0.00776,7.088091,[10 12] ; [11 53],[ 5.37209302 16.62790698] ; [15.62790698 48.37209302],0
s3,1,0.014292,6.00173,[22  8] ; [54 58],[16.05633803 13.94366197] ; [59.94366197 52.05633803],0
p3,1,0.035271,4.432003,[16 14] ; [36 75],[11.06382979 18.93617021] ; [40.93617021 70.06382979],0
p6,1,0.036699,4.364321,[11 18] ; [21 87],[ 6.77372263 22.22627737] ; [25.22627737 82.77372263],0
p5,1,0.076665,3.134217,[ 3 27] ; [  3 109],[ 1.26760563 28.73239437] ; [  4.73239437 107.26760563],0
d4,1,0.077347,3.119791,[28  3] ; [84 27],[24.45070423  6.54929577] ; [87.54929577 23.45070423],0
a6,1,0.08012,3.062469,[17 14] ; [80 32],[21.02797203  9.97202797] ; [75.97202797 36.02797203],0
a7,1,0.11479,2.487011,[17 14] ; [79 34],[20.66666667 10.33333333] ; [75.33333333 37.66666667],0
p12,1,0.154444,2.027796,[ 2 28] ; [  2 109],[ 0.85106383 29.14893617] ; [  3.14893617 107.85106383],0
d1,1,0.201692,1.630078,[18 13] ; [51 62],[14.85416667 16.14583333] ; [54.14583333 58.85416667],0
p9,1,0.211093,1.563918,[23  7] ; [73 40],[20.13986014  9.86013986] ; [75.86013986 37.13986014],0
p1,1,0.218589,1.513609,[ 4 27] ; [  7 105],[ 2.38461538 28.61538462] ; [  8.61538462 103.38461538],0
d5,1,0.22196,1.491654,[26  5] ; [82 30],[23.41258741  7.58741259] ; [84.58741259 27.41258741],0
n1,1,0.225413,1.469574,[7 7] ; [10 22],[5.17391304 8.82608696] ; [11.82608696 20.17391304],0
a4,1,0.239175,1.385449,[ 8 23] ; [42 71],[10.76388889 20.23611111] ; [39.23611111 73.76388889],0
n2,1,0.249449,1.326386,[12  2] ; [23 10],[10.42553191  3.57446809] ; [24.57446809  8.42553191],0
n3,1,0.252709,1.308267,[8 6] ; [23  8],[9.64444444 4.35555556] ; [21.35555556  9.64444444],0
p10,1,0.268923,1.22223,[21  9] ; [66 46],[18.38028169 11.61971831] ; [68.61971831 43.38028169],0
a1,1,0.306369,1.046263,[ 2 29] ; [  3 110],[ 1.07638889 29.92361111] ; [  3.92361111 109.07638889],0
r2,1,0.313518,1.015797,[28  2] ; [97 15],[26.4084507  3.5915493] ; [98.5915493 13.4084507],0
b5,1,0.319908,0.989323,[17 14] ; [73 40],[19.375 11.625] ; [70.625 42.375],0
v3,1,0.332565,0.938886,[ 6 23] ; [31 73],[ 8.06766917 20.93233083] ; [28.93233083 75.06766917],0
n4,1,0.354163,0.858485,[13 18] ; [58 55],[15.28472222 15.71527778] ; [55.71527778 57.28472222],0
p2,1,0.381173,0.766916,[24  6] ; [80 31],[22.12765957  7.87234043] ; [81.87234043 29.12765957],0
b4,1,0.381697,0.765229,[20 11] ; [63 50],[17.86805556 13.13194444] ; [65.13194444 47.86805556],0
a3,1,0.40145,0.703978,[22  9] ; [71 42],[20.02083333 10.97916667] ; [72.97916667 40.02083333],0
d3,1,0.41525,0.663718,[22  9] ; [70 41],[20.08450704 10.91549296] ; [71.91549296 39.08450704],0
p7,1,0.46766,0.5275,[18 11] ; [60 50],[16.27338129 12.72661871] ; [61.72661871 48.27338129],0
p4,1,0.472202,0.516819,[16 14] ; [51 60],[14.25531915 15.74468085] ; [52.74468085 58.25531915],0
p8,1,0.484329,0.489101,[14 15] ; [46 66],[12.34042553 16.65957447] ; [47.65957447 64.34042553],0
d2,1,0.49576,0.464001,[14 17] ; [43 69],[12.35664336 18.64335664] ; [44.64335664 67.35664336],0
