Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4e-06,21.193834,[72 96] ; [93 41],[91.78807947 76.21192053] ; [73.21192053 60.78807947],1
v3,1,0.000312,12.995307,[ 43 126] ; [61 74],[ 57.81578947 111.18421053] ; [46.18421053 88.81578947],1
p3,1,0.002346,9.256944,[ 48 127] ; [61 78],[ 60.74840764 114.25159236] ; [48.25159236 90.74840764],0
s6,1,0.004595,8.032142,[96 79] ; [98 41],[108.12101911  66.87898089] ; [85.87898089 53.12101911],0
p6,1,0.004836,7.93972,[ 31 144] ; [43 94],[ 41.50641026 133.49358974] ; [ 32.49358974 104.50641026],0
n5,1,0.005106,7.841469,[102  71] ; [103  36],[113.66987179  59.33012821] ; [91.33012821 47.66987179],0
p4,1,0.011042,6.458475,[ 67 107] ; [74 66],[78.13375796 95.86624204] ; [62.86624204 77.13375796],0
p2,1,0.014226,6.009868,[117  58] ; [111  29],[126.66666667  48.33333333] ; [101.33333333  38.66666667],0
s7,1,0.038918,4.264437,[ 61 107] ; [64 69],[69.76744186 98.23255814] ; [55.23255814 77.76744186],0
p7,1,0.045316,4.006832,[ 61 111] ; [64 73],[ 69.57928803 102.42071197] ; [55.42071197 81.57928803],0
s8,1,0.051455,3.793411,[ 54 121] ; [58 82],[ 62.22222222 112.77777778] ; [49.77777778 90.22222222],0
p9,1,0.079277,3.079653,[126  47] ; [113  26],[132.5224359  40.4775641] ; [106.4775641  32.5224359],0
p11,1,0.081748,3.029809,[106  69] ; [98 42],[113.33333333  61.66666667] ; [90.66666667 49.33333333],0
s2,1,0.083681,2.991917,[76 99] ; [73 64],[83.57371795 91.42628205] ; [65.42628205 71.57371795],0
n4,1,0.085649,2.954302,[118  57] ; [106  33],[124.84076433  50.15923567] ; [99.15923567 39.84076433],0
s5,1,0.086749,2.933691,[ 39 130] ; [43 92],[ 45.58552632 123.41447368] ; [36.41447368 98.58552632],0
u1,1,0.102159,2.671512,[ 35 140] ; [ 39 101],[ 41.11111111 133.88888889] ; [ 32.88888889 107.11111111],0
u4,1,0.106777,2.60129,[  1 174] ; [  4 136],[  2.77777778 172.22222222] ; [  2.22222222 137.77777778],0
u2,1,0.116157,2.468387,[27 25] ; [26 12],[30.62222222 21.37777778] ; [22.37777778 15.62222222],0
r4,1,0.1362,2.220375,[146  29] ; [125  15],[150.55555556  24.44444444] ; [120.44444444  19.55555556],0
n6,1,0.142661,2.149024,[131  43] ; [115  25],[136.31847134  37.68152866] ; [109.68152866  30.31847134],0
r3,1,0.143524,2.139759,[161  13] ; [134   5],[163.99361022  10.00638978] ; [131.00638978   7.99361022],0
v4,1,0.16113,1.963588,[158  16] ; [132   7],[161.21405751  12.78594249] ; [128.78594249  10.21405751],0
a8,1,0.167534,1.904868,[ 17 145] ; [ 20 105],[ 20.88501742 141.11498258] ; [ 16.11498258 108.88501742],0
d4,1,0.189637,1.720437,[150  24] ; [113  27],[145.7388535  28.2611465] ; [117.2611465  22.7388535],0
b5,1,0.196224,1.670257,[113  62] ; [100  40],[118.33333333  56.66666667] ; [94.66666667 45.33333333],0
p5,1,0.200377,1.639627,[  5 170] ; [  8 131],[  7.24522293 167.75477707] ; [  5.75477707 133.24522293],0
n1,1,0.219682,1.506446,[24 36] ; [ 9 24],[21.29032258 38.70967742] ; [11.70967742 21.29032258],0
s4,1,0.262891,1.253467,[ 35 139] ; [ 21 117],[ 31.23076923 142.76923077] ; [ 24.76923077 113.23076923],0
u3,1,0.285492,1.140758,[30 23] ; [27 13],[32.48387097 20.51612903] ; [24.51612903 15.48387097],0
r2,1,0.320437,0.987164,[157  15] ; [131   8],[159.27974277  12.72025723] ; [128.72025723  10.27974277],0
p12,1,0.321065,0.984601,[  6 169] ; [  8 131],[  7.80254777 167.19745223] ; [  6.19745223 132.80254777],0
p10,1,0.322289,0.979633,[122  51] ; [105  34],[125.86858974  47.13141026] ; [101.13141026  37.86858974],0
r1,1,0.337562,0.919668,[131  43] ; [111  28],[134.53035144  39.46964856] ; [107.46964856  31.53035144],0
a4,1,0.349887,0.873865,[77 98] ; [69 71],[81.11111111 93.88888889] ; [64.88888889 75.11111111],0
b1,1,0.403232,0.698666,[ 68 107] ; [48 92],[ 64.44444444 110.55555556] ; [51.55555556 88.44444444],0
p1,1,0.476081,0.507828,[  8 166] ; [  9 131],[  9.42038217 164.57961783] ; [  7.57961783 132.42038217],0
a1,1,0.501272,0.452243,[  9 166] ; [  5 135],[  7.77777778 167.22222222] ; [  6.22222222 133.77777778],0
a5,1,0.51125,0.431507,[119  56] ; [100  40],[121.66666667  53.33333333] ; [97.33333333 42.66666667],0
a2,1,0.56544,0.330372,[ 51 124] ; [45 95],[ 53.33333333 121.66666667] ; [42.66666667 97.33333333],0
d5,1,0.621137,0.244273,[143  31] ; [118  22],[144.63057325  29.36942675] ; [116.36942675  23.63057325],0
d3,1,0.633368,0.227521,[132  41] ; [110  30],[133.7571885  39.2428115] ; [108.2428115  31.7571885],0
s1,1,0.672059,0.179203,[  6 168] ; [  6 131],[  6.71382637 167.28617363] ; [  5.28617363 131.71382637],0
n3,1,0.673449,0.177595,[45 16] ; [23 10],[44.12765957 16.87234043] ; [23.87234043  9.12765957],0
n2,1,0.673736,0.177263,[38 23] ; [22 11],[38.93617021 22.06382979] ; [21.06382979 11.93617021],0
d1,1,0.682545,0.167275,[104  71] ; [80 60],[102.22222222  72.77777778] ; [81.77777778 58.22222222],0
a3,1,0.715642,0.132707,[121  53] ; [100  40],[122.46496815  51.53503185] ; [98.53503185 41.46496815],0
s3,1,0.716801,0.131579,[91 84] ; [73 62],[92.58064516 82.41935484] ; [71.41935484 63.58064516],0
a6,1,0.734756,0.114789,[137  37] ; [108  32],[135.76433121  38.23566879] ; [109.23566879  30.76433121],0
b2,1,0.814254,0.055198,[35 65] ; [27 54],[34.25414365 65.74585635] ; [27.74585635 53.25414365],0
b3,1,0.814254,0.055198,[35 65] ; [27 54],[34.25414365 65.74585635] ; [27.74585635 53.25414365],0
d2,1,0.830104,0.04604,[83 91] ; [68 71],[83.94249201 90.05750799] ; [67.05750799 71.94249201],0
b4,1,0.958747,0.002676,[107  68] ; [86 54],[107.22222222  67.77777778] ; [85.77777778 54.22222222],0
