Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.292626,[31  5] ; [40 64],[18.25714286 17.74285714] ; [52.74285714 51.25714286],1
s4,1,0.001275,10.377873,[14 23] ; [14 91],[ 7.29577465 29.70422535] ; [20.70422535 84.29577465],0
a4,1,0.001468,10.118341,[22 16] ; [30 74],[13.91549296 24.08450704] ; [38.08450704 65.91549296],0
p6,1,0.002656,9.029928,[18 20] ; [22 80],[10.85714286 27.14285714] ; [29.14285714 72.85714286],0
p10,1,0.005039,7.865444,[29  9] ; [52 52],[21.67605634 16.32394366] ; [59.32394366 44.67605634],0
s7,1,0.005225,7.800004,[22 15] ; [32 65],[14.91044776 22.08955224] ; [39.08955224 57.91044776],0
p3,1,0.005761,7.623448,[22 16] ; [34 71],[14.88111888 23.11888112] ; [41.11888112 63.88111888],0
d1,1,0.008053,7.021695,[22 16] ; [35 70],[15.14685315 22.85314685] ; [41.85314685 63.14685315],0
a5,1,0.013419,6.113007,[29  9] ; [56 49],[22.58741259 15.41258741] ; [62.41258741 42.58741259],0
d2,1,0.014315,5.998912,[23 15] ; [39 65],[16.5915493 21.4084507] ; [45.4084507 58.5915493],0
r4,1,0.015147,5.899344,[32  6] ; [66 39],[26.04195804 11.95804196] ; [71.95804196 33.04195804],0
n6,1,0.015182,5.89526,[34  4] ; [73 32],[28.43356643  9.56643357] ; [78.56643357 26.43356643],0
p4,1,0.018213,5.575521,[23 15] ; [39 63],[16.82857143 21.17142857] ; [45.17142857 56.82857143],0
d4,1,0.03331,4.529778,[29  9] ; [59 45],[23.54929577 14.45070423] ; [64.45070423 39.54929577],0
r1,1,0.036463,4.375321,[27 11] ; [54 51],[21.52447552 16.47552448] ; [59.47552448 45.52447552],0
r2,1,0.03912,4.255634,[35  3] ; [79 24],[30.72340426  7.27659574] ; [83.27659574 19.72340426],0
p7,1,0.04306,4.093044,[25 13] ; [48 55],[19.67375887 18.32624113] ; [53.32624113 49.67375887],0
b4,1,0.056611,3.633977,[26 12] ; [53 52],[20.99300699 17.00699301] ; [58.00699301 46.99300699],0
u1,1,0.060447,3.525081,[ 4 34] ; [  3 102],[ 1.86013986 36.13986014] ; [ 5.13986014 99.86013986],0
d5,1,0.072497,3.225564,[28 10] ; [60 45],[23.38461538 14.61538462] ; [64.61538462 40.38461538],0
b5,1,0.088882,2.894509,[11 27] ; [47 58],[15.41258741 22.58741259] ; [42.58741259 62.41258741],0
p1,1,0.093689,2.809825,[ 6 32] ; [ 7 98],[ 3.45454545 34.54545455] ; [ 9.54545455 95.45454545],0
d3,1,0.110152,2.552034,[19 19] ; [37 68],[14.88111888 23.11888112] ; [41.11888112 63.88111888],0
a2,1,0.122625,2.383466,[ 4 34] ; [  4 101],[ 2.12587413 35.87412587] ; [ 5.87412587 99.12587413],0
p9,1,0.1291,2.30329,[28 10] ; [61 41],[24.15714286 13.84285714] ; [64.84285714 37.15714286],0
s2,1,0.134994,2.234112,[16 22] ; [30 74],[12.30985915 25.69014085] ; [33.69014085 70.30985915],0
r3,1,0.136869,2.212817,[33  5] ; [79 26],[29.76223776  8.23776224] ; [82.23776224 22.76223776],0
a3,1,0.153678,2.035355,[25 13] ; [55 50],[21.25874126 16.74125874] ; [58.74125874 46.25874126],0
p2,1,0.214556,1.540412,[28 10] ; [65 39],[24.88732394 13.11267606] ; [68.11267606 35.88732394],0
v4,1,0.282393,1.155537,[33  5] ; [82 22],[30.77464789  7.22535211] ; [84.22535211 19.77464789],0
a1,1,0.317254,1.000234,[ 3 35] ; [  4 101],[ 1.86013986 36.13986014] ; [ 5.13986014 99.86013986],0
s1,1,0.317254,1.000234,[ 3 35] ; [  4 101],[ 1.86013986 36.13986014] ; [ 5.13986014 99.86013986],0
u3,1,0.340251,0.909487,[6 7] ; [16 34],[4.53968254 8.46031746] ; [17.46031746 32.53968254],0
p11,1,0.36397,0.824149,[27 11] ; [66 39],[24.71328671 13.28671329] ; [68.28671329 36.71328671],0
n2,1,0.434446,0.610909,[8 3] ; [27 18],[6.875 4.125] ; [28.125 16.875],0
u2,1,0.442639,0.589431,[7 5] ; [23 27],[5.80645161 6.19354839] ; [24.19354839 25.80645161],0
p5,1,0.444211,0.58538,[ 4 34] ; [ 7 98],[ 2.92307692 35.07692308] ; [ 8.07692308 96.92307692],0
v2,1,0.455265,0.557512,[12 25] ; [26 74],[10.26277372 26.73722628] ; [27.73722628 72.26277372],0
s3,1,0.46794,0.526837,[19 19] ; [44 58],[17.1 20.9] ; [45.9 56.1],0
v3,1,0.488921,0.478899,[ 7 30] ; [25 77],[ 8.51798561 28.48201439] ; [23.48201439 78.51798561],0
n5,1,0.534123,0.386541,[28 10] ; [71 33],[26.49295775 11.50704225] ; [72.50704225 31.49295775],0
s8,1,0.671008,0.180425,[13 25] ; [32 73],[11.95804196 26.04195804] ; [33.04195804 71.95804196],0
n3,1,0.709437,0.13884,[6 4] ; [23 20],[5.47169811 4.52830189] ; [23.52830189 19.47169811],0
p8,1,0.772837,0.083328,[16 22] ; [41 63],[15.25352113 22.74647887] ; [41.74647887 62.25352113],0
n1,1,0.773828,0.082583,[4 7] ; [14 30],[3.6 7.4] ; [14.4 29.6],0
a8,1,0.786785,0.073164,[ 3 35] ; [ 9 87],[ 3.40298507 34.59701493] ; [ 8.59701493 87.40298507],0
n4,1,0.86021,0.031014,[27 11] ; [73 32],[26.57342657 11.42657343] ; [73.42657343 31.57342657],0
p12,1,0.876443,0.024174,[ 2 35] ; [  5 100],[ 1.82394366 35.17605634] ; [ 5.17605634 99.82394366],0
b1,1,0.880012,0.022787,[19 19] ; [54 51],[19.3986014 18.6013986] ; [53.6013986 51.3986014],0
b2,1,0.943626,0.005,[ 8 17] ; [20 41],[ 8.13953488 16.86046512] ; [19.86046512 41.13953488],0
b3,1,0.943626,0.005,[ 8 17] ; [20 41],[ 8.13953488 16.86046512] ; [19.86046512 41.13953488],0
a6,1,0.954718,0.003224,[15 23] ; [42 63],[15.14685315 22.85314685] ; [41.85314685 63.14685315],0
