Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.814465,[250  17] ; [15 10],[242.31164384  24.68835616] ; [22.68835616  2.31164384],1
a3,1,0.000344,12.814238,[226  41] ; [14 11],[219.45205479  47.54794521] ; [20.54794521  4.45205479],1
a5,1,0.002724,8.983662,[219  50] ; [14 11],[213.18707483  55.81292517] ; [19.81292517  5.18707483],0
s6,1,0.004231,8.181898,[226  37] ; [16  9],[220.99305556  42.00694444] ; [21.00694444  3.99305556],0
p3,1,0.010978,6.46891,[185  83] ; [11 14],[179.27645051  88.72354949] ; [16.72354949  8.27645051],0
s5,1,0.01284,6.191044,[134 126] ; [ 6 18],[128.16901408 131.83098592] ; [11.83098592 12.16901408],0
r4,1,0.012894,6.183568,[252  17] ; [20  5],[248.8707483  20.1292517] ; [23.1292517  1.8707483],0
d2,1,0.014491,5.977369,[143 124] ; [ 7 18],[137.15753425 129.84246575] ; [12.84246575 12.15753425],0
d1,1,0.018383,5.559265,[172  97] ; [10 15],[166.52380952 102.47619048] ; [15.47619048  9.52380952],0
n6,1,0.024838,5.035119,[239  25] ; [19  6],[235.6816609  28.3183391] ; [22.3183391  2.6816609],0
r3,1,0.028007,4.827615,[264   4] ; [23  2],[262.51194539   5.48805461] ; [24.48805461  0.51194539],0
v1,1,0.032732,4.559748,[164 101] ; [10 15],[159. 106.] ; [15. 10.],0
a4,1,0.041816,4.142641,[132 136] ; [ 7 18],[127.13993174 140.86006826] ; [11.86006826 13.13993174],0
n5,1,0.055073,3.679867,[221  44] ; [17  8],[217.48275862  47.51724138] ; [20.51724138  4.48275862],0
b4,1,0.055598,3.664073,[140 129] ; [18  7],[144.56462585 124.43537415] ; [13.43537415 11.56462585],0
a2,1,0.074009,3.191794,[ 77 192] ; [ 3 22],[ 73.19727891 195.80272109] ; [ 6.80272109 18.19727891],0
n4,1,0.07879,3.089681,[228  39] ; [18  7],[224.93835616  42.06164384] ; [21.06164384  3.93835616],0
s8,1,0.086536,2.937659,[193  74] ; [14 11],[189.27739726  77.72260274] ; [17.72260274  7.27739726],0
b1,1,0.090699,2.86192,[104 165] ; [14 11],[107.96598639 161.03401361] ; [10.03401361 14.96598639],0
n1,1,0.11654,2.463214,[20 30] ; [5 2],[21.92982456 28.07017544] ; [3.07017544 3.92982456],0
p5,1,0.137653,2.204001,[ 54 213] ; [ 2 23],[ 51.20547945 215.79452055] ; [ 4.79452055 20.20547945],0
r1,1,0.191739,1.704207,[229  38] ; [19  6],[226.76712329  40.23287671] ; [21.23287671  3.76712329],0
d4,1,0.216951,1.524428,[227  39] ; [19  6],[224.86597938  41.13402062] ; [21.13402062  3.86597938],0
p6,1,0.219243,1.509322,[151 115] ; [11 14],[148.08247423 117.91752577] ; [13.91752577 11.08247423],0
p1,1,0.245993,1.345917,[ 31 237] ; [ 1 24],[ 29.26962457 238.73037543] ; [ 2.73037543 22.26962457],0
s2,1,0.267259,1.23076,[199  69] ; [16  9],[196.6552901  71.3447099] ; [18.3447099  6.6552901],0
s1,1,0.305485,1.050096,[ 10 257] ; [ 2 23],[ 10.97260274 256.02739726] ; [ 1.02739726 23.97260274],0
a1,1,0.324213,0.971873,[ 18 251] ; [ 3 22],[ 19.21428571 249.78571429] ; [ 1.78571429 23.21428571],0
b3,1,0.332428,0.939415,[ 83 104] ; [ 7 14],[ 80.91346154 106.08653846] ; [ 9.08653846 11.91346154],0
b2,1,0.332428,0.939415,[ 83 104] ; [ 7 14],[ 80.91346154 106.08653846] ; [ 9.08653846 11.91346154],0
p8,1,0.368277,0.809471,[185  84] ; [15 10],[182.99319728  86.00680272] ; [17.00680272  7.99319728],0
u1,1,0.397545,0.71574,[ 63 206] ; [ 4 21],[ 61.30272109 207.69727891] ; [ 5.69727891 19.30272109],0
v2,1,0.435079,0.609227,[168  95] ; [14 11],[166.20138889  96.79861111] ; [15.79861111  9.20138889],0
a6,1,0.435541,0.608003,[180  86] ; [15 10],[178.24742268  87.75257732] ; [16.75257732  8.24742268],0
p11,1,0.460745,0.544084,[230  39] ; [20  5],[228.7414966  40.2585034] ; [21.2585034  3.7414966],0
n3,1,0.499228,0.456577,[37 13] ; [5 3],[36.20689655 13.79310345] ; [5.79310345 2.20689655],0
p2,1,0.5123,0.429367,[247  22] ; [22  3],[246.12585034  22.87414966] ; [22.87414966  2.12585034],0
d3,1,0.532048,0.390479,[197  70] ; [17  8],[195.67808219  71.32191781] ; [18.32191781  6.67808219],0
v3,1,0.566569,0.328457,[130 130] ; [11 14],[128.63157895 131.36842105] ; [12.36842105 12.63157895],0
s3,1,0.629313,0.232994,[203  63] ; [18  7],[202.0137457  63.9862543] ; [18.9862543  6.0137457],0
p4,1,0.67733,0.173147,[203  65] ; [18  7],[202.14334471  65.85665529] ; [18.85665529  6.14334471],0
u3,1,0.696022,0.152643,[30 13] ; [7 4],[29.46296296 13.53703704] ; [7.53703704 3.46296296],0
d5,1,0.696051,0.152613,[221  45] ; [20  5],[220.29553265  45.70446735] ; [20.70446735  4.29553265],0
u2,1,0.73214,0.117155,[29 13] ; [7 4],[28.52830189 13.47169811] ; [7.47169811 3.52830189],0
a8,1,0.781887,0.076652,[ 50 197] ; [ 5 17],[ 50.50185874 196.49814126] ; [ 4.49814126 17.50185874],0
v4,1,0.784044,0.075105,[258   8] ; [24  1],[257.77319588   8.22680412] ; [24.22680412  0.77319588],0
b5,1,0.78539,0.074148,[143 126] ; [14 11],[143.64965986 125.35034014] ; [13.35034014 11.64965986],0
a7,1,0.796016,0.066826,[187  82] ; [18  7],[187.56802721  81.43197279] ; [17.43197279  7.56802721],0
s4,1,0.853608,0.034046,[ 60 208] ; [ 6 19],[ 60.36860068 207.63139932] ; [ 5.63139932 19.36860068],0
r2,1,0.877212,0.023871,[255   9] ; [24  1],[254.8650519   9.1349481] ; [24.1349481  0.8650519],0
