Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,54.888264,[148   2] ; [28 18],[134.69387755  15.30612245] ; [41.30612245  4.69387755],1
r2,1,0.0,51.222514,[145   5] ; [24 19],[131.34715026  18.65284974] ; [37.65284974  5.34715026],1
r1,1,0.0,47.382894,[126  23] ; [15 31],[107.73846154  41.26153846] ; [33.26153846 12.73846154],1
v4,1,0.0,29.968695,[141   8] ; [28 16],[130.47150259  18.52849741] ; [38.52849741  5.47150259],1
s8,1,0.001737,9.80874,[ 48 102] ; [ 4 42],[ 39.79591837 110.20408163] ; [12.20408163 33.79591837],0
b1,1,0.001886,9.656856,[ 44 106] ; [25 21],[52.80612245 97.19387755] ; [16.19387755 29.80612245],0
p11,1,0.00359,8.480472,[101  49] ; [20 26],[92.60204082 57.39795918] ; [28.39795918 17.60204082],0
n2,1,0.004202,8.194325,[28 10] ; [ 7 13],[22.93103448 15.06896552] ; [12.06896552  7.93103448],0
a6,1,0.006244,7.478382,[96 54] ; [19 27],[88.01020408 61.98979592] ; [26.98979592 19.01020408],0
a5,1,0.010378,6.568841,[97 53] ; [20 26],[89.54081633 60.45918367] ; [27.45918367 18.54081633],0
p9,1,0.012413,6.250967,[104  42] ; [23 22],[97.07853403 48.92146597] ; [29.92146597 15.07853403],0
s6,1,0.018113,5.585194,[81 67] ; [16 30],[74. 74.] ; [23. 23.],0
a7,1,0.028876,4.775014,[113  37] ; [27 19],[107.14285714  42.85714286] ; [32.85714286 13.14285714],0
p10,1,0.038512,4.282282,[94 53] ; [21 24],[88.046875 58.953125] ; [26.953125 18.046875],0
u3,1,0.049646,3.853363,[33 21] ; [ 8 14],[29.13157895 24.86842105] ; [11.86842105 10.13157895],0
s2,1,0.057879,3.597135,[62 87] ; [12 34],[56.54358974 92.45641026] ; [17.45641026 28.54358974],0
s7,1,0.058651,3.575136,[44 98] ; [ 7 36],[ 39.14594595 102.85405405] ; [11.85405405 31.14594595],0
s3,1,0.062143,3.47924,[76 73] ; [15 28],[70.61979167 78.38020833] ; [20.38020833 22.61979167],0
