Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.005322,7.766544,[14  3] ; [2 6],[10.88  6.12] ; [5.12 2.88],0
d3,1,0.006691,7.35412,[12  5] ; [1 7],[8.84 8.16] ; [4.16 3.84],0
b1,1,0.032189,4.588426,[12  5] ; [2 6],[9.52 7.48] ; [4.48 3.52],0
a7,1,0.063787,3.436086,[11  6] ; [2 6],[8.84 8.16] ; [4.16 3.84],0
p3,1,0.073638,3.2,[8 8] ; [1 7],[ 6. 10.] ; [3. 5.],0
s1,1,0.170016,1.882799,[ 1 16] ; [2 6],[ 2.04 14.96] ; [0.96 7.04],0
p4,1,0.189225,1.723644,[9 8] ; [2 6],[7.48 9.52] ; [3.52 4.48],0
p11,1,0.189225,1.723644,[8 9] ; [6 2],[9.52 7.48] ; [4.48 3.52],0
b5,1,0.317113,1.000817,[12  5] ; [4 4],[10.88  6.12] ; [5.12 2.88],0
p10,1,0.317113,1.000817,[12  5] ; [4 4],[10.88  6.12] ; [5.12 2.88],0
a5,1,0.317113,1.000817,[12  5] ; [4 4],[10.88  6.12] ; [5.12 2.88],0
a6,1,0.319499,0.990997,[10  7] ; [3 5],[8.84 8.16] ; [4.16 3.84],0
v1,1,0.319499,0.990997,[10  7] ; [3 5],[8.84 8.16] ; [4.16 3.84],0
a3,1,0.343709,0.896547,[13  4] ; [4 3],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
s8,1,0.431847,0.617851,[ 7 10] ; [2 6],[ 6.12 10.88] ; [2.88 5.12],0
u2,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
p9,1,0.468011,0.526669,[13  4] ; [5 3],[12.24  4.76] ; [5.76 2.24],0
s4,1,0.468011,0.526669,[ 4 13] ; [3 5],[ 4.76 12.24] ; [2.24 5.76],0
r4,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
s5,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
p7,1,0.47191,0.5175,[6 9] ; [2 6],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
n6,1,0.520146,0.413603,[13  4] ; [7 1],[13.6  3.4] ; [6.4 1.6],0
a4,1,0.562069,0.336134,[ 7 10] ; [2 5],[ 6.375 10.625] ; [2.625 4.375],0
p12,1,0.569399,0.323689,[ 1 16] ; [1 7],[ 1.36 15.64] ; [0.64 7.36],0
r1,1,0.653329,0.201728,[9 8] ; [5 3],[9.52 7.48] ; [4.48 3.52],0
p8,1,0.653329,0.201728,[8 9] ; [3 5],[7.48 9.52] ; [3.52 4.48],0
p1,1,0.668108,0.183824,[ 3 14] ; [2 6],[ 3.4 13.6] ; [1.6 6.4],0
s7,1,0.67844,0.171887,[ 7 10] ; [4 4],[7.48 9.52] ; [3.52 4.48],0
d2,1,0.67844,0.171887,[10  7] ; [4 4],[9.52 7.48] ; [4.48 3.52],0
b2,1,0.6885,0.160714,[3 9] ; [1 5],[2.66666667 9.33333333] ; [1.33333333 4.66666667],0
b3,1,0.6885,0.160714,[3 9] ; [1 5],[2.66666667 9.33333333] ; [1.33333333 4.66666667],0
p5,1,0.698535,0.15,[ 3 13] ; [1 7],[ 2.66666667 13.33333333] ; [1.33333333 6.66666667],0
s3,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
v4,1,0.74332,0.10723,[14  3] ; [7 1],[14.28  2.72] ; [6.72 1.28],0
v3,1,0.750824,0.10084,[ 6 11] ; [2 5],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
n3,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
n1,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
r2,1,0.818733,0.052521,[12  5] ; [6 2],[12.24  4.76] ; [5.76 2.24],0
b4,1,0.818733,0.052521,[12  5] ; [6 2],[12.24  4.76] ; [5.76 2.24],0
n2,1,0.852876,0.034392,[5 2] ; [4 2],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
s2,1,0.890787,0.018854,[8 9] ; [4 4],[8.16 8.84] ; [3.84 4.16],0
p6,1,0.935989,0.00645,[ 4 13] ; [2 6],[ 4.08 12.92] ; [1.92 6.08],0
p2,1,1.0,0.0,[10  6] ; [5 3],[10.  6.] ; [5. 3.],0
