Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,142.585433,[34 88] ; [236  32],[84.46153846 37.53846154] ; [185.53846154  82.46153846],1
n3,1,0.156416,2.008533,[14 10] ; [38 13],[16.64  7.36] ; [35.36 15.64],0
b1,1,0.219804,1.505652,[44 80] ; [113 156],[49.53689567 74.46310433] ; [107.46310433 161.53689567],0
d3,1,0.234357,1.414219,[90 34] ; [210  59],[94.65648855 29.34351145] ; [205.34351145  63.65648855],0
r2,1,0.243101,1.362519,[113   9] ; [255  12],[115.41388175   6.58611825] ; [252.58611825  14.41388175],0
v3,1,0.250261,1.321849,[44 75] ; [112 147],[49.11111111 69.88888889] ; [106.88888889 152.11111111],0
n1,1,0.27499,1.191687,[ 8 17] ; [23 28],[10.19736842 14.80263158] ; [20.80263158 30.19736842],0
p10,1,0.281911,1.157855,[102  20] ; [234  33],[105.37789203  16.62210797] ; [230.62210797  36.37789203],0
a5,1,0.310735,1.027549,[94 30] ; [216  53],[97.81170483 26.18829517] ; [212.18829517  56.81170483],0
p1,1,0.347515,0.882512,[ 10 113] ; [ 30 237],[ 12.61538462 110.38461538] ; [ 27.38461538 239.61538462],0
r1,1,0.371953,0.79713,[101  23] ; [227  40],[104.02046036  19.97953964] ; [223.97953964  43.02046036],0
a1,1,0.401082,0.70508,[  6 118] ; [ 19 250],[  7.88804071 116.11195929] ; [ 17.11195929 251.88804071],0
n5,1,0.451516,0.566845,[98 25] ; [222  46],[100.66496164  22.33503836] ; [219.33503836  48.66496164],0
p5,1,0.478054,0.503299,[ 20 104] ; [ 51 216],[ 22.51662404 101.48337596] ; [ 48.48337596 218.51662404],0
p3,1,0.501848,0.451026,[82 42] ; [187  82],[84.87531807 39.12468193] ; [184.12468193  84.87531807],0
b4,1,0.527734,0.398754,[77 47] ; [158 111],[74.1475827 49.8524173] ; [160.8524173 108.1475827],0
b5,1,0.571255,0.320587,[70 54] ; [160 109],[72.56997455 51.43002545] ; [157.43002545 111.56997455],0
p8,1,0.582732,0.301838,[80 42] ; [168 100],[77.57948718 44.42051282] ; [170.42051282  97.57948718],0
v1,1,0.606413,0.265432,[70 52] ; [157 104],[72.30809399 49.69190601] ; [154.69190601 106.30809399],0
u3,1,0.627472,0.235505,[31 17] ; [38 17],[32.15533981 15.84466019] ; [36.84466019 18.15533981],0
a8,1,0.643572,0.214101,[16 94] ; [ 32 219],[14.62603878 95.37396122] ; [ 33.37396122 217.62603878],0
p11,1,0.66114,0.192141,[101  23] ; [214  55],[99.38931298 24.61068702] ; [215.61068702  53.38931298],0
n4,1,0.663903,0.188817,[100  24] ; [221  47],[101.54081633  22.45918367] ; [219.45918367  48.54081633],0
v2,1,0.691884,0.157053,[73 49] ; [150 110],[71.21989529 50.78010471] ; [151.78010471 108.21989529],0
r4,1,0.692881,0.155985,[117   7] ; [251  18],[116.11195929   7.88804071] ; [251.88804071  17.11195929],0
p2,1,0.695169,0.153546,[109  14] ; [241  27],[110.10230179  12.89769821] ; [239.89769821  28.10230179],0
a7,1,0.696321,0.152327,[93 31] ; [196  72],[91.41836735 32.58163265] ; [197.58163265  70.41836735],0
b2,1,0.712424,0.135867,[28 51] ; [ 64 105],[29.30645161 49.69354839] ; [ 62.69354839 106.30645161],0
b3,1,0.712424,0.135867,[28 51] ; [ 64 105],[29.30645161 49.69354839] ; [ 62.69354839 106.30645161],0
r3,1,0.732167,0.117131,[120   4] ; [261   7],[120.52040816   3.47959184] ; [260.47959184   7.52040816],0
u2,1,0.763957,0.090173,[31 18] ; [37 19],[31.73333333 17.26666667] ; [36.26666667 19.73333333],0
a6,1,0.803649,0.061816,[85 39] ; [181  88],[83.92875318 40.07124682] ; [182.07124682  86.92875318],0
d5,1,0.900959,0.015488,[107  17] ; [230  38],[106.60204082  17.39795918] ; [230.39795918  37.60204082],0
p7,1,0.957786,0.002802,[89 33] ; [194  71],[89.21447028 32.78552972] ; [193.78552972  71.21447028],0
