Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,142.585433,[34 88] ; [236  32],[84.46153846 37.53846154] ; [185.53846154  82.46153846],1
s7,1,0.0,43.843905,[47 70] ; [192  62],[75.37196765 41.62803235] ; [163.62803235  90.37196765],1
s8,1,0.0,37.503601,[44 79] ; [184  84],[71.72378517 51.27621483] ; [156.27621483 111.72378517],1
s5,1,8e-06,19.999882,[36 87] ; [139 120],[56.34816754 66.65183246] ; [118.65183246 140.34816754],1
a3,1,0.000142,14.472369,[75 49] ; [212  57],[90.55470738 33.44529262] ; [196.44529262  72.55470738],1
d1,1,0.00165,9.902761,[69 55] ; [193  76],[82.66666667 41.33333333] ; [179.33333333  89.66666667],0
a2,1,0.002925,8.853747,[ 21 103] ; [ 84 185],[33.12977099 90.87022901] ; [ 71.87022901 197.12977099],0
d4,1,0.003355,8.603421,[98 26] ; [241  27],[107.23469388  16.76530612] ; [231.76530612  36.23469388],0
a4,1,0.013728,6.072758,[48 74] ; [142 127],[59.28388747 62.71611253] ; [130.71611253 138.28388747],0
v4,1,0.030617,4.674298,[115   9] ; [261   7],[118.93877551   5.06122449] ; [257.06122449  10.93877551],0
s4,1,0.032634,4.564877,[ 18 105] ; [ 64 201],[25.99484536 97.00515464] ; [ 56.00515464 208.99484536],0
n2,1,0.042779,4.10411,[14 11] ; [40 11],[17.76315789  7.23684211] ; [36.23684211 14.76315789],0
u4,1,0.045365,4.005008,[  1 123] ; [ 13 256],[  4.4173028 119.5826972] ; [  9.5826972 259.4173028],0
p6,1,0.057821,3.598818,[56 68] ; [147 118],[64.70951157 59.29048843] ; [138.29048843 126.70951157],0
d2,1,0.067755,3.336593,[59 65] ; [154 114],[67.37755102 56.62244898] ; [145.62244898 122.37755102],0
p9,1,0.100463,2.698182,[106  18] ; [243  24],[110.68030691  13.31969309] ; [238.31969309  28.68030691],0
n6,1,0.113629,2.503008,[104  20] ; [239  28],[108.77749361  15.22250639] ; [234.22250639  32.77749361],0
u1,1,0.114759,2.48743,[ 22 102] ; [ 67 202],[28.08142494 95.91857506] ; [ 60.91857506 208.08142494],0
p12,1,0.149081,2.081631,[ 10 114] ; [ 35 233],[ 14.23469388 109.76530612] ; [ 30.76530612 237.23469388],0
s1,1,0.155431,2.018123,[  2 121] ; [ 12 254],[  4.42673522 118.57326478] ; [  9.57326478 256.42673522],0
