Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,55.10843,[85  8] ; [ 8 24],[69.192 23.808] ; [23.808  8.192],1
s7,1,0.000584,11.826444,[78 11] ; [19 13],[71.34710744 17.65289256] ; [25.65289256  6.34710744],1
s6,1,0.000638,11.661882,[82  8] ; [21 11],[75.98360656 14.01639344] ; [27.01639344  4.98360656],1
a6,1,0.018429,5.554856,[39 54] ; [ 6 26],[33.48 59.52] ; [11.52 20.48],0
a3,1,0.041757,4.145043,[77 16] ; [21 11],[72.912 20.088] ; [25.088  6.912],0
p2,1,0.063945,3.431992,[75 17] ; [21 11],[71.22580645 20.77419355] ; [24.77419355  7.22580645],0
p11,1,0.069901,3.285348,[80 13] ; [23  9],[76.632 16.368] ; [26.368  5.632],0
v1,1,0.070572,3.269659,[60 30] ; [15 16],[55.78512397 34.21487603] ; [19.21487603 11.78512397],0
r3,1,0.072038,3.235957,[91  2] ; [29  3],[89.28  3.72] ; [30.72  1.28],0
s5,1,0.080293,3.05897,[43 46] ; [ 9 21],[38.8907563 50.1092437] ; [13.1092437 16.8907563],0
n2,1,0.089,2.892361,[19  5] ; [5 5],[16.94117647  7.05882353] ; [7.05882353 2.94117647],0
n1,1,0.110175,2.551706,[16  7] ; [4 6],[13.93939394  9.06060606] ; [6.06060606 3.93939394],0
a2,1,0.118059,2.442877,[12 81] ; [ 1 31],[ 9.672 83.328] ; [ 3.328 28.672],0
p7,1,0.130531,2.286177,[67 24] ; [19 13],[63.62601626 27.37398374] ; [22.37398374  9.62601626],0
p5,1,0.149087,2.081572,[15 76] ; [ 2 30],[12.57723577 78.42276423] ; [ 4.42276423 27.57723577],0
s1,1,0.160441,1.970067,[ 3 90] ; [ 3 29],[ 4.464 88.536] ; [ 1.536 30.464],0
r2,1,0.167289,1.907074,[87  5] ; [27  4],[85.26829268  6.73170732] ; [28.73170732  2.26829268],0
d2,1,0.169177,1.890219,[48 45] ; [21 11],[51.336 41.664] ; [17.664 14.336],0
b4,1,0.278818,1.172844,[42 51] ; [18 14],[44.64 48.36] ; [15.36 16.64],0
a4,1,0.286163,1.137584,[45 48] ; [12 20],[42.408 50.592] ; [14.592 17.408],0
d1,1,0.335685,0.926842,[49 44] ; [20 12],[51.336 41.664] ; [17.664 14.336],0
b5,1,0.367967,0.810518,[38 55] ; [16 16],[40.176 52.824] ; [13.824 18.176],0
a1,1,0.380188,0.770094,[ 7 86] ; [ 1 31],[ 5.952 87.048] ; [ 2.048 29.952],0
u2,1,0.383666,0.758924,[9 7] ; [8 3],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
n5,1,0.387089,0.748065,[78 14] ; [25  7],[76.41935484 15.58064516] ; [26.58064516  5.41935484],0
p10,1,0.389875,0.739331,[80 12] ; [25  6],[78.53658537 13.46341463] ; [26.46341463  4.53658537],0
n3,1,0.407016,0.6875,[17  7] ; [5 4],[16.  8.] ; [6. 3.],0
a8,1,0.416644,0.659761,[14 76] ; [ 3 28],[12.6446281 77.3553719] ; [ 4.3553719 26.6446281],0
n4,1,0.429916,0.623052,[80 12] ; [26  6],[78.64516129 13.35483871] ; [27.35483871  4.64516129],0
p9,1,0.438962,0.598995,[82 10] ; [26  5],[80.7804878 11.2195122] ; [27.2195122  3.7804878],0
s4,1,0.457753,0.551383,[20 72] ; [ 5 27],[18.5483871 73.4516129] ; [ 6.4516129 25.5483871],0
r4,1,0.464422,0.535216,[83 10] ; [27  5],[81.84 11.16] ; [28.16  3.84],0
a5,1,0.48932,0.478022,[70 23] ; [26  6],[71.424 21.576] ; [24.576  7.424],0
d3,1,0.492853,0.470291,[40 53] ; [16 16],[41.664 51.336] ; [14.336 17.664],0
d5,1,0.515355,0.423179,[74 18] ; [24  8],[72.70967742 19.29032258] ; [25.29032258  6.70967742],0
b1,1,0.581908,0.303161,[50 43] ; [19 13],[51.336 41.664] ; [17.664 14.336],0
p8,1,0.583949,0.299894,[55 36] ; [17 14],[53.70491803 37.29508197] ; [18.29508197 12.70491803],0
v4,1,0.665792,0.186563,[88  4] ; [30  2],[87.5483871  4.4516129] ; [30.4516129  1.5483871],0
u3,1,0.701122,0.147308,[9 7] ; [7 4],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
b2,1,0.717435,0.130963,[37 34] ; [10 11],[36.27173913 34.72826087] ; [10.72826087 10.27173913],0
b3,1,0.717435,0.130963,[37 34] ; [10 11],[36.27173913 34.72826087] ; [10.72826087 10.27173913],0
d4,1,0.779079,0.078691,[74 18] ; [25  7],[73.4516129 18.5483871] ; [25.5483871  6.4516129],0
v3,1,0.791358,0.069985,[46 45] ; [16 14],[46.62809917 44.37190083] ; [15.37190083 14.62809917],0
n6,1,0.817333,0.05335,[79 13] ; [28  4],[79.38709677 12.61290323] ; [27.61290323  4.38709677],0
p12,1,0.824069,0.049424,[10 80] ; [ 3 28],[ 9.66942149 80.33057851] ; [ 3.33057851 27.66942149],0
p4,1,0.824295,0.049295,[59 34] ; [21 11],[59.52 33.48] ; [20.48 11.52],0
v2,1,0.863202,0.029687,[47 41] ; [16 15],[46.58823529 41.41176471] ; [16.41176471 14.58823529],0
p3,1,0.903406,0.014728,[57 36] ; [20 12],[57.288 35.712] ; [19.712 12.288],0
p6,1,0.943902,0.004951,[42 49] ; [15 17],[42.17073171 48.82926829] ; [14.82926829 17.17073171],0
p1,1,0.94644,0.004513,[ 9 83] ; [ 3 29],[ 8.90322581 83.09677419] ; [ 3.09677419 28.90322581],0
r1,1,0.965043,0.001921,[73 20] ; [25  7],[72.912 20.088] ; [25.088  6.912],0
u1,1,0.967939,0.001615,[ 6 87] ; [ 2 30],[ 5.952 87.048] ; [ 2.048 29.952],0
