Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000205,13.786854,[22 55] ; [17  7],[29.73267327 47.26732673] ; [ 9.26732673 14.73267327],1
s7,1,0.00245,9.177568,[14 63] ; [11 11],[19.44444444 57.55555556] ; [ 5.55555556 16.44444444],0
u3,1,0.010094,6.61822,[22 25] ; [12  2],[26.19672131 20.80327869] ; [7.80327869 6.19672131],0
s3,1,0.012502,6.238294,[27 49] ; [16  9],[32.35643564 43.64356436] ; [10.64356436 14.35643564],0
s2,1,0.013976,6.041112,[20 58] ; [13 12],[24.99029126 53.00970874] ; [ 8.00970874 16.99029126],0
s4,1,0.04467,4.031072,[11 67] ; [ 8 17],[14.38834951 63.61165049] ; [ 4.61165049 20.38834951],0
u2,1,0.0545,3.697316,[26 21] ; [11  2],[28.98333333 18.01666667] ; [8.01666667 4.98333333],0
d3,1,0.057304,3.613731,[42 35] ; [19  6],[46.04901961 30.95098039] ; [14.95098039 10.04901961],0
b4,1,0.057321,3.61326,[51 27] ; [11 14],[46.95145631 31.04854369] ; [15.04854369  9.95145631],0
v1,1,0.116597,2.462442,[20 56] ; [10 13],[23.03030303 52.96969697] ; [ 6.96969697 16.03030303],0
v4,1,0.165479,1.923429,[66 11] ; [24  1],[67.94117647  9.05882353] ; [22.05882353  2.94117647],0
a8,1,0.179295,1.80346,[ 4 72] ; [ 3 19],[ 5.42857143 70.57142857] ; [ 1.57142857 20.42857143],0
r4,1,0.205937,1.599761,[52 26] ; [20  5],[54.52427184 23.47572816] ; [17.47572816  7.52427184],0
v2,1,0.254753,1.297051,[26 49] ; [11 12],[28.31632653 46.68367347] ; [ 8.68367347 14.31632653],0
p10,1,0.259057,1.273791,[38 38] ; [14  8],[40.32653061 35.67346939] ; [11.67346939 10.32653061],0
n6,1,0.279933,1.167417,[50 28] ; [13 12],[47.70873786 30.29126214] ; [15.29126214  9.70873786],0
p2,1,0.304184,1.055761,[50 27] ; [19  6],[52.08823529 24.91176471] ; [16.91176471  8.08823529],0
n4,1,0.316265,1.004328,[20 58] ; [ 9 16],[21.96116505 56.03883495] ; [ 7.03883495 17.96116505],0
a6,1,0.335694,0.926808,[32 46] ; [13 12],[34.0776699 43.9223301] ; [10.9223301 14.0776699],0
p7,1,0.364764,0.821425,[37 40] ; [ 9 15],[35.06930693 41.93069307] ; [10.93069307 13.06930693],0
p9,1,0.370957,0.800456,[45 31] ; [16  7],[46.82828283 29.17171717] ; [14.17171717  8.82828283],0
d5,1,0.395045,0.723358,[45 32] ; [17  8],[46.80392157 30.19607843] ; [15.19607843  9.80392157],0
p5,1,0.397332,0.716384,[ 1 76] ; [ 1 24],[ 1.50980392 75.49019608] ; [ 0.49019608 24.50980392],0
p6,1,0.422394,0.643645,[14 62] ; [ 6 17],[15.35353535 60.64646465] ; [ 4.64646465 18.35353535],0
r3,1,0.423961,0.639309,[67 11] ; [23  2],[68.15533981  9.84466019] ; [21.84466019  3.15533981],0
n1,1,0.43115,0.619722,[ 8 21] ; [3 4],[ 8.86111111 20.13888889] ; [2.13888889 4.86111111],0
n3,1,0.465759,0.53202,[21  8] ; [6 1],[21.75  7.25] ; [5.25 1.75],0
