Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000205,13.786854,[22 55] ; [17  7],[29.73267327 47.26732673] ; [ 9.26732673 14.73267327],1
s5,1,0.466432,0.530417,[16 60] ; [ 6 15],[17.2371134 58.7628866] ; [ 4.7628866 16.2371134],0
b5,1,0.467327,0.52829,[50 28] ; [14 11],[48.46601942 29.53398058] ; [15.53398058  9.46601942],0
a4,1,0.478696,0.501833,[11 67] ; [ 5 20],[12.11650485 65.88349515] ; [ 3.88349515 21.11650485],0
p4,1,0.540305,0.374974,[23 55] ; [ 9 16],[24.23300971 53.76699029] ; [ 7.76699029 17.23300971],0
p11,1,0.542584,0.370771,[49 29] ; [14 11],[47.70873786 30.29126214] ; [15.29126214  9.70873786],0
a7,1,0.592333,0.286716,[51 26] ; [18  7],[52.08823529 24.91176471] ; [16.91176471  8.08823529],0
n2,1,0.599766,0.27535,[17 11] ; [5 2],[17.6 10.4] ; [4.4 2.6],0
p1,1,0.60451,0.268247,[ 4 73] ; [ 2 23],[ 4.52941176 72.47058824] ; [ 1.47058824 23.52941176],0
d1,1,0.625728,0.237898,[24 54] ; [ 9 16],[24.99029126 53.00970874] ; [ 8.00970874 16.99029126],0
b1,1,0.638547,0.220648,[29 49] ; [ 8 17],[28.01941748 49.98058252] ; [ 8.98058252 16.01941748],0
s1,1,0.654332,0.200482,[ 5 73] ; [ 1 24],[ 4.54368932 73.45631068] ; [ 1.45631068 23.54368932],0
a3,1,0.655252,0.199342,[30 47] ; [11 14],[30.95098039 46.04901961] ; [10.04901961 14.95098039],0
r1,1,0.669109,0.182646,[43 35] ; [15 10],[43.9223301 34.0776699] ; [14.0776699 10.9223301],0
d4,1,0.68089,0.169126,[56 22] ; [19  6],[56.7961165 21.2038835] ; [18.2038835  6.7961165],0
p3,1,0.71534,0.133001,[19 59] ; [ 7 18],[19.68932039 58.31067961] ; [ 6.31067961 18.68932039],0
d2,1,0.747852,0.103344,[18 60] ; [ 5 20],[17.41747573 60.58252427] ; [ 5.58252427 19.41747573],0
b2,1,0.782272,0.076375,[ 9 30] ; [ 4 11],[ 9.38888889 29.61111111] ; [ 3.61111111 11.38888889],0
b3,1,0.782272,0.076375,[ 9 30] ; [ 4 11],[ 9.38888889 29.61111111] ; [ 3.61111111 11.38888889],0
p8,1,0.838041,0.04178,[26 51] ; [ 9 16],[26.42156863 50.57843137] ; [ 8.57843137 16.42156863],0
v3,1,0.87912,0.02313,[15 59] ; [ 5 18],[15.25773196 58.74226804] ; [ 4.74226804 18.25773196],0
r2,1,0.879956,0.022809,[66 12] ; [20  4],[65.76470588 12.23529412] ; [20.23529412  3.76470588],0
a1,1,0.972361,0.0012,[ 3 75] ; [ 1 24],[ 3.02912621 74.97087379] ; [ 0.97087379 24.02912621],0
