Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000467,12.244203,[37  7] ; [38 35],[28.20512821 15.79487179] ; [46.79487179 26.20512821],1
p4,1,0.000532,12.0,[36  9] ; [36 39],[27. 18.] ; [45. 30.],1
p3,1,0.000765,11.323224,[32 13] ; [30 46],[23.05785124 21.94214876] ; [38.94214876 37.05785124],1
p10,1,0.001344,10.280644,[43  2] ; [53 21],[36.30252101  8.69747899] ; [59.69747899 14.30252101],0
p8,1,0.011678,6.35915,[28 17] ; [28 45],[21.3559322 23.6440678] ; [34.6440678 38.3559322],0
p5,1,0.011799,6.340803,[12 33] ; [ 7 68],[ 7.125 37.875] ; [11.875 63.125],0
p9,1,0.017856,5.610271,[42  3] ; [55 17],[37.30769231  7.69230769] ; [59.69230769 12.30769231],0
u2,1,0.02017,5.397101,[11  4] ; [ 8 15],[7.5 7.5] ; [11.5 11.5],0
p1,1,0.029678,4.727838,[ 9 36] ; [ 5 69],[ 5.29411765 39.70588235] ; [ 8.70588235 65.29411765],0
s2,1,0.032578,4.567812,[32 13] ; [39 37],[26.40495868 18.59504132] ; [44.59504132 31.40495868],0
p12,1,0.051464,3.793113,[ 7 37] ; [ 4 72],[ 4.03333333 39.96666667] ; [ 6.96666667 69.03333333],0
n4,1,0.070986,3.26007,[36  9] ; [49 27],[31.61157025 13.38842975] ; [53.38842975 22.61157025],0
u3,1,0.071021,3.259259,[11  4] ; [11 14],[8.25 6.75] ; [13.75 11.25],0
p2,1,0.082462,3.015688,[40  5] ; [57 18],[36.375  8.625] ; [60.625 14.375],0
r4,1,0.0851,2.964698,[43  2] ; [65 11],[40.16528926  4.83471074] ; [67.83471074  8.16528926],0
n5,1,0.113599,2.503419,[35 10] ; [48 27],[31.125 13.875] ; [51.875 23.125],0
a1,1,0.125346,2.349216,[ 5 40] ; [ 3 73],[ 2.97520661 42.02479339] ; [ 5.02479339 70.97520661],0
a7,1,0.12849,2.310655,[27 18] ; [55 20],[30.75 14.25] ; [51.25 23.75],0
a8,1,0.137144,2.209715,[ 2 40] ; [ 9 57],[ 4.27777778 37.72222222] ; [ 6.72222222 59.27777778],0
s7,1,0.162056,1.954932,[30 12] ; [42 30],[26.52631579 15.47368421] ; [45.47368421 26.52631579],0
b1,1,0.174241,1.846073,[21 24] ; [26 50],[17.47933884 27.52066116] ; [29.52066116 46.47933884],0
d2,1,0.220073,1.503893,[20 25] ; [42 33],[23.25 21.75] ; [38.75 36.25],0
r2,1,0.279485,1.169591,[44  1] ; [70  5],[42.75  2.25] ; [71.25  3.75],0
r1,1,0.345779,0.888889,[34 11] ; [62 13],[36.  9.] ; [60. 15.],0
n6,1,0.345779,0.888889,[42  3] ; [66  9],[40.5  4.5] ; [67.5  7.5],0
s3,1,0.382873,0.761457,[30 15] ; [44 31],[27.75 17.25] ; [46.25 28.75],0
s6,1,0.399847,0.708787,[39  4] ; [64 11],[37.53389831  5.46610169] ; [65.46610169  9.53389831],0
s4,1,0.408037,0.684512,[15 28] ; [21 55],[13.00840336 29.99159664] ; [22.99159664 53.00840336],0
a2,1,0.444564,0.584474,[ 8 37] ; [18 58],[ 9.66942149 35.33057851] ; [16.33057851 59.66942149],0
n3,1,0.480584,0.497538,[9 4] ; [16  4],[9.84848485 3.15151515] ; [15.15151515  4.84848485],0
n1,1,0.515406,0.423077,[5 8] ; [10 10],[5.90909091 7.09090909] ; [ 9.09090909 10.90909091],0
d3,1,0.522156,0.409633,[31 14] ; [48 28],[29.38016529 15.61983471] ; [49.61983471 26.38016529],0
p11,1,0.526168,0.401786,[32 13] ; [58 18],[33.47107438 11.52892562] ; [56.52892562 19.47107438],0
s8,1,0.533027,0.388617,[20 25] ; [29 46],[18.375 26.625] ; [30.625 44.375],0
v4,1,0.594379,0.283558,[42  3] ; [67  7],[41.21848739  3.78151261] ; [67.78151261  6.21848739],0
v2,1,0.610814,0.258991,[19 25] ; [36 39],[20.33613445 23.66386555] ; [34.66386555 40.33613445],0
s1,1,0.626916,0.236266,[ 2 43] ; [ 5 71],[ 2.60330579 42.39669421] ; [ 4.39669421 71.60330579],0
a4,1,0.657977,0.19599,[22 23] ; [34 42],[20.82644628 24.17355372] ; [35.17355372 40.82644628],0
b4,1,0.667839,0.184141,[29 16] ; [46 30],[27.89256198 17.10743802] ; [47.10743802 28.89256198],0
u1,1,0.6875,0.161805,[ 7 38] ; [14 62],[ 7.80991736 37.19008264] ; [13.19008264 62.80991736],0
a5,1,0.700844,0.147595,[34 11] ; [55 21],[33.09917355 11.90082645] ; [55.90082645 20.09917355],0
n2,1,0.724159,0.124542,[10  3] ; [15  6],[9.55882353 3.44117647] ; [15.44117647  5.55882353],0
b3,1,0.73742,0.112407,[11 18] ; [15 29],[10.32876712 18.67123288] ; [15.67123288 28.32876712],0
b2,1,0.73742,0.112407,[11 18] ; [15 29],[10.32876712 18.67123288] ; [15.67123288 28.32876712],0
r3,1,0.798508,0.065167,[41  3] ; [68  6],[40.6440678  3.3559322] ; [68.3559322  5.6440678],0
d1,1,0.836753,0.042456,[24 21] ; [42 34],[24.54545455 20.45454545] ; [41.45454545 34.54545455],0
b5,1,0.836753,0.042456,[21 24] ; [34 42],[20.45454545 24.54545455] ; [34.54545455 41.45454545],0
v3,1,0.848639,0.036426,[14 30] ; [22 51],[13.53846154 30.46153846] ; [22.46153846 50.53846154],0
a6,1,0.886932,0.020217,[29 16] ; [48 28],[28.63636364 16.36363636] ; [48.36363636 27.63636364],0
d4,1,0.9089,0.013093,[35 10] ; [59 16],[35.25  9.75] ; [58.75 16.25],0
d5,1,0.924569,0.008964,[34 11] ; [58 18],[34.21487603 10.78512397] ; [57.78512397 18.21487603],0
a3,1,0.960467,0.002457,[30 15] ; [51 25],[30.12396694 14.87603306] ; [50.87603306 25.12396694],0
