Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000814,11.208636,[23 16] ; [ 84 182],[13.68196721 25.31803279] ; [ 93.31803279 172.68196721],1
a8,1,0.001255,10.407775,[10 27] ; [ 22 223],[ 4.19858156 32.80141844] ; [ 27.80141844 217.19858156],0
r1,1,0.004188,8.200547,[35  4] ; [181  88],[27.35064935 11.64935065] ; [188.64935065  80.35064935],0
p7,1,0.004686,7.996745,[28 11] ; [126 139],[19.75657895 19.24342105] ; [134.24342105 130.75657895],0
p3,1,0.011449,6.394281,[21 18] ; [ 89 180],[13.92857143 25.07142857] ; [ 96.07142857 172.92857143],0
n4,1,0.015335,5.877533,[33  6] ; [176  94],[26.37864078 12.62135922] ; [182.62135922  87.37864078],0
a6,1,0.016121,5.789651,[19 20] ; [185  86],[25.66451613 13.33548387] ; [178.33548387  92.66451613],0
d2,1,0.016873,5.709577,[23 16] ; [104 164],[16.13355049 22.86644951] ; [110.86644951 157.13355049],0
v1,1,0.021804,5.261397,[24 15] ; [113 156],[17.3474026 21.6525974] ; [119.6525974 149.3474026],0
p4,1,0.028992,4.768116,[24 15] ; [115 153],[17.65798046 21.34201954] ; [121.34201954 146.65798046],0
p9,1,0.030576,4.676598,[34  5] ; [188  78],[28.38688525 10.61311475] ; [193.61311475  72.38688525],0
p6,1,0.047386,3.931613,[14 25] ; [ 57 208],[ 9.10855263 29.89144737] ; [ 61.89144737 203.10855263],0
r4,1,0.059415,3.553636,[35  4] ; [207  64],[30.44516129  8.55483871] ; [211.55483871  59.44516129],0
d1,1,0.065645,3.388695,[25 14] ; [131 140],[19.62580645 19.37419355] ; [136.37419355 134.62580645],0
s2,1,0.065685,3.387687,[ 7 32] ; [ 23 245],[ 3.81107492 35.18892508] ; [ 26.18892508 241.81107492],0
v3,1,0.065813,3.384487,[15 22] ; [ 68 193],[10.30536913 26.69463087] ; [ 72.69463087 188.30536913],0
p11,1,0.071564,3.246776,[33  6] ; [192  79],[28.30645161 10.69354839] ; [196.69354839  74.30645161],0
r3,1,0.116688,2.461218,[37  2] ; [230  38],[33.91856678  5.08143322] ; [233.08143322  34.91856678],0
a4,1,0.12849,2.310656,[20 19] ; [104 166],[15.65048544 23.34951456] ; [108.34951456 161.65048544],0
p1,1,0.14547,2.119118,[ 1 38] ; [ 26 245],[ 3.39677419 35.60322581] ; [ 23.60322581 247.39677419],0
p2,1,0.145744,2.116236,[32  7] ; [190  78],[28.2019544 10.7980456] ; [193.7980456  74.2019544],0
d5,1,0.166085,1.917926,[33  6] ; [201  69],[29.53398058  9.46601942] ; [204.46601942  65.53398058],0
p8,1,0.176819,1.824156,[21 17] ; [116 150],[17.125 20.875] ; [119.875 146.125],0
b4,1,0.182274,1.778987,[26 13] ; [150 121],[22.14193548 16.85806452] ; [153.85806452 117.14193548],0
p10,1,0.189896,1.718421,[30  9] ; [176  89],[26.42763158 12.57236842] ; [179.57236842  85.42763158],0
v4,1,0.209742,1.573204,[37  2] ; [238  32],[34.70873786  4.29126214] ; [240.29126214  29.70873786],0
n3,1,0.225165,1.471148,[3 4] ; [52 27],[4.47674419 2.52325581] ; [50.52325581 28.47674419],0
a5,1,0.228493,1.450216,[29 10] ; [175  96],[25.66451613 13.33548387] ; [178.33548387  92.66451613],0
s1,1,0.362713,0.828479,[ 2 36] ; [  7 262],[ 1.11400651 36.88599349] ; [  7.88599349 261.11400651],0
n2,1,0.400394,0.707143,[4 4] ; [52 28],[5.09090909 2.90909091] ; [50.90909091 29.09090909],0
b5,1,0.474896,0.510562,[22 17] ; [169 102],[24.02903226 14.97096774] ; [166.97096774 104.02903226],0
a1,1,0.478938,0.501279,[ 1 38] ; [ 14 257],[ 1.88709677 37.11290323] ; [ 13.11290323 257.88709677],0
u1,1,0.530027,0.39434,[ 5 34] ; [ 26 245],[ 3.9 35.1] ; [ 27.1 243.9],0
b1,1,0.532621,0.389389,[17 22] ; [104 167],[15.22258065 23.77741935] ; [105.77741935 165.22258065],0
u2,1,0.558369,0.342536,[8 7] ; [48 58],[6.94214876 8.05785124] ; [49.05785124 56.94214876],0
d3,1,0.610403,0.259589,[23 16] ; [170  99],[24.43831169 14.56168831] ; [168.56168831 100.43831169],0
n1,1,0.621468,0.24381,[3 5] ; [23 56],[2.3908046 5.6091954] ; [23.6091954 55.3908046],0
v2,1,0.647199,0.209449,[20 18] ; [127 134],[18.68227425 19.31772575] ; [128.31772575 132.68227425],0
n5,1,0.679842,0.170304,[24 14] ; [179  90],[25.12703583 12.87296417] ; [177.87296417  91.12703583],0
u3,1,0.680694,0.169346,[8 7] ; [51 56],[7.25409836 7.74590164] ; [51.74590164 55.25409836],0
r2,1,0.70099,0.147444,[35  4] ; [233  33],[34.26885246  4.73114754] ; [233.73114754  32.26885246],0
s5,1,0.769937,0.085531,[ 7 30] ; [ 45 220],[ 6.37086093 30.62913907] ; [ 45.62913907 219.37086093],0
d4,1,0.776004,0.080958,[30  9] ; [202  68],[29.2815534  9.7184466] ; [202.7184466  67.2815534],0
p12,1,0.796886,0.066244,[ 1 38] ; [  9 260],[ 1.26623377 37.73376623] ; [  8.73376623 260.26623377],0
