Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,55.997358,[240  31] ; [72 58],[210.85286783  60.14713217] ; [101.14713217  28.85286783],1
p6,1,3e-06,22.149066,[158 112] ; [43 86],[136.01503759 133.98496241] ; [64.98496241 64.01503759],1
p11,1,0.000115,14.876073,[247  26] ; [99 31],[234.38709677  38.61290323] ; [111.61290323  18.38709677],1
p2,1,0.000337,12.852778,[255  17] ; [107  23],[244.93532338  27.06467662] ; [117.06467662  12.93532338],1
p4,1,0.000477,12.202953,[238  35] ; [95 35],[225.58064516  47.41935484] ; [107.41935484  22.58064516],1
p10,1,0.000494,12.137401,[262   9] ; [114  16],[254.10473815  16.89526185] ; [121.89526185   8.10473815],1
p5,1,0.000696,11.49965,[ 65 208] ; [ 12 115],[ 52.5525 220.4475] ; [ 24.4475 102.5525],1
b5,1,0.002368,9.239516,[141 132] ; [88 42],[155.12903226 117.87096774] ; [73.87096774 56.12903226],0
r1,1,0.002521,9.125189,[232  40] ; [93 35],[221.  51.] ; [104.  24.],0
n3,1,0.002715,8.990016,[23 13] ; [25  1],[27.87096774  8.12903226] ; [20.12903226  5.87096774],0
p12,1,0.025674,4.977828,[ 40 232] ; [  9 121],[ 33.15422886 238.84577114] ; [ 15.84577114 114.15422886],0
n6,1,0.04557,3.997423,[248  24] ; [109  20],[242.15461347  29.84538653] ; [114.84538653  14.15461347],0
u3,1,0.053279,3.735144,[39 27] ; [18  4],[42.75 23.25] ; [14.25  7.75],0
n5,1,0.065386,3.39521,[229  43] ; [98 30],[222.36  49.64] ; [104.64  23.36],0
d5,1,0.066977,3.355599,[226  46] ; [117  13],[232.07960199  39.92039801] ; [110.92039801  19.07960199],0
b1,1,0.067272,3.348358,[104 169] ; [62 68],[112.4516129 160.5483871] ; [53.5483871 76.4516129],0
v4,1,0.07776,3.111103,[264   7] ; [122   8],[260.86284289  10.13715711] ; [125.13715711   4.86284289],0
n4,1,0.093182,2.818527,[234  39] ; [102  27],[228.17910448  44.82089552] ; [107.82089552  21.17910448],0
a3,1,0.108277,2.579191,[206  65] ; [108  22],[212.20448878  58.79551122] ; [101.79551122  28.20448878],0
v3,1,0.154308,2.029137,[127 138] ; [49 73],[120.51679587 144.48320413] ; [55.48320413 66.51679587],0
r4,1,0.177384,1.819408,[256  17] ; [117  13],[252.67741935  20.32258065] ; [120.32258065   9.67741935],0
u1,1,0.178834,1.807289,[ 59 214] ; [36 94],[ 64.35483871 208.64516129] ; [30.64516129 99.35483871],0
p1,1,0.187701,1.735572,[ 40 231] ; [ 13 117],[ 35.81795511 235.18204489] ; [ 17.18204489 112.81795511],0
v1,1,0.199332,1.647261,[172  96] ; [70 52],[166.2974359 101.7025641] ; [75.7025641 46.2974359],0
a1,1,0.216969,1.524309,[ 19 254] ; [  5 125],[ 16.25806452 256.74193548] ; [  7.74193548 122.25806452],0
s5,1,0.236959,1.398595,[116 145] ; [46 75],[110.68586387 150.31413613] ; [51.31413613 69.68586387],0
n1,1,0.274125,1.195988,[13 23] ; [13 13],[15.09677419 20.90322581] ; [10.90322581 15.09677419],0
v2,1,0.288153,1.128231,[170  97] ; [72 52],[165.25319693 101.74680307] ; [76.74680307 47.25319693],0
s2,1,0.309155,1.034281,[145 126] ; [76 53],[149.7275 121.2725] ; [71.2725 57.7275],0
d3,1,0.31741,0.999589,[196  77] ; [87 43],[191.70967742  81.29032258] ; [91.29032258 38.70967742],0
r3,1,0.3268,0.961538,[261   9] ; [123   7],[259.2  10.8] ; [124.8   5.2],0
a6,1,0.33013,0.948388,[188  84] ; [96 34],[192.15920398  79.84079602] ; [91.84079602 38.15920398],0
u2,1,0.33275,0.938166,[40 27] ; [15  6],[41.875 25.125] ; [13.125  7.875],0
d4,1,0.335681,0.926858,[232  40] ; [106  24],[228.69651741  43.30348259] ; [109.30348259  20.69651741],0
s8,1,0.351772,0.867056,[151 120] ; [66 64],[146.65087282 124.34912718] ; [70.34912718 59.65087282],0
a2,1,0.399912,0.708589,[ 73 200] ; [40 90],[ 76.5483871 196.4516129] ; [36.4516129 93.5483871],0
d2,1,0.429555,0.624027,[143 130] ; [73 56],[146.68656716 126.31343284] ; [69.31343284 59.68656716],0
d1,1,0.432094,0.617189,[181  92] ; [81 49],[177.48387097  95.51612903] ; [84.51612903 45.48387097],0
a4,1,0.4785,0.502279,[132 140] ; [68 62],[135.32338308 136.67661692] ; [64.67661692 65.32338308],0
s1,1,0.527888,0.398455,[  7 266] ; [  2 126],[  6.12718204 266.87281796] ; [  2.87281796 125.12718204],0
s4,1,0.534546,0.385742,[ 49 221] ; [ 20 108],[ 46.80904523 223.19095477] ; [ 22.19095477 105.80904523],0
u4,1,0.581124,0.304421,[  9 263] ; [  3 127],[  8.11940299 263.88059701] ; [  3.88059701 126.11940299],0
s6,1,0.602721,0.270911,[192  72] ; [97 32],[194.13740458  69.86259542] ; [94.86259542 34.13740458],0
b3,1,0.665904,0.18643,[ 71 102] ; [39 50],[ 72.63358779 100.36641221] ; [37.36641221 51.63358779],0
b2,1,0.665904,0.18643,[ 71 102] ; [39 50],[ 72.63358779 100.36641221] ; [37.36641221 51.63358779],0
a5,1,0.684035,0.165619,[221  52] ; [103  27],[219.48387097  53.51612903] ; [104.51612903  25.48387097],0
a8,1,0.684758,0.164819,[ 36 212] ; [ 15 101],[ 34.74725275 213.25274725] ; [16.25274725 99.74725275],0
s3,1,0.851117,0.035229,[160 109] ; [78 51],[160.85929648 108.14070352] ; [77.14070352 51.85929648],0
b4,1,0.862165,0.030143,[155 118] ; [75 55],[155.80645161 117.19354839] ; [74.19354839 55.80645161],0
r2,1,0.902074,0.015139,[257  11] ; [125   5],[257.22613065  10.77386935] ; [124.77386935   5.22613065],0
a7,1,0.923503,0.00922,[200  72] ; [95 35],[199.60199005  72.39800995] ; [95.39800995 34.60199005],0
n2,1,0.940659,0.005542,[26 10] ; [19  7],[26.12903226  9.87096774] ; [18.87096774  7.12903226],0
s7,1,0.955102,0.00317,[152 104] ; [74 50],[152.25263158 103.74736842] ; [73.74736842 50.25263158],0
