Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.010081,6.620505,[18 23] ; [43 19],[24.2815534 16.7184466] ; [36.7184466 25.2815534],0
n2,1,0.019158,5.487013,[4 5] ; [18  3],[6.6 2.4] ; [15.4  5.6],0
v1,1,0.022905,5.175677,[14 26] ; [36 26],[19.60784314 20.39215686] ; [30.39215686 31.60784314],0
s7,1,0.032752,4.558684,[25 14] ; [49 10],[29.44897959  9.55102041] ; [44.55102041 14.44897959],0
s6,1,0.036486,4.374267,[35  6] ; [59  2],[37.78431373  3.21568627] ; [56.21568627  4.78431373],0
p9,1,0.041152,4.16973,[32  8] ; [57  4],[35.24752475  4.75247525] ; [53.75247525  7.24752475],0
r2,1,0.059787,3.543287,[37  4] ; [61  1],[39.00970874  1.99029126] ; [58.99029126  3.00970874],0
n6,1,0.069689,3.290323,[30 10] ; [55  7],[33.33333333  6.66666667] ; [51.66666667 10.33333333],0
r4,1,0.087551,2.918829,[34  7] ; [58  4],[36.62135922  4.37864078] ; [55.37864078  6.62135922],0
a5,1,0.108209,2.580181,[25 16] ; [47 15],[28.66019417 12.33980583] ; [43.33980583 18.66019417],0
a6,1,0.130342,2.288424,[31 10] ; [38 24],[27.46601942 13.53398058] ; [41.53398058 20.46601942],0
a8,1,0.14986,2.073674,[ 3 35] ; [ 1 55],[ 1.61702128 36.38297872] ; [ 2.38297872 53.61702128],0
p5,1,0.153069,2.0414,[ 1 40] ; [ 6 56],[ 2.78640777 38.21359223] ; [ 4.21359223 57.78640777],0
p6,1,0.159827,1.97586,[14 26] ; [30 31],[17.42574257 22.57425743] ; [26.57425743 34.42574257],0
r3,1,0.162244,1.95319,[36  4] ; [59  2],[37.62376238  2.37623762] ; [57.37623762  3.62376238],0
d2,1,0.18385,1.766225,[17 24] ; [34 28],[20.30097087 20.69902913] ; [30.69902913 31.30097087],0
b2,1,0.185717,1.751272,[ 2 17] ; [ 9 26],[ 3.87037037 15.12962963] ; [ 7.12962963 27.87037037],0
b3,1,0.185717,1.751272,[ 2 17] ; [ 9 26],[ 3.87037037 15.12962963] ; [ 7.12962963 27.87037037],0
a4,1,0.212258,1.555955,[18 23] ; [35 27],[21.09708738 19.90291262] ; [31.90291262 30.09708738],0
n5,1,0.21664,1.526489,[25 16] ; [45 17],[27.86407767 13.13592233] ; [42.13592233 19.86407767],0
s8,1,0.239194,1.385335,[21 20] ; [39 23],[23.88349515 17.11650485] ; [36.11650485 25.88349515],0
b5,1,0.252363,1.310173,[29 12] ; [37 25],[26.27184466 14.72815534] ; [39.72815534 22.27184466],0
p4,1,0.270494,1.214239,[22 19] ; [40 22],[24.67961165 16.32038835] ; [37.32038835 24.67961165],0
d4,1,0.299494,1.076446,[31 10] ; [52 10],[33.03883495  7.96116505] ; [49.96116505 12.03883495],0
d1,1,0.304222,1.055595,[23 18] ; [41 21],[25.47572816 15.52427184] ; [38.52427184 23.47572816],0
p10,1,0.335935,0.925881,[32  8] ; [54  8],[33.7254902  6.2745098] ; [52.2745098  9.7254902],0
p12,1,0.353646,0.860332,[ 1 40] ; [ 4 58],[ 1.99029126 39.00970874] ; [ 3.00970874 58.99029126],0
u3,1,0.376482,0.782159,[8 5] ; [13  4],[9.1 3.9] ; [11.9  5.1],0
p7,1,0.41482,0.664943,[24 15] ; [41 18],[25.86734694 13.13265306] ; [39.13265306 19.86734694],0
v3,1,0.432188,0.616935,[10 30] ; [20 42],[11.76470588 28.23529412] ; [18.23529412 43.76470588],0
r1,1,0.459507,0.547096,[33  8] ; [46 16],[31.44660194  9.55339806] ; [47.55339806 14.44660194],0
v2,1,0.475528,0.509103,[16 23] ; [29 31],[17.72727273 21.27272727] ; [27.27272727 32.72727273],0
u1,1,0.490944,0.474456,[11 30] ; [13 49],[ 9.55339806 31.44660194] ; [14.44660194 47.55339806],0
