Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,34.292041,[21 48] ; [100  37],[40.52912621 28.47087379] ; [80.47087379 56.52912621],1
a6,1,0.0,27.668846,[27 42] ; [104  32],[44.09268293 24.90731707] ; [86.90731707 49.09268293],1
p9,1,0.013595,6.089973,[48 20] ; [115  20],[54.60098522 13.39901478] ; [108.39901478  26.60098522],0
s6,1,0.019015,5.500181,[43 23] ; [110  27],[49.74384236 16.25615764] ; [103.25615764  33.74384236],0
a1,1,0.029616,4.731429,[ 5 64] ; [  2 136],[ 2.33333333 66.66666667] ; [  4.66666667 133.33333333],0
v2,1,0.039899,4.222166,[28 37] ; [74 52],[34.71204188 30.28795812] ; [67.28795812 58.71204188],0
a2,1,0.051779,3.782895,[ 7 62] ; [ 29 109],[12. 57.] ; [ 24. 114.],0
d5,1,0.057818,3.598895,[46 23] ; [108  29],[51.58252427 17.41747573] ; [102.41747573  34.58252427],0
d4,1,0.062495,3.469913,[49 19] ; [114  23],[54.06829268 13.93170732] ; [108.93170732  28.06829268],0
v1,1,0.062549,3.468477,[38 29] ; [56 75],[31.80808081 35.19191919] ; [62.19191919 68.80808081],0
p3,1,0.070522,3.270826,[22 47] ; [ 28 109],[16.74757282 52.25242718] ; [ 33.25242718 103.74757282],0
d1,1,0.076812,3.131092,[28 41] ; [74 64],[34. 35.] ; [68. 70.],0
r1,1,0.085642,2.95444,[48 21] ; [110  27],[52.9223301 16.0776699] ; [105.0776699  31.9223301],0
b5,1,0.087586,2.918195,[36 33] ; [89 49],[41.66666667 27.33333333] ; [83.33333333 54.66666667],0
p10,1,0.110994,2.540013,[47 21] ; [107  28],[51.5862069 16.4137931] ; [102.4137931  32.5862069],0
r3,1,0.111467,2.533295,[62  7] ; [130   6],[64.62439024  4.37560976] ; [127.37560976   8.62439024],0
a4,1,0.130904,2.281746,[32 37] ; [49 89],[27. 42.] ; [54. 84.],0
