Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,92.642,[ 51 128] ; [281 113],[103.71378709  75.28621291] ; [228.28621291 165.71378709],1
p6,1,0.0,65.402931,[ 30 149] ; [208 187],[ 74.2195122 104.7804878] ; [163.7804878 231.2195122],1
p3,1,0.0,33.130706,[ 71 108] ; [258 137],[102.59756098  76.40243902] ; [226.40243902 168.59756098],1
p4,1,0.0,26.392528,[94 86] ; [292 103],[120.83478261  59.16521739] ; [265.16521739 129.83478261],1
p2,1,3e-06,22.083807,[141  39] ; [364  31],[158.08695652  21.91304348] ; [346.91304348  48.08695652],1
s5,1,0.000301,13.065333,[ 43 124] ; [161 223],[ 61.82940109 105.17059891] ; [142.17059891 241.82940109],1
v1,1,0.001017,10.796062,[81 90] ; [241 146],[98.67741935 72.32258065] ; [223.32258065 163.67741935],0
s7,1,0.001121,10.615524,[77 95] ; [225 152],[94.61566485 77.38433515] ; [207.38433515 169.61566485],0
d5,1,0.001724,9.822327,[138  42] ; [343  51],[150.83623693  29.16376307] ; [330.16376307  63.83623693],0
r3,1,0.002367,9.240474,[167  12] ; [385   7],[173.04378284   5.95621716] ; [378.95621716  13.04378284],0
p5,1,0.002996,8.810023,[ 14 164] ; [ 68 326],[ 25.51748252 152.48251748] ; [ 56.48251748 337.51748252],0
a3,1,0.003233,8.671286,[121  59] ; [310  84],[135.15679443  44.84320557] ; [295.84320557  98.15679443],0
s8,1,0.003508,8.522203,[ 73 106] ; [212 181],[89.18706294 89.81293706] ; [195.81293706 197.18706294],0
b5,1,0.010204,6.59898,[120  60] ; [219 177],[105.9375  74.0625] ; [233.0625 162.9375],0
v3,1,0.011753,6.347691,[ 61 110] ; [182 204],[74.60143627 96.39856373] ; [168.39856373 217.60143627],0
r1,1,0.012065,6.301345,[138  42] ; [335  58],[148.58638743  31.41361257] ; [324.41361257  68.58638743],0
a8,1,0.015221,5.890695,[ 17 150] ; [ 66 291],[ 26.45229008 140.54770992] ; [ 56.54770992 300.45229008],0
v2,1,0.015488,5.860097,[89 81] ; [243 141],[101.87725632  68.12274368] ; [230.12274368 153.87725632],0
b4,1,0.02685,4.900452,[115  65] ; [214 182],[102.8125  77.1875] ; [226.1875 169.8125],0
s6,1,0.049598,3.855014,[115  62] ; [280 103],[124.84821429  52.15178571] ; [270.15178571 112.84821429],0
