Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,26.88377,[27 44] ; [116  41],[44.53070175 26.46929825] ; [98.46929825 58.53070175],1
n5,1,1e-06,24.318832,[26 45] ; [111  45],[42.85022026 28.14977974] ; [94.14977974 61.85022026],1
v4,1,5.7e-05,16.185128,[47 23] ; [140  17],[57.66519824 12.33480176] ; [129.33480176  27.66519824],1
r3,1,8.9e-05,15.347338,[48 23] ; [138  17],[58.43362832 12.56637168] ; [127.56637168  27.43362832],1
s6,1,0.000145,14.437327,[18 52] ; [82 73],[31.11111111 38.88888889] ; [68.88888889 86.11111111],1
p10,1,0.000253,13.391862,[29 40] ; [106  50],[41.4 27.6] ; [93.6 62.4],1
p9,1,0.00112,10.617609,[36 33] ; [113  39],[46.52036199 22.47963801] ; [102.47963801  49.52036199],0
r4,1,0.001992,9.557315,[41 30] ; [122  35],[50.75877193 20.24122807] ; [112.24122807  44.75877193],0
n4,1,0.015371,5.873399,[37 34] ; [108  49],[45.15350877 25.84649123] ; [99.84649123 57.15350877],0
p2,1,0.022752,5.187354,[31 40] ; [94 63],[38.9254386 32.0745614] ; [86.0745614 70.9254386],0
u1,1,0.028506,4.797227,[ 3 68] ; [ 22 135],[ 7.78508772 63.21491228] ; [ 17.21491228 139.78508772],0
a1,1,0.030107,4.703176,[ 8 63] ; [  6 151],[ 4.35964912 66.64035088] ; [  9.64035088 147.35964912],0
n2,1,0.038338,4.289942,[18 15] ; [41 13],[22.37931034 10.62068966] ; [36.62068966 17.37931034],0
s8,1,0.057547,3.60671,[12 59] ; [ 45 112],[17.75 53.25] ; [ 39.25 117.75],0
b5,1,0.065387,3.395193,[37 34] ; [102  55],[43.28508772 27.71491228] ; [95.71491228 61.28508772],0
a2,1,0.093814,2.807672,[ 8 63] ; [ 32 125],[12.45614035 58.54385965] ; [ 27.54385965 129.45614035],0
p1,1,0.103096,2.656992,[ 9 61] ; [ 10 147],[ 5.85903084 64.14096916] ; [ 13.14096916 143.85903084],0
a6,1,0.103391,2.652444,[40 31] ; [106  51],[45.46491228 25.53508772] ; [100.53508772  56.46491228],0
v2,1,0.145391,2.119953,[22 44] ; [65 83],[26.8317757 39.1682243] ; [60.1682243 87.8317757],0
s1,1,0.239949,1.380896,[ 4 66] ; [  4 151],[ 2.48888889 67.51111111] ; [  5.51111111 149.48888889],0
r2,1,0.242115,1.368237,[59 11] ; [140  16],[61.63716814  8.36283186] ; [137.36283186  18.63716814],0
v1,1,0.245889,1.346509,[30 41] ; [ 52 100],[26.10762332 44.89237668] ; [55.89237668 96.10762332],0
p8,1,0.248877,1.329594,[ 9 61] ; [ 30 127],[12.02643172 57.97356828] ; [ 26.97356828 130.02643172],0
a5,1,0.249927,1.323713,[40 31] ; [101  56],[43.90789474 27.09210526] ; [97.09210526 59.90789474],0
b4,1,0.254651,1.297607,[41 30] ; [103  54],[44.84210526 26.15789474] ; [99.15789474 57.84210526],0
s7,1,0.273874,1.197242,[16 49] ; [ 49 104],[19.38073394 45.61926606] ; [ 45.61926606 107.38073394],0
p3,1,0.29296,1.10597,[10 60] ; [ 15 142],[ 7.7092511 62.2907489] ; [ 17.2907489 139.7092511],0
p5,1,0.335455,0.927724,[ 1 69] ; [  6 151],[ 2.15859031 67.84140969] ; [  4.84140969 152.15859031],0
d4,1,0.348016,0.880679,[50 21] ; [119  37],[52.85903084 18.14096916] ; [116.14096916  39.85903084],0
a8,1,0.355492,0.853755,[ 4 65] ; [ 14 133],[ 5.75 63.25] ; [ 12.25 134.75],0
b2,1,0.368094,0.810089,[17 21] ; [30 53],[14.76033058 23.23966942] ; [32.23966942 50.76033058],0
b3,1,0.368094,0.810089,[17 21] ; [30 53],[14.76033058 23.23966942] ; [32.23966942 50.76033058],0
n1,1,0.369372,0.805776,[15 17] ; [20 34],[13.02325581 18.97674419] ; [21.97674419 32.02325581],0
b1,1,0.399429,0.710044,[29 42] ; [ 55 102],[26.15789474 44.84210526] ; [57.84210526 99.15789474],0
s5,1,0.401358,0.704255,[11 56] ; [ 32 118],[13.2764977 53.7235023] ; [ 29.7235023 120.2764977],0
